School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Glenmore State High School,North Rockhampton,83,74,1,79,8,24,--,3,96%,96%,74,73,8,71,38,10,--,--,3,3,8,5,--,5,2,--,--,--,--,--,1,1,--,1,--,--,24,24,23,1,23,9,1,--,--,3,--,58,50,55,7,53,31,9,--,--,--,3,5,6,9,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Counsel College,Innisfail,81,69,--,55,9,52,--,1,95%,100%,69,47,7,26,34,21,--,--,--,--,12,8,2,2,6,2,--,--,--,--,,,,,,,52,44,28,3,7,19,7,--,--,--,--,29,25,27,6,21,21,16,--,--,--,--,11,15,18,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Shepherd Catholic College,Mount Isa,36,35,--,26,8,14,--,0,97%,92%,35,26,8,20,17,1,--,--,--,--,,,,,,,,,,,,,,,,,14,13,9,2,9,5,--,--,--,--,--,22,22,17,6,11,12,1,--,--,--,--,1,5,5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Shepherd Lutheran College,Noosaville,51,45,--,13,6,45,--,2,90%,100%,45,12,5,2,6,3,--,--,--,--,6,1,1,--,--,--,--,--,--,--,,,,,,,45,41,10,5,1,5,2,--,--,--,--,6,4,3,1,1,1,1,--,--,--,--,5,18,10,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodna Special School,Goodna,11,--,11,11,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,11,11,--,11,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goondiwindi State High School,Goondiwindi,84,65,--,80,23,40,--,2,96%,96%,65,64,15,60,51,3,--,--,--,2,19,16,8,16,3,1,--,--,--,1,,,,,,,40,37,38,2,35,28,1,--,--,--,2,44,28,42,21,41,26,3,--,--,--,1,4,8,14,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordonvale State High School,Gordonvale,97,86,--,95,22,44,--,1,99%,92%,86,85,19,82,47,11,--,4,--,4,11,10,3,9,2,2,--,--,--,--,,,,,,,44,42,43,9,42,13,9,--,2,--,2,53,44,52,13,49,36,4,--,2,--,2,4,10,17,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Grace Lutheran College,Rothwell,283,271,--,143,40,221,--,4,98%,99%,271,137,39,67,84,51,1,1,4,6,12,6,1,2,4,--,--,--,--,--,,,,,,,221,218,90,18,41,60,31,1,--,4,3,62,53,53,22,28,28,20,--,1,--,3,45,71,57,45,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Groves Christian College,Kingston,67,40,1,54,7,33,--,6,85%,95%,40,37,3,34,18,4,1,--,2,3,26,17,4,4,10,4,--,--,1,3,,,,,,,33,27,28,4,26,8,4,1,--,1,3,33,13,26,3,12,20,4,--,--,2,3,2,3,10,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Gympie Flexible Learning Centre,Gympie,1,--,--,--,--,--,--,1,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gympie Special School,Gympie,5,--,5,1,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,5,1,--,1,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gympie State High School,Gympie,195,149,--,151,36,79,--,11,92%,95%,149,121,31,86,71,36,6,--,1,--,46,30,5,26,13,1,--,--,--,--,,,,,,,79,73,49,11,24,21,14,1,--,1,--,116,76,102,25,88,63,23,5,--,--,--,9,28,25,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Harristown State High School,Toowoomba,215,161,2,139,39,108,--,7,94%,94%,161,98,29,69,51,12,--,--,16,2,52,41,10,32,16,--,--,--,--,--,,,,,,,108,99,47,9,21,26,3,--,--,16,--,105,62,92,30,80,41,9,--,--,--,2,16,30,32,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Heatley Secondary College,Townsville,50,41,5,26,3,16,--,3,90%,93%,41,22,3,7,14,6,--,--,--,2,4,1,--,--,1,--,--,--,--,--,5,3,--,3,--,--,16,16,7,--,2,5,2,--,--,--,2,29,25,16,3,5,10,4,--,--,--,--,1,3,9,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Heights College,North Rockhampton,33,22,--,21,2,23,--,2,88%,94%,22,14,1,7,5,6,--,--,1,--,11,7,1,3,1,2,--,--,--,--,,,,,,,23,20,13,--,8,4,4,--,--,1,--,10,2,8,2,2,2,4,--,--,--,--,3,8,7,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Helensvale State High School,Helensvale,350,291,--,285,99,159,--,9,96%,96%,291,241,87,153,119,101,9,--,21,8,59,44,12,24,18,10,--,--,1,1,,,,,,,159,149,105,23,79,27,22,3,--,20,4,191,142,180,76,98,110,89,6,--,2,5,16,53,52,36,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Hervey Bay Senior College,Hervey Bay,33,31,--,33,2,--,--,0,100%,100%,31,31,2,21,28,10,--,--,--,2,2,2,--,2,1,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hervey Bay Special School,Hervey Bay,9,--,9,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hervey Bay State High School,Pialba,114,93,--,112,4,50,--,1,99%,84%,93,92,4,90,67,2,--,--,1,--,21,20,--,18,15,--,--,--,--,--,,,,,,,50,46,49,3,48,35,1,--,--,1,--,64,47,63,1,60,47,1,--,--,--,--,4,13,14,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillbrook Anglican School,Enoggera,113,108,--,23,1,112,--,1,97%,98%,108,21,1,--,20,1,--,--,--,--,5,2,--,--,2,--,--,--,--,--,,,,,,,112,108,23,1,--,22,1,--,--,--,--,,,,,,,,,,,,26,43,28,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillcrest Christian College,Reedy Creek,83,74,--,35,13,67,--,3,94%,92%,74,31,11,1,17,13,--,--,6,1,9,4,2,1,--,2,--,--,--,--,,,,,,,67,65,25,8,1,14,8,--,--,5,1,16,9,10,5,1,3,7,--,--,1,--,17,14,25,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Hills International College,Jimboomba,29,28,--,18,3,24,--,1,97%,100%,28,18,3,12,7,--,1,--,--,--,,,,,,,,,,,,,,,,,24,24,14,1,9,5,--,--,--,--,--,5,4,4,2,3,2,--,1,--,--,--,4,2,10,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Holland Park State High School,Holland Park,89,83,--,89,21,49,--,0,100%,98%,83,83,21,18,82,13,1,--,--,5,6,6,--,--,6,--,--,--,--,1,,,,,,,49,47,49,4,1,48,5,1,--,--,3,40,36,40,17,17,40,8,--,--,--,3,4,22,13,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy Spirit College,North Mackay,118,103,2,77,8,65,--,2,96%,97%,103,67,8,37,34,37,--,--,--,--,13,8,--,6,1,5,--,--,--,--,2,2,--,--,--,2,65,62,27,1,3,25,2,--,--,--,--,51,41,48,7,40,10,40,--,--,--,--,21,18,15,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Home Hill State High School,Home Hill,40,35,2,34,1,24,--,0,98%,100%,35,30,--,26,25,1,--,--,--,--,3,3,1,1,2,--,--,--,--,--,2,1,--,1,--,--,24,24,21,--,19,18,1,--,--,--,--,14,11,12,1,8,9,--,--,--,--,--,5,6,7,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hughenden State School,Hughenden,9,6,--,5,4,2,--,1,89%,100%,6,3,3,1,--,1,--,--,--,--,3,2,1,1,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,7,4,5,4,2,--,1,--,--,--,--,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymba Yumba Community Hub,Springfield Central,4,--,--,2,2,--,--,2,50%,--,,,,,,,,,,,4,2,2,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ignatius Park College,Cranbrook,151,129,--,88,5,92,--,4,93%,99%,129,76,4,43,45,--,--,--,--,1,22,12,1,11,3,--,--,--,--,--,,,,,,,92,84,37,1,7,33,--,--,--,--,--,59,45,51,4,47,15,--,--,--,--,1,21,23,31,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Immanuel Lutheran College,Buderim,53,53,--,23,5,44,--,0,100%,95%,53,23,5,6,11,12,--,--,--,--,,,,,,,,,,,,,,,,,44,44,14,2,2,7,5,--,--,--,--,9,9,9,3,4,4,7,--,--,--,--,12,20,8,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Indooroopilly State High School,Indooroopilly,147,120,--,44,11,106,14,13,88%,98%,120,37,11,12,19,12,--,--,6,--,27,7,--,6,2,1,--,--,--,1,,,,,,,106,100,31,11,9,12,10,--,--,6,1,27,9,13,--,9,9,3,--,--,--,--,35,31,27,10,3,14,11,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,3,5,6
Ingham State High School,Ingham,88,64,3,83,19,42,--,1,95%,94%,64,63,17,63,37,10,--,1,1,1,21,20,2,20,4,--,--,--,--,--,,,,,,,42,39,41,8,41,18,8,--,1,1,1,43,25,42,11,42,23,2,--,--,--,--,5,8,22,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Innisfail State College,Innisfail,122,97,6,89,22,45,--,3,92%,97%,97,74,18,44,57,4,1,--,1,--,19,15,4,9,13,--,--,--,--,--,,,,,,,45,43,23,2,15,10,1,--,--,1,--,71,54,66,20,38,60,3,1,--,--,--,7,15,12,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Iona College,Lindum,173,170,--,50,4,138,--,1,99%,98%,170,49,4,20,22,14,--,--,2,2,3,1,--,--,1,--,--,--,--,--,,,,,,,138,136,23,1,--,18,5,--,--,2,2,35,34,27,3,20,5,9,--,--,--,--,21,35,55,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Girls' Grammar School,East Ipswich,86,82,--,49,8,70,--,0,100%,99%,82,45,8,24,27,7,--,--,4,3,4,4,--,2,3,--,--,--,--,1,,,,,,,70,69,34,3,20,18,5,--,--,4,2,16,13,15,5,6,12,2,--,--,--,2,17,20,22,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Grammar School,Ipswich,148,134,--,47,25,119,--,2,97%,98%,134,38,19,2,5,30,4,--,9,1,14,9,6,3,5,6,--,--,--,--,,,,,,,119,116,21,10,--,1,18,4,--,9,1,29,18,26,15,5,9,18,--,--,--,--,28,39,34,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Special School,Ipswich,16,--,16,2,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,16,2,--,2,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich State High School,Brassall,123,87,1,101,14,43,--,11,89%,93%,87,78,12,59,71,9,2,--,3,3,35,22,1,15,13,--,--,--,--,1,1,1,1,--,1,--,43,39,38,4,33,34,3,2,--,3,2,79,48,62,9,41,50,6,--,--,--,2,2,5,18,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Isis District State High School,Childers,78,71,1,67,11,40,--,2,96%,100%,71,63,10,49,53,1,1,--,--,--,6,4,1,3,1,--,--,--,--,--,,,,,,,40,39,33,3,28,22,--,1,--,--,--,37,32,34,8,24,32,1,--,--,--,--,9,11,10,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Islamic College of Brisbane,Karawatha,23,22,--,--,--,23,--,0,96%,96%,,,,,,,,,,,,,,,,,,,,,,,,,,,23,22,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,5,4,11,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jabiru Community College,Bracken Ridge,9,1,--,4,2,--,--,5,44%,--,1,1,--,--,--,1,--,--,--,--,8,3,2,3,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Nash State High School,Gympie,152,139,--,109,18,69,--,5,96%,91%,139,102,18,46,92,14,2,--,4,--,13,7,--,4,5,--,--,--,--,--,,,,,,,69,67,35,8,4,29,6,1,--,4,--,83,72,74,10,46,68,8,1,--,--,--,13,20,19,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,
John Paul College,Daisy Hill,174,159,--,152,26,126,9,0,98%,93%,159,141,26,32,129,44,18,--,2,3,15,11,--,4,10,--,--,--,--,1,,,,,,,126,122,109,10,28,100,21,12,--,2,2,32,29,29,16,7,25,22,6,--,--,2,25,45,31,25,0,9,7,7,--,--,7,1,--,--,--,--,7,1,7,--,1,7,--,--,--,--,--,2,3,2,2
Jubilee Christian College (Atherton),Atherton,11,4,--,7,3,--,--,4,64%,100%,4,4,2,--,2,4,--,--,1,1,7,3,1,--,1,--,1,--,2,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawana Waters State College,Bokarina,140,129,--,137,30,71,--,0,100%,97%,129,126,27,83,120,20,--,--,4,1,11,11,3,5,7,2,--,--,--,--,,,,,,,71,68,69,9,30,66,10,--,--,3,1,69,61,68,21,58,61,12,--,--,1,--,7,20,21,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Kedron State High School,Wooloowin,203,164,--,129,36,146,--,4,95%,94%,164,100,26,41,70,23,3,--,2,2,39,29,10,17,18,2,--,--,--,1,,,,,,,146,131,81,19,27,53,14,3,--,2,3,57,33,48,17,31,35,11,--,--,--,--,27,35,29,39,16,,,,,,,,,,,,,,,,,,,,,,,,,,
Keebra Park State High School,Southport,132,68,--,123,27,18,--,4,95%,88%,68,65,18,50,39,19,2,--,--,--,64,58,9,52,26,6,1,--,--,2,,,,,,,18,16,15,8,3,5,8,2,--,--,--,114,52,108,19,99,60,17,1,--,--,2,3,3,4,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelvin Grove State College,Kelvin Grove,227,196,1,117,48,140,--,2,97%,91%,196,92,36,28,22,51,8,--,32,3,30,25,12,15,3,7,--,--,--,--,,,,,,,140,133,45,14,14,9,19,4,--,32,2,86,63,72,34,29,16,39,4,--,--,1,35,47,36,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenmore State High School,Kenmore,300,273,--,277,43,249,--,0,100%,96%,273,250,34,242,58,34,--,--,11,3,27,27,9,22,8,4,--,--,--,--,,,,,,,249,239,227,24,219,31,30,--,--,11,3,51,34,50,19,45,35,8,--,--,--,--,69,72,52,52,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Kepnock State High School,Bundaberg,172,133,1,118,16,63,--,16,90%,87%,133,97,14,43,66,47,1,--,--,--,38,21,2,9,11,--,--,--,--,--,,,,,,,63,62,30,4,9,19,8,--,--,--,--,108,71,88,12,43,58,39,1,--,--,--,8,11,15,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Kilcoy State High School,Kilcoy,49,38,--,47,13,26,--,1,98%,100%,38,37,11,36,26,5,--,--,3,--,11,10,2,10,2,--,1,--,--,--,,,,,,,26,23,25,6,24,13,2,1,--,3,--,23,15,22,7,22,15,3,--,--,--,--,3,3,8,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimberley College,Carbrook,89,76,--,31,12,41,--,11,85%,95%,76,31,12,2,13,15,--,--,2,2,,,,,,,,,,,,,,,,,41,39,4,2,1,1,1,--,--,2,--,48,37,27,10,1,12,14,--,--,--,2,10,11,11,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Christian College,Reedy Creek,95,74,--,34,19,63,--,9,83%,92%,74,29,15,--,6,24,2,--,4,--,21,5,4,--,3,2,1,--,--,--,,,,,,,63,55,17,6,--,4,13,--,--,4,--,32,19,17,13,--,5,13,3,--,--,--,7,17,19,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingaroy State High School,Kingaroy,149,111,6,106,27,58,--,6,93%,92%,111,79,19,46,52,24,--,--,2,--,32,24,7,19,8,--,--,--,--,1,6,3,1,3,1,--,58,56,26,6,9,21,7,--,--,2,--,85,55,77,20,56,39,17,--,--,--,1,10,19,14,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingston Centre for Continuing Secondary Education,Kingston,65,6,--,18,8,--,--,46,29%,100%,6,5,2,4,4,3,--,--,--,1,59,13,6,8,3,3,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingston College,Kingston,103,103,--,103,28,31,--,0,100%,100%,103,103,28,103,54,19,--,--,3,--,,,,,,,,,,,,,,,,,31,31,31,3,31,5,3,--,--,3,--,72,72,72,25,72,49,16,--,--,--,--,5,8,8,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirwan State High School,Kirwan,345,300,--,267,79,134,--,3,97%,97%,300,232,66,209,187,36,--,--,7,3,45,35,13,28,23,1,--,--,--,1,,,,,,,134,121,59,6,37,30,5,--,--,7,--,211,179,208,73,200,180,32,--,--,--,4,18,31,36,33,16,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuraby Special School,Kuraby,7,--,7,1,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,7,1,--,1,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuranda District State College,Myola,17,9,--,15,5,5,--,2,88%,100%,9,9,2,8,2,1,--,--,--,--,8,6,3,5,3,--,--,--,--,--,,,,,,,5,5,5,--,5,--,--,--,--,--,--,12,4,10,5,8,5,1,--,--,--,--,3,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Laidley State High School,Laidley,99,83,5,84,10,36,--,2,95%,100%,83,73,10,54,52,31,--,--,1,4,11,8,--,4,5,1,--,--,--,--,5,3,--,2,2,--,36,34,25,1,20,15,2,--,--,1,3,58,49,56,9,38,42,30,--,--,--,1,5,9,7,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Lighthouse Christian School,Norman Gardens,5,5,--,2,--,4,--,0,100%,100%,5,2,--,--,2,--,--,--,--,--,,,,,,,,,,,,,,,,,4,4,1,--,--,1,--,--,--,--,--,1,1,1,--,--,1,--,--,--,--,--,0,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Livingstone Christian College,Ormeau,28,21,--,19,5,18,--,0,93%,86%,21,14,3,--,8,9,1,--,1,--,7,5,2,--,2,3,--,--,--,--,,,,,,,18,14,11,2,--,6,6,--,--,1,--,10,7,8,3,--,4,6,1,--,--,--,3,3,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Lockyer District State High School,Gatton,151,129,1,128,13,78,--,4,95%,89%,129,113,13,98,48,7,--,--,1,3,21,15,--,13,5,2,--,--,--,--,,,,,,,78,74,63,5,56,22,4,--,--,1,2,72,55,65,8,55,31,5,--,--,--,1,8,19,26,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan City Special School,Logan Central,6,--,6,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loganlea State High School,Loganlea,116,84,--,114,20,22,--,2,98%,96%,84,84,13,82,78,22,--,--,2,--,32,30,7,30,13,2,--,--,--,1,,,,,,,22,19,22,2,22,18,5,--,--,--,1,94,65,92,18,90,73,19,--,--,2,--,3,2,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Longreach State High School,Longreach,29,26,--,28,5,12,--,0,100%,100%,26,25,4,24,11,--,--,--,--,--,3,3,1,3,1,--,--,--,--,--,,,,,,,12,12,11,1,11,2,--,--,--,--,--,17,14,17,4,16,10,--,--,--,--,--,5,3,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Loreto College Coorparoo,Coorparoo,134,133,--,22,3,115,--,1,99%,96%,133,22,3,1,3,18,--,--,--,6,,,,,,,,,,,,,,,,,115,115,12,1,--,1,10,--,--,--,2,19,18,10,2,1,2,8,--,--,--,4,25,38,34,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Lourdes Hill College,Hawthorne,168,162,--,59,20,148,--,1,98%,99%,162,56,18,1,42,11,--,--,3,1,6,3,2,--,2,--,--,--,--,2,,,,,,,148,145,45,10,1,37,8,--,--,3,2,20,17,14,10,--,7,3,--,--,--,1,25,50,43,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowood State High School,Lowood,99,68,--,74,9,49,--,2,91%,86%,68,52,9,40,48,6,--,--,--,2,31,22,--,16,19,1,--,--,--,--,,,,,,,49,36,26,2,11,23,3,--,--,--,1,50,32,48,7,45,44,4,--,--,--,1,5,9,16,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Mabel Park State High School,Slacks Creek,47,45,2,44,12,10,--,0,100%,100%,45,42,10,37,42,4,--,--,--,1,,,,,,,,,,,2,2,2,2,2,--,10,10,8,--,8,8,--,--,--,--,--,35,35,34,10,29,34,4,--,--,--,1,0,4,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MacGregor State High School,Macgregor,289,246,--,284,21,138,--,1,100%,97%,246,242,14,241,34,14,1,--,9,8,43,42,7,42,7,3,--,--,--,--,,,,,,,138,135,134,4,133,5,3,--,--,8,4,151,111,150,17,150,36,14,1,--,1,4,26,53,44,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay Christian College,North Mackay,82,66,3,35,8,38,--,5,90%,100%,66,27,8,20,8,1,--,--,--,--,13,7,--,7,--,--,--,--,--,--,3,1,--,1,--,--,38,36,7,2,4,2,--,--,--,--,--,41,30,27,6,23,6,1,--,--,--,--,11,4,13,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay District Special School,Mackay,5,--,5,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay North State High School,North Mackay,223,196,--,130,20,112,--,3,93%,96%,196,118,17,67,83,35,--,--,--,1,27,12,3,6,8,2,--,--,--,--,,,,,,,112,96,37,2,6,26,9,--,--,--,1,111,100,93,18,67,65,28,--,--,--,--,18,37,32,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay State High School,Mackay,92,74,1,84,14,41,--,3,95%,78%,74,71,12,55,64,3,--,--,1,--,17,12,2,7,4,--,--,--,--,--,1,1,--,1,--,--,41,38,37,4,32,32,--,--,--,1,--,50,36,46,10,30,36,3,--,--,--,--,2,7,11,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackenzie State Primary and Special School,Mackenzie,4,--,4,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malanda State High School,Malanda,40,36,4,38,8,23,--,0,98%,100%,36,35,8,34,27,5,--,--,--,--,,,,,,,,,,,4,3,--,3,2,--,23,23,22,3,22,14,1,--,--,--,--,13,13,13,5,12,13,4,--,--,--,--,5,4,11,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Maleny State High School,Maleny,111,84,--,103,19,55,--,3,97%,92%,84,79,13,76,44,16,--,--,3,--,27,24,6,20,9,2,--,--,--,--,,,,,,,55,52,51,9,49,23,6,--,--,2,--,56,32,52,10,47,30,12,--,--,1,--,9,19,20,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mansfield State High School,Mansfield,296,275,--,113,13,244,--,1,98%,97%,275,98,9,39,68,6,--,--,21,6,21,15,4,12,5,--,--,--,--,--,,,,,,,244,237,63,6,11,56,5,--,--,21,4,52,38,50,7,40,17,1,--,--,--,2,60,73,72,37,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Mareeba State High School,Mareeba,121,91,4,92,43,58,--,7,89%,95%,91,75,34,61,39,12,--,--,2,2,26,17,9,15,4,--,--,--,--,--,,,,,,,58,55,40,14,36,20,6,--,--,2,2,59,36,52,29,40,23,6,--,--,--,--,8,18,17,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Marist College Ashgrove,Ashgrove,221,212,--,48,10,184,--,0,98%,97%,212,44,8,23,37,4,--,--,8,2,9,4,2,3,3,--,--,--,--,1,,,,,,,184,179,11,--,3,8,2,--,--,8,--,37,33,37,10,23,32,2,--,--,--,3,45,62,53,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Marist College Emerald,Emerald,78,62,--,57,19,38,--,2,96%,85%,62,44,14,11,17,30,--,--,--,--,16,13,5,5,2,2,--,--,--,--,,,,,,,38,36,20,2,4,13,11,--,--,--,--,40,26,37,17,12,6,21,--,--,--,--,4,7,10,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Maroochydore State High School,Maroochydore,189,165,1,180,29,108,--,3,98%,91%,165,160,27,146,98,34,2,--,3,1,23,19,2,17,6,2,--,--,--,--,1,1,--,1,--,--,108,107,103,14,96,53,14,2,--,2,--,80,58,76,15,67,51,22,--,--,1,1,17,29,42,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,
