School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Calvary Christian College,Mount Louisa,45,38,2,15,2,25,--,2,91%,94%,38,12,1,--,11,1,--,--,--,1,5,2,--,--,2,--,--,--,--,--,2,1,1,--,--,--,25,24,5,1,--,4,1,--,--,--,1,18,14,9,--,--,9,--,--,--,--,--,4,6,10,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannon Hill Anglican College,Cannon Hill,132,124,--,8,4,125,--,1,96%,95%,124,5,3,--,4,1,--,--,2,--,8,3,1,--,1,1,--,--,--,--,,,,,,,125,121,2,--,--,1,1,--,--,2,--,7,3,6,4,--,4,1,--,--,--,--,45,47,28,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Canterbury College,Waterford,140,138,--,92,8,97,--,0,99%,99%,138,91,8,76,29,44,--,12,34,14,2,1,--,1,--,--,--,--,--,--,,,,,,,97,95,49,3,40,4,13,--,2,32,2,43,43,43,5,37,25,31,--,10,2,12,22,28,30,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Capalaba State College,Capalaba,56,54,2,55,17,14,--,0,98%,100%,54,54,17,15,54,10,--,--,1,--,,,,,,,,,,,2,1,--,--,1,--,14,14,14,--,1,14,--,--,--,1,--,40,40,40,17,14,40,10,--,--,--,--,2,3,8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Capella State High School,Capella,23,22,1,23,2,8,--,0,100%,90%,22,22,2,22,22,--,--,--,1,--,,,,,,,,,,,1,1,--,--,1,--,8,8,8,--,8,8,--,--,--,1,--,14,14,14,2,14,14,--,--,--,--,--,1,3,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Capricornia (Emerald Campus) School of Distance Education,Emerald,51,9,2,21,6,--,--,29,41%,--,9,9,1,6,8,1,--,--,--,--,40,11,4,2,7,--,--,--,--,--,2,1,1,--,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carinity Education - Glendyne,Nikenbah,15,5,--,14,3,--,--,1,93%,--,5,5,2,5,5,1,--,--,--,--,10,9,1,9,4,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carinity Education - Southside,Sunnybank,11,10,--,10,1,--,--,0,100%,100%,10,9,1,6,9,1,--,--,--,--,1,1,--,1,1,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmel College,Thornlands,178,171,--,85,15,102,--,0,99%,97%,171,79,13,19,39,59,--,--,--,2,7,6,2,2,--,2,--,--,--,--,,,,,,,102,101,14,2,--,5,10,--,--,--,1,76,70,71,13,21,34,51,--,--,--,1,13,35,39,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cavendish Road State High School,Holland Park,244,242,2,142,14,135,--,0,100%,96%,242,140,14,5,131,44,--,--,47,--,,,,,,,,,,,2,2,--,2,--,--,135,135,36,4,--,28,9,--,--,46,--,107,107,104,10,5,103,35,--,--,1,--,27,48,44,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenary Heights State High School,Toowoomba,225,219,--,148,45,107,--,0,100%,94%,219,142,45,108,123,27,--,--,7,3,6,6,--,5,6,--,--,--,--,--,,,,,,,107,107,35,12,14,23,7,--,--,6,--,118,112,113,33,99,106,20,--,--,1,3,16,33,30,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenary State High School,Jindalee,217,213,4,205,19,124,--,0,100%,98%,213,202,19,53,199,65,--,21,7,21,,,,,,,,,,,4,3,--,3,--,--,124,124,114,7,7,113,16,--,13,7,13,89,89,88,12,46,86,49,--,8,--,8,22,36,40,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Queensland Christian College,Berserker,6,3,1,--,--,4,--,1,50%,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancellor State College,Sippy Downs,224,219,5,166,34,102,--,0,99%,98%,219,163,34,63,94,111,1,--,29,--,,,,,,,,,,,5,3,--,2,2,--,102,102,49,13,28,15,15,--,--,26,--,117,117,114,21,35,79,96,1,--,3,--,18,40,40,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chanel College,Gladstone,82,81,--,34,5,62,--,0,100%,95%,81,33,5,12,14,15,--,--,1,--,1,1,--,1,--,--,--,--,--,--,,,,,,,62,62,16,1,2,5,10,--,--,1,--,20,19,18,4,11,9,5,--,--,--,--,11,19,19,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleville State High School,Charleville,31,30,1,31,8,8,--,0,100%,89%,30,30,7,28,16,3,--,--,--,--,,,,,,,,,,,1,1,1,1,--,--,8,8,8,1,8,2,1,--,--,--,--,22,22,22,6,20,14,2,--,--,--,--,1,0,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Towers School of Distance Education,Charters Towers,20,14,1,16,--,4,--,3,80%,100%,14,14,--,9,11,2,--,1,--,1,5,2,--,--,2,--,--,--,--,--,,,,,,,4,4,4,--,4,2,1,--,--,--,--,15,10,12,--,5,11,1,--,1,--,1,1,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Towers State High School,Charters Towers,57,51,6,52,--,12,--,0,96%,100%,51,48,--,--,48,1,--,--,--,20,,,,,,,,,,,6,4,--,--,4,--,12,12,10,--,--,10,--,--,--,--,3,39,39,38,--,--,38,1,--,--,--,17,1,1,8,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinchilla State High School,Chinchilla,99,95,3,95,9,47,--,0,100%,83%,95,91,9,78,58,1,1,--,--,--,1,1,--,--,1,--,--,--,--,--,3,3,--,3,--,--,47,47,43,2,31,20,--,1,--,--,--,49,48,49,7,47,39,1,--,--,--,--,7,8,14,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Chisholm Catholic College,Cornubia,127,111,--,116,24,66,--,1,98%,91%,111,103,22,73,45,50,--,--,3,--,16,13,2,9,4,5,--,--,--,--,,,,,,,66,60,56,4,47,12,18,--,--,3,--,61,51,60,20,35,37,37,--,--,--,--,8,15,19,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Outreach College Toowoomba,Toowoomba,43,38,--,18,12,32,--,2,91%,96%,38,17,11,--,1,5,--,8,6,8,5,1,1,--,--,--,--,--,--,--,,,,,,,32,30,10,7,--,1,4,--,3,6,3,11,8,8,5,--,--,1,--,5,--,5,6,8,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Citipointe Christian College,Carindale,114,111,--,37,12,103,--,1,97%,98%,111,37,12,1,9,15,--,20,7,23,,,,,,,,,,,,,,,,,103,101,27,6,1,6,10,--,13,7,15,11,10,10,6,--,3,5,--,7,--,8,27,32,23,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Clairvaux MacKillop College,Upper Mount Gravatt,215,197,6,98,9,124,--,8,93%,97%,197,94,9,11,42,73,--,13,4,14,12,3,--,--,1,2,--,--,--,--,6,1,--,--,1,--,124,123,26,--,--,7,14,--,8,4,8,85,74,71,9,11,36,61,--,5,--,6,22,38,42,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Claremont Special School,Ipswich,9,--,9,6,6,--,--,0,67%,--,,,,,,,,,,,,,,,,,,,,,9,6,6,6,4,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayfield College,Clayfield,75,75,--,26,1,52,--,0,100%,97%,75,26,1,1,7,12,6,13,--,13,,,,,,,,,,,,,,,,,52,52,3,1,--,1,1,--,2,--,2,23,23,23,--,1,6,11,6,11,--,11,22,18,10,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Clermont State High School,Clermont,28,27,1,23,5,14,--,0,96%,88%,27,23,5,12,12,--,--,--,--,--,,,,,,,,,,,,,,,,,14,14,10,2,6,4,--,--,--,--,--,13,13,13,3,6,8,--,--,--,--,--,0,6,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland District State High School,Cleveland,259,255,--,106,39,161,--,1,99%,95%,255,105,38,7,52,33,11,10,10,10,4,1,1,--,--,--,--,--,--,--,,,,,,,161,158,33,11,3,14,8,4,5,10,5,98,97,73,28,4,38,25,7,5,--,5,21,45,49,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifford Park Special School,Toowoomba,14,--,14,6,--,--,--,0,43%,--,,,,,,,,,,,,,,,,,,,,,14,6,--,4,2,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifton State High School,Clifton,37,37,--,37,9,14,--,0,100%,100%,37,37,9,32,34,11,--,--,--,--,,,,,,,,,,,,,,,,,14,14,14,1,14,14,2,--,--,--,--,23,23,23,8,18,20,9,--,--,--,--,2,8,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloncurry State School,Cloncurry,14,13,1,13,6,3,--,0,100%,100%,13,12,6,--,12,2,--,--,--,--,,,,,,,,,,,1,1,--,--,1,--,3,3,2,1,--,2,1,--,--,--,--,10,10,10,5,--,10,1,--,--,--,--,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Clontarf Beach State High School,Clontarf,118,115,3,107,26,18,--,0,99%,83%,115,105,25,90,38,35,--,10,--,10,,,,,,,,,,,3,2,1,2,--,--,18,18,17,1,17,1,3,--,5,--,5,97,97,88,24,73,37,32,--,5,--,5,2,5,8,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Collinsville State High School,Collinsville,13,12,1,12,6,2,--,0,100%,100%,12,11,6,5,11,1,--,--,--,--,,,,,,,,,,,1,1,--,1,--,--,2,2,2,--,2,2,--,--,--,--,--,10,10,9,6,3,9,1,--,--,--,--,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Columba Catholic College (Mount Carmel Campus),Charters Towers,50,49,--,25,4,22,--,0,100%,100%,49,24,4,--,21,2,--,1,--,2,1,1,--,--,1,--,--,--,--,1,,,,,,,22,22,5,--,--,5,--,--,--,--,--,28,27,20,4,--,17,2,--,1,--,3,2,8,7,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concordia Lutheran College,Toowoomba,73,67,--,42,14,55,--,1,97%,100%,67,38,14,14,27,8,--,--,3,1,6,4,--,4,1,--,--,--,--,--,,,,,,,55,54,25,11,10,14,7,--,--,3,--,18,13,17,3,8,14,1,--,--,--,1,17,15,15,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooktown State School,Cooktown,16,15,1,16,2,3,--,0,100%,100%,15,15,1,6,15,6,--,--,--,--,,,,,,,,,,,1,1,1,--,1,--,3,3,3,--,--,3,--,--,--,--,--,12,12,12,1,6,12,6,--,--,--,--,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooloola Christian College,Gympie,15,14,--,9,7,11,--,0,100%,100%,14,8,6,--,4,2,--,--,--,--,1,1,1,--,--,--,--,--,--,--,,,,,,,11,11,5,5,--,1,2,--,--,--,--,4,3,4,2,--,3,--,--,--,--,--,2,6,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coolum Beach Christian College,Yandina Creek,10,9,--,3,2,10,--,0,90%,80%,9,3,2,--,1,1,--,--,1,--,,,,,,,,,,,,,,,,,10,9,3,2,--,1,1,--,--,1,--,,,,,,,,,,,,2,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Coolum State High School,Coolum Beach,115,107,1,86,25,63,--,0,100%,90%,107,78,23,42,42,32,8,--,1,--,7,7,1,3,5,1,--,--,--,--,1,1,1,--,1,--,63,62,37,10,15,9,12,4,--,--,--,51,45,48,14,30,38,21,4,--,1,--,7,16,19,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Coombabah State High School,Coombabah,178,178,--,131,34,47,--,0,100%,96%,178,131,34,67,96,50,1,--,15,2,,,,,,,,,,,,,,,,,47,47,13,3,5,6,2,--,--,15,--,131,131,118,31,62,90,48,1,--,--,2,5,10,23,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coomera Anglican College,Coomera,95,90,1,27,7,81,--,0,97%,97%,90,25,6,7,10,14,--,2,--,2,4,2,1,1,2,--,--,--,--,--,,,,,,,81,78,21,5,6,9,11,--,2,--,2,13,12,6,2,2,3,3,--,--,--,--,19,25,28,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Coorparoo Secondary College,Coorparoo,62,61,--,54,14,20,--,0,100%,100%,61,53,13,38,17,13,1,--,--,--,1,1,1,1,--,--,--,--,--,--,,,,,,,20,20,16,2,16,1,3,--,--,--,--,42,41,38,12,23,16,10,1,--,--,--,1,3,9,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Corinda State High School,Corinda,309,305,4,308,21,144,--,0,100%,96%,305,305,19,188,305,78,13,--,4,21,,,,,,,,,,,4,3,2,3,2,2,144,144,144,--,32,144,6,--,--,4,1,161,161,161,19,156,161,72,13,--,--,20,20,50,42,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Craigslea State High School,Chermside West,152,144,3,63,14,86,--,2,95%,99%,144,63,14,32,34,14,--,--,4,--,,,,,,,,,,,,,,,,,86,83,13,1,12,1,1,--,--,4,--,63,61,50,13,20,33,13,--,--,--,--,13,35,20,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cunnamulla State School,Cunnamulla,12,12,--,12,5,--,--,0,100%,57%,12,12,5,10,11,4,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currimundi Special School,Currimundi,20,--,19,5,--,--,--,1,25%,--,,,,,,,,,,,,,,,,,,,,,19,5,--,2,4,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currumbin Community Special School,Currumbin Waters,9,--,9,5,--,--,--,0,56%,--,,,,,,,,,,,,,,,,,,,,,9,5,--,5,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakabin State High School,Dakabin,127,126,--,123,11,28,--,0,100%,92%,126,122,11,119,73,38,1,--,1,--,1,1,--,1,--,--,--,--,--,--,,,,,,,28,27,26,--,24,6,5,--,--,1,--,99,99,97,11,96,67,33,1,--,--,--,2,6,7,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalby Christian College,Dalby,22,20,1,14,5,14,--,0,91%,100%,20,14,5,--,14,3,--,--,--,1,,,,,,,,,,,,,,,,,14,13,8,2,--,8,1,--,--,--,--,7,7,6,3,--,6,2,--,--,--,1,2,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalby State High School,Dalby,135,125,1,84,21,39,--,6,95%,97%,125,81,19,37,67,5,--,--,2,2,9,3,2,2,1,--,--,--,--,--,,,,,,,39,39,11,2,6,7,1,--,--,2,1,95,86,73,19,33,61,4,--,--,--,1,6,11,12,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Downs Christian School,Toowoomba,23,19,1,6,3,13,--,2,91%,100%,19,4,2,--,2,2,--,--,--,2,3,1,--,--,1,--,--,--,--,--,1,1,1,--,--,--,13,12,3,2,--,1,2,--,--,--,1,9,7,2,--,--,2,--,--,--,--,1,3,3,4,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Point Special School,Manly,7,--,7,2,--,--,--,0,29%,--,,,,,,,,,,,,,,,,,,,,,7,2,--,2,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Bay Flexible Learning Centre,Deception Bay,33,6,6,24,4,--,--,6,73%,100%,6,6,2,3,2,3,--,--,--,--,21,15,2,10,4,1,--,--,--,1,6,3,--,2,2,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Bay State High School,Deception Bay,130,128,2,128,11,19,--,0,99%,97%,128,127,11,90,105,79,--,--,--,1,,,,,,,,,,,2,1,--,1,--,--,19,19,18,1,17,3,8,--,--,--,--,109,109,109,10,73,102,71,--,--,--,1,0,7,4,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Djarragun College,Gordonvale,17,6,--,12,--,--,--,5,71%,--,6,6,--,--,6,--,--,--,--,--,11,6,--,1,6,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downlands College,Toowoomba,139,133,--,44,22,112,--,0,99%,92%,133,40,21,21,17,16,--,--,3,--,6,4,1,3,3,1,--,--,--,--,,,,,,,112,110,19,9,4,3,10,--,--,3,--,27,23,25,13,20,17,7,--,--,--,--,14,34,38,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysart State High School,Dysart,19,17,1,18,2,3,--,0,95%,100%,17,17,2,15,17,--,--,--,--,--,1,1,--,--,1,--,--,--,--,--,,,,,,,3,3,3,--,3,3,--,--,--,--,--,15,14,15,2,12,15,--,--,--,--,--,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagleby Learning College,Eagleby,154,28,--,106,19,--,--,46,70%,65%,28,26,4,12,19,17,--,--,--,--,126,80,15,61,17,9,--,1,--,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnshaw State College,Banyo,40,38,2,39,3,14,--,0,100%,100%,38,37,2,25,26,2,--,2,2,2,,,,,,,,,,,2,2,1,2,2,--,14,14,13,--,12,5,--,--,1,2,1,24,24,24,2,13,21,2,--,1,--,1,1,6,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Elanora State High School,Elanora,127,122,2,85,34,70,--,2,98%,92%,122,83,34,21,53,29,--,3,40,15,3,1,--,1,--,--,--,--,--,--,2,1,--,1,--,--,70,70,42,18,8,26,14,--,--,40,3,55,52,42,16,14,27,15,--,3,--,12,11,16,18,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald Christian College,Emerald,7,6,--,4,4,2,--,0,100%,100%,6,3,3,--,1,--,--,--,--,--,1,1,1,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,5,4,4,4,--,1,--,--,--,--,--,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald State High School,Emerald,99,96,--,94,14,36,--,0,100%,96%,96,91,14,53,91,3,--,--,1,--,3,3,--,2,1,2,--,--,--,1,,,,,,,36,36,31,2,18,31,2,--,--,1,--,63,60,63,12,37,61,3,--,--,--,1,4,7,10,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmanuel College  Carrara,Carrara,139,138,--,57,18,108,--,0,99%,100%,138,57,18,1,12,29,--,24,25,24,,,,,,,,,,,,,,,,,108,107,28,7,--,8,16,--,4,25,4,31,31,29,11,1,4,13,--,20,--,20,32,40,28,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmaus College,Jimboomba,98,86,--,56,16,50,--,4,92%,98%,86,52,14,7,30,31,--,--,3,1,12,4,2,--,2,1,--,--,--,--,,,,,,,50,44,14,5,--,7,6,--,--,3,--,48,42,42,11,7,25,26,--,--,--,1,11,11,16,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmaus College (Rockhampton),North Rockhampton,217,184,1,70,9,134,--,18,87%,94%,184,65,5,5,23,44,--,--,--,--,32,5,4,--,3,1,--,--,--,--,,,,,,,134,123,27,2,--,6,21,--,--,--,--,82,61,43,7,5,20,24,--,--,--,--,21,22,47,34,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Everton Park State High School,Everton Park,41,38,3,30,9,12,--,0,98%,93%,38,28,9,3,27,7,1,--,1,--,,,,,,,,,,,3,2,--,--,2,--,12,12,4,1,--,4,1,--,--,1,--,26,26,24,8,3,23,6,1,--,--,--,2,3,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairholme College,Toowoomba,113,112,--,51,36,93,--,0,100%,97%,112,50,35,2,8,45,1,--,11,2,1,1,1,--,--,--,--,--,--,--,,,,,,,93,93,33,21,2,4,28,1,--,10,1,20,19,18,15,--,4,17,--,--,1,1,28,29,29,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Christian School of Distance Education,Karawatha,20,5,--,5,1,3,--,12,40%,83%,5,2,--,--,--,1,1,--,1,--,15,3,1,--,--,2,--,--,2,--,,,,,,,3,3,--,--,--,--,--,--,--,1,--,17,2,5,1,--,--,3,1,--,2,--,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran College,Plainland,113,106,3,85,26,66,--,1,97%,85%,106,81,25,31,52,40,--,--,1,1,4,2,1,1,2,1,--,--,--,--,3,2,--,--,2,1,66,64,41,10,15,25,17,--,--,1,--,44,42,42,16,17,29,24,--,--,--,1,5,18,20,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran College - Redlands,Victoria Point,72,69,--,23,2,48,--,1,97%,93%,69,22,2,--,13,12,1,1,1,1,3,1,--,--,1,--,--,--,--,--,,,,,,,48,46,6,--,--,3,3,--,--,1,--,24,23,17,2,--,11,9,1,1,--,1,3,18,11,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferny Grove State High School,Ferny Grove,249,246,3,124,61,151,--,0,99%,98%,246,124,61,18,38,68,--,--,3,6,,,,,,,,,,,,,,,,,151,151,55,34,5,7,38,--,--,3,2,95,95,69,27,13,31,30,--,--,--,4,40,48,46,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Flagstone State Community College,Flagstone,144,138,6,123,18,36,--,0,98%,100%,138,120,18,106,111,29,--,--,2,--,,,,,,,,,,,6,3,--,2,2,1,36,36,18,--,14,11,2,--,--,2,--,102,102,102,18,92,100,27,--,--,--,--,1,5,8,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Lake State High School,Forest Lake,241,240,1,163,27,80,--,0,100%,92%,240,162,27,33,105,45,--,40,8,42,,,,,,,,,,,1,1,--,1,1,--,80,80,26,10,7,7,9,--,5,8,5,160,160,136,17,26,98,36,--,35,--,37,14,19,28,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraser Coast Anglican College,Hervey Bay,53,50,--,12,6,44,--,1,98%,97%,50,10,5,--,4,3,--,--,1,--,3,2,1,--,2,--,--,--,--,--,,,,,,,44,44,4,2,--,--,2,--,--,1,--,9,6,8,4,--,6,1,--,--,--,--,8,14,15,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Freshwater Christian College,Brinsmead,29,21,1,14,3,17,--,1,83%,80%,21,11,2,--,5,7,--,--,--,2,7,3,1,1,1,1,--,--,--,--,,,,,,,17,13,5,--,1,3,2,--,--,--,--,11,8,9,3,--,3,6,--,--,--,2,2,8,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Genesis Christian College,Bray Park,88,88,--,27,5,69,--,0,100%,99%,88,27,5,--,22,11,--,--,--,--,,,,,,,,,,,,,,,,,69,69,10,2,--,7,3,--,--,--,--,19,19,17,3,--,15,8,--,--,--,--,17,22,26,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilroy Santa Maria College,Ingham,43,43,--,33,5,25,--,0,100%,100%,43,33,5,14,15,19,--,8,--,15,,,,,,,,,,,,,,,,,25,25,15,2,3,3,7,--,6,--,9,18,18,18,3,11,12,12,--,2,--,6,5,7,11,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gin Gin State High School,Gin Gin,61,57,1,59,11,22,--,1,98%,100%,57,56,10,53,35,1,--,--,--,--,3,2,--,--,2,--,--,--,--,--,1,1,1,--,1,--,22,22,21,1,21,1,--,--,--,--,--,38,35,37,9,32,36,1,--,--,--,--,4,12,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gladstone State High School,Gladstone,245,238,7,151,27,74,--,0,98%,95%,238,150,27,76,144,8,--,--,--,--,,,,,,,,,,,7,1,--,--,1,--,74,74,9,4,2,5,2,--,--,--,--,164,164,141,23,74,139,6,--,--,--,--,12,31,20,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glasshouse Christian College,Beerwah,76,69,--,17,8,60,--,2,95%,94%,69,14,7,1,4,6,1,5,8,5,7,3,1,1,1,--,--,--,--,--,,,,,,,60,58,6,3,1,1,2,1,4,8,4,16,11,11,5,1,4,4,--,1,--,1,7,13,22,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenala State High School,Inala Heights,115,115,--,102,37,20,--,0,100%,94%,115,102,37,51,94,26,--,--,--,1,,,,,,,,,,,,,,,,,20,20,10,1,6,8,1,--,--,--,--,95,95,92,36,45,86,25,--,--,--,1,1,1,10,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenden State School,Glenden,9,9,--,9,7,2,--,0,100%,67%,9,9,7,9,7,2,--,--,1,--,,,,,,,,,,,,,,,,,2,2,2,--,2,1,--,--,--,1,--,7,7,7,7,7,6,2,--,--,--,--,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenmore State High School,North Rockhampton,82,79,2,59,8,30,--,0,98%,95%,79,58,8,21,43,14,--,--,4,--,1,1,--,1,--,--,--,--,--,--,,,,,,,30,29,18,--,10,9,2,--,--,3,--,50,50,41,8,12,34,12,--,--,1,--,4,6,14,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
