School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Anglican Church Grammar School,East Brisbane,229,229,--,29,2,198,--,0,100%,99%,229,29,2,--,1,3,--,28,1,28,,,,,,,,,,,,,,,,,198,198,1,--,--,1,--,--,--,1,--,31,31,28,2,--,--,3,--,28,--,28,96,68,27,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Annandale Christian College,Annandale,35,35,--,8,2,26,--,0,100%,95%,35,8,2,1,5,3,--,--,--,--,,,,,,,,,,,,,,,,,26,26,1,1,--,--,--,--,--,--,--,9,9,7,1,1,5,3,--,--,--,--,7,7,3,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquinas College,Southport,196,179,--,110,21,122,--,11,92%,94%,179,108,19,34,48,20,--,40,35,45,17,2,2,--,1,--,--,--,1,--,,,,,,,122,118,55,5,20,25,7,--,18,32,19,74,61,55,16,14,24,13,--,22,4,26,13,28,49,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcadia College,Varsity Lakes,39,8,--,30,15,--,--,9,77%,--,8,8,5,3,6,7,--,--,1,--,31,22,10,2,14,1,--,--,--,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arethusa College - Deception Bay,Deception Bay,44,2,--,25,6,--,--,19,57%,--,2,2,2,--,2,--,--,--,--,--,42,23,4,5,16,3,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspley Special School,Aspley,25,--,25,17,--,--,--,0,68%,--,,,,,,,,,,,,,,,,,,,,,25,17,--,17,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspley State High School,Aspley,102,97,3,61,23,46,--,0,99%,100%,97,57,19,19,51,24,--,1,--,2,2,2,2,1,2,--,--,--,--,--,3,2,2,--,--,--,46,46,7,4,--,3,4,--,--,--,--,53,51,52,17,20,50,20,--,1,--,2,8,13,15,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Assisi Catholic College,Upper Coomera,119,112,1,55,11,74,--,3,97%,100%,112,51,9,3,23,39,3,--,33,4,6,3,1,3,--,--,--,--,--,--,1,1,1,--,--,1,74,74,21,5,--,8,14,2,--,33,--,44,38,33,5,6,15,25,1,--,--,4,10,26,29,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Assumption College,Warwick,79,77,1,35,21,39,--,0,100%,97%,77,33,20,2,7,18,--,--,1,--,1,1,1,--,--,1,--,--,--,--,1,1,--,--,1,--,39,39,8,6,--,1,5,--,--,1,--,39,38,26,15,2,6,14,--,--,--,--,7,17,10,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Atherton State High School,Atherton,116,112,2,93,38,48,--,0,98%,100%,112,91,37,8,69,33,--,--,--,1,2,2,1,--,2,--,--,--,--,--,,,,,,,48,47,28,12,2,16,9,--,--,--,--,66,65,65,26,6,55,24,--,--,--,1,12,16,16,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Christian College - Moreton,Caboolture,89,78,2,60,15,34,--,3,91%,94%,78,57,13,20,21,29,1,8,4,9,9,3,2,1,1,2,--,--,--,1,,,,,,,34,31,16,1,15,4,1,--,--,2,--,53,47,44,14,6,18,30,1,8,2,10,3,5,11,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Industry Trade College,Robina,192,190,--,192,142,--,--,0,100%,100%,190,190,140,175,190,37,1,1,--,1,2,2,2,--,2,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian International Islamic College,Durack,18,11,--,1,--,17,--,1,61%,93%,11,1,--,--,--,1,--,--,--,--,,,,,,,,,,,,,,,,,17,11,1,--,--,--,1,--,--,--,--,,,,,,,,,,,,1,3,4,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Technology and Agricultural College,North Maclean,8,5,--,7,1,--,--,1,88%,--,5,5,1,2,4,1,--,--,--,--,3,2,--,1,2,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Trade College North Brisbane,Scarborough,72,61,--,72,38,--,--,0,100%,100%,61,61,29,31,61,9,--,--,--,1,11,11,9,1,7,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aviation High School,Clayfield,68,67,--,31,13,44,--,1,99%,95%,67,31,13,3,17,16,2,--,1,1,,,,,,,,,,,,,,,,,44,44,10,3,2,--,6,2,--,1,--,24,23,21,10,1,17,10,--,--,--,1,6,13,18,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayr State High School,Ayr,80,78,1,53,9,30,--,0,99%,90%,78,52,9,10,47,2,--,--,--,--,1,1,--,1,--,--,--,--,--,--,,,,,,,30,30,9,3,--,6,--,--,--,--,--,49,48,44,6,11,41,2,--,--,--,--,3,11,8,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Babinda State School,Babinda,26,23,3,18,3,9,--,0,96%,100%,23,16,2,--,15,9,--,--,--,--,,,,,,,,,,,3,2,1,1,--,--,9,9,4,--,--,4,--,--,--,--,--,14,14,12,2,--,11,9,--,--,--,--,3,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Balmoral State High School,Morningside,82,82,--,82,24,39,--,0,100%,94%,82,82,24,77,77,13,1,--,--,--,,,,,,,,,,,,,,,,,39,39,39,4,37,35,4,--,--,--,--,43,43,43,20,40,42,9,1,--,--,--,6,8,16,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Barcaldine Prep-12 State School,Barcaldine,24,22,2,21,8,7,--,0,92%,100%,22,21,8,3,21,2,--,--,1,1,,,,,,,,,,,,,,,,,7,7,7,2,1,7,1,--,--,--,--,15,15,14,6,2,14,1,--,--,1,1,0,3,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaudesert State High School,Beaudesert,231,224,1,229,30,114,--,1,100%,94%,224,223,29,218,90,35,--,1,2,1,6,5,1,5,2,--,--,--,--,--,1,1,--,1,1,--,114,112,113,8,112,23,15,--,--,2,--,116,112,115,22,111,69,20,--,1,--,1,11,28,34,33,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Beenleigh Special School,Mount Warren Park,5,--,5,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beenleigh State High School,Beenleigh,137,137,--,86,23,43,--,0,100%,100%,137,86,23,13,73,22,--,--,4,1,,,,,,,,,,,,,,,,,43,43,9,1,1,7,1,--,--,4,--,94,94,77,22,12,66,21,--,--,--,1,2,9,12,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Beerwah State High School,Beerwah,160,154,3,152,23,44,--,2,99%,85%,154,148,20,123,84,44,5,1,4,2,3,1,1,1,--,--,--,--,--,--,3,3,2,3,1,--,44,44,40,5,40,4,4,1,--,2,--,113,110,109,16,84,80,40,4,1,2,2,7,13,15,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Benowa State High School,Benowa,317,312,--,263,55,66,--,3,99%,97%,312,261,55,201,151,55,5,30,15,36,5,2,--,1,1,--,--,--,--,--,,,,,,,66,66,29,1,5,23,2,1,1,10,2,251,246,234,54,197,129,53,4,29,5,34,15,28,20,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bentley Park College,Edmonton,137,133,4,93,14,38,--,0,97%,100%,133,93,14,58,60,24,9,--,1,--,,,,,,,,,,,,,,,,,38,38,13,4,2,8,3,3,--,1,--,95,95,80,10,56,52,21,6,--,--,--,4,11,12,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Biloela State High School,Biloela,91,91,--,56,13,43,--,0,100%,97%,91,56,13,29,49,6,--,--,4,--,,,,,,,,,,,,,,,,,43,43,11,3,2,8,2,--,--,4,--,48,48,45,10,27,41,4,--,--,--,--,9,12,12,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackall Range Independent School,Kureelpa,4,4,--,4,1,--,--,0,100%,100%,4,4,1,--,3,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackall State School,Blackall,7,6,1,7,--,1,--,0,100%,100%,6,6,--,2,6,--,--,--,--,--,,,,,,,,,,,1,1,--,--,1,--,1,1,1,--,--,1,--,--,--,--,--,5,5,5,--,2,5,--,--,--,--,--,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackheath and Thornburgh College,Charters Towers,38,36,--,25,6,20,--,1,97%,78%,36,24,6,1,22,13,--,--,--,1,2,1,--,--,1,--,--,--,--,--,,,,,,,20,20,8,1,1,6,4,--,--,--,--,18,16,17,5,--,17,9,--,--,--,1,1,6,5,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackwater State High School,Blackwater,46,44,2,44,4,13,--,0,96%,100%,44,44,4,27,44,--,--,--,--,--,,,,,,,,,,,,,,,,,13,13,13,--,10,13,--,--,--,--,--,31,31,31,4,17,31,--,--,--,--,--,0,2,8,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Boonah State High School,Boonah,107,105,2,71,22,49,--,0,100%,92%,105,69,20,21,54,5,--,--,4,--,,,,,,,,,,,2,2,2,--,1,--,49,49,21,5,7,11,3,--,--,4,--,56,56,48,15,14,43,2,--,--,--,--,6,17,14,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowen State High School,Bowen,83,78,5,56,8,32,--,0,95%,94%,78,55,8,5,39,19,--,--,--,3,,,,,,,,,,,5,1,--,--,1,--,32,32,15,1,--,12,4,--,--,--,--,46,46,40,7,5,27,15,--,--,--,3,8,14,7,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracken Ridge State High School,Bracken Ridge,66,63,--,64,13,33,--,0,100%,96%,63,61,13,55,31,12,--,--,4,--,3,3,--,2,2,--,--,--,--,--,,,,,,,33,33,31,2,30,9,1,--,--,4,--,33,30,33,11,27,24,11,--,--,--,--,6,9,13,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bray Park State High School,Bray Park,119,117,2,119,13,46,--,0,100%,92%,117,117,13,117,60,43,1,1,1,7,,,,,,,,,,,2,2,--,2,2,--,46,46,46,5,46,2,4,--,--,1,4,71,71,71,8,71,58,39,1,1,--,3,5,11,21,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bremer State High School,Ipswich,239,239,--,235,34,56,--,0,100%,83%,239,235,34,128,231,34,1,--,4,2,,,,,,,,,,,,,,,,,56,56,53,7,9,50,7,--,--,4,--,183,183,182,27,119,181,27,1,--,--,2,7,15,14,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Bribie Island State High School,Bribie Island,132,130,--,85,21,58,--,1,99%,100%,130,84,21,19,59,35,--,1,2,1,2,1,--,1,--,--,--,--,--,--,,,,,,,58,58,23,3,5,11,12,--,1,2,1,74,72,62,18,15,48,23,--,--,--,--,11,10,18,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Brigidine College,Indooroopilly,138,137,--,90,4,107,--,0,99%,99%,137,90,4,1,8,86,--,1,4,1,,,,,,,,,,,,,,,,,107,106,59,1,1,--,58,--,--,4,--,31,31,31,3,--,8,28,--,1,--,1,20,44,31,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Adventist College,Wishart,32,28,--,7,2,26,--,2,88%,85%,28,7,2,--,4,1,1,--,--,--,,,,,,,,,,,,,,,,,26,24,4,2,--,2,--,--,--,--,--,6,4,3,--,--,2,1,1,--,--,--,5,5,8,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Bayside State College,Wynnum West,135,134,1,123,31,38,--,0,100%,88%,134,122,31,50,83,72,2,8,2,11,,,,,,,,,,,1,1,--,1,--,--,38,38,29,6,--,15,14,--,3,2,4,96,96,93,25,50,68,58,2,5,--,7,4,11,16,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Boys' College,Toowong,214,188,1,55,4,139,--,10,93%,98%,188,45,4,2,24,10,--,19,16,19,25,10,--,--,8,1,--,2,--,3,,,,,,,139,134,20,1,--,6,2,--,12,16,12,74,54,35,3,2,26,9,--,9,--,10,60,55,23,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Christian College,Salisbury,49,49,--,22,9,31,--,0,100%,80%,49,22,9,1,13,5,1,3,3,3,,,,,,,,,,,,,,,,,31,31,6,1,--,3,1,1,--,3,--,18,18,16,8,1,10,4,--,3,--,3,8,3,13,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Girls Grammar School,Brisbane,242,242,--,3,1,242,--,0,100%,100%,242,3,1,--,1,--,--,1,1,1,,,,,,,,,,,,,,,,,242,242,3,1,--,1,--,--,1,1,1,,,,,,,,,,,,111,75,48,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Grammar School,Brisbane,248,242,--,3,--,246,--,2,98%,100%,242,3,--,--,2,2,--,--,--,--,,,,,,,,,,,,,,,,,246,242,3,--,--,2,2,--,--,--,--,,,,,,,,,,,,147,63,28,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane School of Distance Education,Coorparoo,232,204,23,128,14,83,--,3,92%,94%,204,118,13,47,76,31,5,6,11,7,5,2,--,1,--,1,--,--,--,--,23,8,1,4,5,--,83,83,19,3,7,9,4,--,--,8,--,126,121,101,10,41,67,28,5,6,3,7,27,24,23,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane State High School,South Brisbane,508,508,--,452,4,411,--,0,100%,99%,508,452,4,19,418,41,16,46,71,47,,,,,,,,,,,,,,,,,411,411,364,--,3,359,9,5,21,71,21,97,97,88,4,16,59,32,11,25,--,26,228,110,53,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns Plains State High School,Browns Plains,162,158,1,69,9,70,--,3,98%,97%,158,68,9,7,15,52,--,--,7,--,,,,,,,,,,,1,1,--,1,--,1,70,70,21,1,--,2,19,--,--,7,--,91,88,47,8,7,13,33,--,--,--,--,9,17,25,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundaberg Christian College,Bundaberg,63,50,1,29,4,34,--,2,89%,93%,50,23,4,2,15,10,--,--,6,--,12,6,--,--,5,--,1,--,--,--,,,,,,,34,30,5,1,1,1,3,--,--,6,--,28,20,24,3,1,19,7,1,--,--,--,5,9,14,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundaberg North State High School,Bundaberg North,92,89,3,53,6,31,--,0,100%,94%,89,50,3,--,47,6,--,--,--,--,,,,,,,,,,,3,3,3,--,3,--,31,31,4,--,--,3,1,--,--,--,--,58,58,46,3,--,44,5,--,--,--,--,7,7,13,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundaberg Special School,Bundaberg,11,--,11,7,--,--,--,0,64%,--,,,,,,,,,,,,,,,,,,,,,11,7,--,7,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundaberg State High School,Bundaberg,202,194,4,202,22,68,--,0,100%,98%,194,194,21,191,121,25,--,--,1,--,4,4,--,4,1,--,--,--,--,--,4,4,1,4,1,--,68,68,68,6,67,11,5,--,--,1,--,130,126,130,15,128,111,20,--,--,--,--,11,20,19,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundamba State Secondary College,Bundamba,103,101,--,80,16,29,--,0,100%,95%,101,78,16,24,47,25,1,--,--,--,2,2,--,2,1,--,--,--,--,--,,,,,,,29,27,13,2,8,6,2,--,--,--,--,74,74,67,14,18,42,23,1,--,--,--,2,4,9,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Burdekin Catholic High School,Ayr,76,73,1,36,4,48,--,0,100%,94%,73,33,3,8,17,14,--,--,1,--,2,2,1,--,2,--,--,--,--,--,1,1,--,--,1,--,48,48,13,1,--,5,7,--,--,1,--,27,25,22,3,8,14,7,--,--,--,--,8,15,15,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Burnett State College,Gayndah,48,45,3,41,5,22,--,0,98%,100%,45,39,5,33,30,6,--,--,--,--,,,,,,,,,,,3,2,--,--,2,--,22,22,16,1,12,7,1,--,--,--,--,23,23,23,4,21,23,5,--,--,--,--,5,3,9,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Burnett Youth Learning Centre,Elliott,5,--,5,2,1,--,--,0,40%,--,,,,,,,,,,,,,,,,,,,,,5,2,1,1,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burnside State High School,Nambour,109,106,3,109,14,54,--,0,100%,100%,106,106,13,86,47,13,--,2,5,2,,,,,,,,,,,3,3,1,1,2,--,54,54,54,3,47,14,4,--,1,2,1,52,52,52,10,39,33,9,--,1,3,1,9,20,13,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwgcolman Community School,Palm Island,3,3,--,3,2,--,--,0,100%,--,3,3,2,--,3,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caboolture Special School,Morayfield,17,--,17,1,1,--,--,0,6%,--,,,,,,,,,,,,,,,,,,,,,17,1,1,--,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caboolture State High School,Caboolture,172,156,7,144,17,48,--,4,98%,96%,156,132,13,38,124,89,--,5,--,8,9,5,1,3,3,--,--,--,--,--,7,7,3,7,4,--,48,48,27,--,1,25,19,--,2,--,2,117,108,110,14,40,102,70,--,3,--,6,6,15,19,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cairns School of Distance Education,Cairns,83,51,2,50,10,5,--,18,75%,91%,51,39,9,10,14,17,2,10,1,16,30,11,1,1,7,2,--,1,--,1,,,,,,,5,4,2,--,2,--,--,--,1,--,1,76,47,48,10,9,21,19,2,10,1,16,1,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cairns State High School,Cairns,249,239,--,103,18,148,17,6,97%,97%,239,103,18,27,89,22,--,1,1,5,,,,,,,,,,,,,,,,,148,146,34,5,2,24,7,--,--,1,3,76,76,69,13,25,65,15,--,1,--,2,13,35,43,47,10,17,15,--,--,--,--,--,--,--,--,--,8,2,--,--,--,--,--,--,--,--,--,0,2,5,10
Cairns State Special School,Woree,1,--,1,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calamvale Community College,Calamvale,157,157,--,138,29,54,--,0,100%,94%,157,138,29,17,106,47,1,35,6,40,,,,,,,,,,,,,,,,,54,54,38,4,2,25,6,--,13,6,15,103,103,100,25,15,81,41,1,22,--,25,9,10,18,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Calamvale Special School,Calamvale,14,--,14,1,1,--,--,0,7%,--,,,,,,,,,,,,,,,,,,,,,14,1,1,1,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calen District State College,Calen,18,18,--,17,1,5,--,0,100%,100%,18,17,1,16,16,--,--,--,--,--,,,,,,,,,,,,,,,,,5,5,5,--,5,5,--,--,--,--,--,13,13,12,1,11,11,--,--,--,--,--,0,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Caloundra Christian College,Caloundra,23,19,--,8,2,18,--,2,91%,100%,19,6,1,1,4,2,--,--,--,--,4,2,1,1,--,--,--,--,--,--,,,,,,,18,17,5,2,--,2,2,--,--,--,--,5,2,3,--,2,2,--,--,--,--,--,1,4,4,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Caloundra City Private School,Pelican Waters,26,26,--,18,--,25,--,0,100%,100%,26,18,--,--,1,15,1,14,2,14,,,,,,,,,,,,,,,,,25,25,17,--,--,1,14,1,13,2,13,1,1,1,--,--,--,1,--,1,--,1,5,7,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Caloundra State High School,Caloundra,171,168,3,170,32,71,--,0,100%,97%,168,167,29,77,167,34,14,--,3,--,,,,,,,,,,,3,3,3,1,--,--,71,71,70,5,15,70,9,4,--,3,--,97,97,97,24,62,97,25,10,--,--,--,8,19,22,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,
