School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Calvary Christian College (Carbrook),Carbrook,61,53,--,18,13,52,--,1,90%,92%,53,16,12,1,2,9,--,--,3,--,8,2,1,1,--,--,--,--,1,--,,,,,,,52,47,11,7,1,2,6,--,--,3,--,9,6,7,6,1,--,3,--,--,1,--,8,13,20,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvary Christian College (Mount Louisa),Mount Louisa,66,61,2,21,3,33,--,2,94%,100%,61,20,3,3,15,1,--,--,--,--,,,,,,,,,,,2,1,--,--,1,--,33,32,7,1,1,5,1,--,--,--,--,31,29,13,2,2,10,--,--,--,--,--,3,13,12,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannon Hill Anglican College,Cannon Hill,148,144,--,32,8,137,--,0,98%,99%,144,31,8,1,4,26,--,--,12,--,4,1,--,--,1,1,--,--,--,--,,,,,,,137,134,22,6,1,2,18,--,--,12,--,11,10,10,2,--,3,9,--,--,--,--,47,48,30,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Canterbury College,Waterford,124,123,--,85,6,80,--,0,100%,100%,123,84,6,63,19,45,--,21,24,22,1,1,--,--,--,1,--,--,--,--,,,,,,,80,80,45,3,31,6,19,--,5,22,5,44,43,40,3,32,13,27,--,16,2,17,16,33,21,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Capalaba State College,Capalaba,67,67,--,67,20,26,--,0,100%,100%,67,67,20,2,65,13,--,--,--,3,,,,,,,,,,,,,,,,,26,26,26,3,--,26,2,--,--,--,1,41,41,41,17,2,39,11,--,--,--,2,2,4,9,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Capella State High School,Capella,15,15,--,15,--,8,--,0,100%,100%,15,15,--,15,14,--,--,--,--,--,,,,,,,,,,,,,,,,,8,8,8,--,8,7,--,--,--,--,--,7,7,7,--,7,7,--,--,--,--,--,1,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Capricornia (Emerald Campus) School of Distance Education,Emerald,81,12,--,32,6,--,--,48,41%,--,12,11,1,6,10,3,--,1,--,1,69,21,5,8,13,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carinity Education - Glendyne,Nikenbah,13,6,--,12,1,--,--,1,92%,--,6,6,--,5,6,1,--,--,--,--,7,6,1,5,5,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carinity Education - Southside,Sunnybank,10,9,--,10,6,--,--,0,100%,100%,9,9,6,7,9,--,--,--,--,--,1,1,--,1,1,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmel College,Thornlands,184,179,1,89,11,121,--,0,99%,99%,179,85,10,22,33,70,1,--,--,1,4,3,--,1,1,1,--,--,--,--,1,1,1,--,--,--,121,120,31,2,2,7,25,--,--,--,--,62,59,57,8,21,27,46,1,--,--,1,17,52,39,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cavendish Road State High School,Holland Park,237,234,3,125,21,154,--,0,100%,97%,234,122,18,17,102,48,1,1,43,1,,,,,,,,,,,3,3,3,2,3,--,154,154,43,6,2,29,12,--,--,43,--,80,80,79,12,15,73,36,1,1,--,1,43,44,46,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenary Heights State High School,Toowoomba,275,268,1,168,69,147,--,1,99%,98%,268,164,69,135,144,37,--,--,14,3,6,3,--,1,3,--,--,--,--,--,1,1,--,1,--,--,147,145,43,7,32,29,3,--,--,14,--,127,123,124,62,104,118,34,--,--,--,3,37,48,43,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenary State High School,Jindalee,244,242,2,241,22,150,--,0,100%,99%,242,240,21,48,240,72,23,31,7,33,,,,,,,,,,,2,1,1,--,1,--,150,150,148,2,11,148,25,11,15,6,15,92,92,92,19,37,92,47,12,16,1,18,19,43,48,35,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Queensland Christian College,Berserker,2,2,--,--,--,2,--,0,100%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancellor State College,Sippy Downs,259,253,5,194,42,109,--,1,98%,97%,253,192,42,104,101,126,--,--,36,--,,,,,,,,,,,5,2,--,2,--,--,109,109,56,11,42,15,12,--,--,26,--,145,144,136,31,62,86,114,--,--,10,--,23,42,35,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chanel College,Gladstone,87,78,2,51,3,66,--,3,92%,95%,78,49,3,22,8,36,--,--,3,--,7,1,--,1,1,--,--,--,--,--,2,1,--,1,1,--,66,63,34,--,10,3,25,--,--,3,--,19,15,16,3,13,6,11,--,--,--,--,16,19,13,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleville State High School,Charleville,46,42,4,38,12,23,--,0,93%,100%,42,37,12,33,15,5,1,--,1,--,,,,,,,,,,,4,1,--,1,--,--,23,23,20,4,19,3,4,1,--,1,--,19,19,17,8,14,12,1,--,--,--,--,2,7,3,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Towers School of Distance Education,Charters Towers,31,22,1,20,3,6,--,5,81%,100%,22,17,2,9,10,5,2,--,--,1,8,2,1,1,2,--,--,--,--,--,1,1,--,--,1,--,6,5,1,--,--,1,1,--,--,--,1,24,17,18,3,10,11,4,2,--,--,--,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Towers State High School,Charters Towers,49,49,--,49,8,7,--,0,100%,100%,49,49,8,2,48,--,--,--,--,12,,,,,,,,,,,,,,,,,7,7,7,--,1,6,--,--,--,--,3,42,42,42,8,1,42,--,--,--,--,9,0,1,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinchilla State High School,Chinchilla,94,88,3,85,12,46,--,2,97%,97%,88,82,12,63,59,2,--,--,--,--,3,1,--,1,1,--,--,--,--,--,3,2,--,2,1,--,46,46,40,5,21,23,1,--,--,--,--,45,42,43,7,43,37,1,--,--,--,--,13,8,18,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chisholm Catholic College,Cornubia,164,152,--,126,27,85,--,2,97%,98%,152,119,25,40,72,66,1,--,2,1,12,7,2,3,6,1,--,--,--,--,,,,,,,85,81,50,4,19,17,25,1,--,1,--,79,71,76,23,24,61,42,--,--,1,1,8,25,36,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Outreach College Toowoomba,Toowoomba,38,37,--,19,10,29,--,1,97%,91%,37,19,10,--,1,6,--,11,5,12,1,--,--,--,--,--,--,--,--,1,,,,,,,29,29,13,5,--,--,3,--,9,5,10,9,8,6,5,--,1,3,--,2,--,3,5,10,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Citipointe Christian College,Carindale,125,119,1,53,9,108,--,1,97%,99%,119,51,8,--,11,27,--,40,3,42,5,1,--,1,--,--,--,1,1,3,1,1,1,1,1,--,108,104,37,5,1,2,15,--,28,4,30,16,15,15,3,--,9,12,--,13,--,15,32,39,26,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Clairvaux MacKillop College,Upper Mount Gravatt,209,195,3,121,9,116,--,6,95%,97%,195,117,8,13,30,85,17,12,--,12,11,4,1,--,2,2,--,--,--,1,,,,,,,116,115,38,2,--,2,22,10,4,--,4,90,80,83,7,13,30,65,7,8,--,9,18,40,45,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Claremont Special School,Ipswich,23,--,23,13,11,--,--,0,57%,--,,,,,,,,,,,,,,,,,,,,,23,13,11,11,5,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayfield College,Clayfield,64,64,--,17,2,53,--,0,100%,100%,64,17,2,--,3,5,1,11,1,11,,,,,,,,,,,,,,,,,53,53,6,--,--,--,1,--,5,--,5,11,11,11,2,--,3,4,1,6,1,6,13,17,19,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Clermont State High School,Clermont,29,26,3,26,9,9,--,0,100%,100%,26,23,7,7,18,5,--,--,--,--,,,,,,,,,,,3,3,2,--,1,--,9,9,6,2,2,3,2,--,--,--,--,17,17,17,5,5,15,3,--,--,--,--,0,3,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland District State High School,Cleveland,259,254,1,107,50,152,--,1,99%,93%,254,105,49,5,45,40,--,11,10,15,4,2,1,--,1,--,--,--,--,--,,,,,,,152,151,26,18,--,3,12,--,4,10,6,106,103,81,32,5,43,28,--,7,--,9,20,48,43,36,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifford Park Special School,Toowoomba,18,--,18,10,--,--,--,0,56%,--,,,,,,,,,,,,,,,,,,,,,18,10,--,3,7,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifton State High School,Clifton,43,41,2,42,6,20,--,0,100%,93%,41,40,6,38,39,13,--,--,2,--,,,,,,,,,,,2,2,--,2,2,--,20,20,19,--,17,19,--,--,--,2,--,21,21,21,6,21,20,13,--,--,--,--,1,3,5,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloncurry State School P - 12,Cloncurry,17,15,2,14,--,6,--,0,94%,100%,15,13,--,--,13,--,--,--,--,--,,,,,,,,,,,2,1,--,--,1,--,6,6,5,--,--,5,--,--,--,--,--,9,9,8,--,--,8,--,--,--,--,--,0,1,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Clontarf Beach State High School,Clontarf,136,133,3,133,29,46,--,0,99%,87%,133,131,27,116,58,41,1,12,4,14,,,,,,,,,,,3,2,2,1,--,--,46,46,45,6,43,4,7,--,8,2,9,87,87,86,21,73,54,34,1,4,2,5,3,11,12,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Collinsville State High School,Collinsville,13,13,--,13,3,2,--,0,100%,100%,13,13,3,6,11,2,--,--,1,--,,,,,,,,,,,,,,,,,2,2,2,1,1,2,1,--,--,1,--,11,11,11,2,5,9,1,--,--,--,--,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Columba Catholic College (Mount Carmel Campus),Charters Towers,43,37,1,32,4,13,--,0,100%,100%,37,26,3,1,26,1,--,--,--,--,5,5,--,--,5,--,--,--,--,--,1,1,1,--,1,--,13,13,2,1,--,2,--,--,--,--,--,29,24,29,2,1,29,1,--,--,--,--,3,5,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concordia Lutheran College,Toowoomba,61,57,--,22,5,54,--,0,98%,100%,57,19,4,15,10,3,--,--,1,--,4,3,1,3,1,--,--,--,--,--,,,,,,,54,52,15,2,12,6,3,--,--,1,--,7,5,7,3,6,5,--,--,--,--,--,7,18,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooktown State School,Cooktown,19,19,--,18,9,7,--,0,100%,100%,19,18,9,2,17,12,--,--,1,--,,,,,,,,,,,,,,,,,7,7,6,1,--,6,3,--,--,1,--,12,12,12,8,2,11,9,--,--,--,--,1,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooloola Christian College,Gympie,40,35,--,20,12,22,--,4,90%,94%,35,19,12,--,9,8,--,--,4,--,5,1,--,1,--,--,--,--,--,--,,,,,,,22,22,7,3,--,4,2,--,--,4,--,18,13,13,9,1,5,6,--,--,--,--,4,7,10,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coolum Beach Christian College,Yandina Creek,9,9,--,5,3,8,--,0,100%,100%,9,5,3,1,1,--,--,--,--,--,,,,,,,,,,,,,,,,,8,8,4,2,1,1,--,--,--,--,--,1,1,1,1,--,--,--,--,--,--,--,0,3,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coolum State High School,Coolum Beach,120,116,1,105,23,55,--,0,99%,100%,116,102,22,53,79,33,2,--,2,--,3,2,--,2,1,--,--,--,--,--,1,1,1,--,1,--,55,53,40,10,23,23,6,2,--,--,--,64,63,64,12,32,57,27,--,--,2,--,8,16,19,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coombabah State High School,Coombabah,184,180,3,139,27,65,--,0,99%,96%,180,137,26,68,80,53,1,--,13,1,1,1,--,--,1,1,--,--,--,--,3,1,1,1,--,--,65,65,33,4,18,13,5,1,--,13,--,116,115,105,22,50,68,49,--,--,--,1,6,12,18,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Coomera Anglican College,Coomera,93,89,--,30,7,77,--,0,98%,100%,89,28,6,20,23,4,--,1,1,1,4,2,1,1,1,1,--,--,--,--,,,,,,,77,75,17,4,11,13,3,--,1,1,1,16,14,13,3,10,11,2,--,--,--,--,27,13,32,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coorparoo Secondary College,Coorparoo,71,69,2,58,6,33,--,0,97%,94%,69,58,6,43,22,6,2,--,2,1,,,,,,,,,,,,,,,,,33,33,27,1,23,5,--,--,--,2,--,36,36,31,5,20,17,6,2,--,--,1,4,5,13,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Corinda State High School,Corinda,299,298,1,299,16,147,--,0,100%,99%,298,298,16,171,298,70,15,--,10,7,,,,,,,,,,,1,1,--,1,--,--,147,147,147,--,46,147,20,1,--,10,1,151,151,151,16,125,151,50,14,--,--,6,29,46,52,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Craigslea State High School,Chermside West,163,161,2,75,11,104,--,0,99%,96%,161,74,10,34,43,13,1,--,1,4,,,,,,,,,,,2,1,1,--,1,--,104,104,22,1,18,1,3,--,--,1,1,57,57,52,9,16,42,10,1,--,--,3,21,30,36,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cunnamulla State School,Cunnamulla,4,1,3,4,1,--,--,0,100%,--,1,1,--,--,1,--,--,--,--,--,,,,,,,,,,,3,3,1,--,3,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currimundi Special School,Currimundi,20,--,20,6,1,--,--,0,30%,--,,,,,,,,,,,,,,,,,,,,,20,6,1,--,5,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currumbin Community Special School,Currumbin Waters,4,--,4,1,--,--,--,0,25%,--,,,,,,,,,,,,,,,,,,,,,4,1,--,1,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakabin State High School,Dakabin,112,110,--,103,19,31,--,1,99%,98%,110,102,19,67,47,36,--,--,--,--,2,1,--,--,1,--,--,--,--,--,,,,,,,31,31,26,1,24,4,2,--,--,--,--,81,79,77,18,43,44,34,--,--,--,--,3,9,10,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalby Christian College,Dalby,18,18,--,17,4,13,--,0,100%,100%,18,17,4,1,17,2,--,--,--,--,,,,,,,,,,,,,,,,,13,13,12,1,--,12,1,--,--,--,--,5,5,5,3,1,5,1,--,--,--,--,4,3,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalby State High School,Dalby,175,166,5,109,21,60,--,3,95%,98%,166,108,21,61,78,7,--,--,3,--,4,1,--,1,--,--,--,--,--,--,,,,,,,60,60,23,--,13,11,3,--,--,3,--,110,106,86,21,49,67,4,--,--,--,--,12,18,14,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Downs Christian School,Toowoomba,10,6,1,3,1,4,--,2,80%,100%,6,1,--,--,1,--,--,--,1,--,3,1,1,--,--,--,--,--,--,--,1,1,--,--,1,--,4,4,--,--,--,--,--,--,--,1,--,5,2,2,1,--,1,--,--,--,--,--,1,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Point Special School,Manly,15,--,15,6,--,--,--,0,40%,--,,,,,,,,,,,,,,,,,,,,,15,6,--,6,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Bay Flexible Learning Centre,Deception Bay,34,6,5,23,4,--,--,10,68%,--,6,6,4,3,3,4,--,--,--,--,23,13,--,7,6,2,--,--,--,--,5,4,--,2,3,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Bay State High School,Deception Bay,151,149,2,151,17,21,--,0,100%,100%,149,149,16,136,126,98,--,1,1,1,,,,,,,,,,,2,2,1,2,1,--,21,21,21,1,21,7,10,--,--,1,--,128,128,128,15,115,119,88,--,1,--,1,2,7,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Discovery Christian College,Agnes Water,14,7,--,10,2,7,--,2,86%,75%,7,5,--,--,5,--,--,--,--,--,7,5,2,--,4,--,--,--,--,--,,,,,,,7,6,5,--,--,5,--,--,--,--,--,7,1,5,2,--,4,--,--,--,--,--,1,3,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Djarragun College,Gordonvale,21,2,--,18,--,--,--,3,86%,--,2,2,--,1,2,--,--,--,--,--,19,16,--,7,16,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downlands College,Toowoomba,136,133,1,38,14,103,--,0,99%,99%,133,36,14,24,18,6,--,--,8,--,2,1,--,1,--,--,--,--,--,--,1,1,--,1,--,--,103,102,10,6,2,1,3,--,--,8,--,32,31,27,8,23,17,3,--,--,--,--,22,42,31,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysart State High School,Dysart,27,25,2,27,4,12,--,0,100%,100%,25,25,4,23,25,1,--,--,1,--,,,,,,,,,,,2,2,--,2,2,--,12,12,12,1,12,12,--,--,--,1,--,13,13,13,3,11,13,1,--,--,--,--,1,2,8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagleby Learning College,Eagleby,174,53,--,154,24,1,--,20,89%,100%,53,53,13,42,32,28,--,--,1,2,121,101,11,92,29,3,--,--,--,2,,,,,,,1,1,1,--,--,--,1,--,--,--,--,173,52,153,24,134,61,30,--,--,1,4,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnshaw State College,Banyo,43,37,6,42,9,15,--,0,100%,95%,37,36,3,31,28,--,--,1,9,2,,,,,,,,,,,6,6,6,2,4,--,15,15,15,--,14,7,--,--,1,1,2,22,22,21,3,17,21,--,--,--,8,--,3,4,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eidsvold State School,Eidsvold,6,6,--,3,1,1,--,0,100%,100%,6,3,1,--,2,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,1,--,2,1,--,--,--,--,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Elanora State High School,Elanora,112,111,--,90,31,53,--,1,99%,100%,111,90,31,10,71,35,2,--,21,3,,,,,,,,,,,,,,,,,53,53,39,11,1,36,11,1,--,20,--,59,58,51,20,9,35,24,1,--,1,3,6,15,14,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald Christian College,Emerald,8,5,--,2,1,4,--,2,63%,100%,5,2,1,1,--,--,--,--,--,--,,,,,,,,,,,,,,,,,4,3,1,--,1,--,--,--,--,--,--,4,2,1,1,--,--,--,--,--,--,--,0,0,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald State High School,Emerald,113,112,1,106,19,35,--,0,99%,90%,112,106,19,73,102,17,--,--,--,--,,,,,,,,,,,,,,,,,35,35,29,2,22,27,2,--,--,--,--,77,77,77,17,51,75,15,--,--,--,--,9,5,17,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmanuel College  Carrara,Carrara,134,132,--,28,13,114,--,2,99%,96%,132,28,13,1,7,12,2,10,26,11,,,,,,,,,,,,,,,,,114,114,13,8,1,3,7,1,1,26,2,20,18,15,5,--,4,5,1,9,--,9,38,41,22,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmaus College,Jimboomba,121,118,--,82,27,69,--,0,99%,91%,118,80,26,32,34,52,1,1,1,2,3,2,1,1,1,--,--,--,--,--,,,,,,,69,68,34,9,16,9,21,1,1,1,1,52,50,48,18,17,26,31,--,--,--,1,6,19,18,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmaus College (Rockhampton),North Rockhampton,217,183,--,70,5,121,--,20,89%,91%,183,60,4,3,28,37,--,--,3,--,34,10,1,3,6,--,--,--,--,--,,,,,,,121,117,17,1,--,5,12,--,--,3,--,96,66,53,4,6,29,25,--,--,--,--,16,29,35,33,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Everton Park State High School,Everton Park,32,31,1,24,7,14,--,0,97%,93%,31,24,7,13,14,4,--,--,--,--,,,,,,,,,,,,,,,,,14,14,7,4,5,--,2,--,--,--,--,17,17,17,3,8,14,2,--,--,--,--,1,5,5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairholme College,Toowoomba,106,105,--,46,12,85,--,1,99%,98%,105,46,12,1,21,38,5,9,12,12,,,,,,,,,,,,,,,,,85,85,28,8,--,10,22,2,3,10,3,21,20,18,4,1,11,16,3,6,2,9,26,32,23,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Baptist Christian School (Gladstone),Burua,1,--,--,1,--,--,--,0,100%,--,,,,,,,,,,,1,1,--,--,1,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Christian School of Distance Education,Karawatha,27,15,--,15,6,4,--,8,70%,100%,15,11,4,2,4,8,2,--,5,1,12,4,2,--,2,2,--,--,--,--,,,,,,,,,,,,,,,,,,23,11,15,6,2,6,10,2,--,5,1,2,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran College,Plainland,108,98,1,86,21,49,--,1,97%,90%,98,79,20,43,53,46,--,1,1,2,9,6,--,5,2,1,--,--,--,--,1,1,1,--,--,1,49,45,30,5,12,20,10,--,--,1,--,58,53,55,15,36,35,37,--,1,--,2,4,10,16,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran College - Redlands,Thornlands,74,72,--,33,5,46,--,1,99%,91%,72,32,5,1,14,22,1,--,--,1,2,1,--,--,1,--,--,--,--,--,,,,,,,46,46,13,3,--,3,10,--,--,--,--,28,26,20,2,1,12,12,1,--,--,1,6,16,14,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferny Grove State High School,Ferny Grove,271,266,4,167,69,160,--,1,99%,98%,266,166,68,8,76,95,4,--,5,2,,,,,,,,,,,4,1,1,--,--,--,160,160,74,33,--,28,47,1,--,4,1,107,106,92,35,8,48,48,3,--,1,1,30,49,58,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Flagstone State Community College,Flagstone,135,129,3,117,35,34,--,0,99%,94%,129,113,34,81,109,40,1,--,2,--,3,3,1,1,2,--,--,--,--,--,3,1,--,1,--,--,34,34,18,3,10,16,5,--,--,2,--,98,95,98,32,72,95,35,1,--,--,--,1,9,10,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Lake State High School,Forest Lake,209,203,5,131,23,83,--,1,99%,98%,203,127,19,44,92,19,--,13,3,17,,,,,,,,,,,5,4,4,2,4,--,83,83,19,3,15,7,4,--,--,3,--,121,120,108,16,29,85,15,--,13,--,17,19,25,25,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraser Coast Anglican College,Hervey Bay,60,56,--,9,2,55,--,3,93%,98%,56,9,2,--,6,2,--,--,4,--,,,,,,,,,,,,,,,,,55,54,8,2,--,5,2,--,--,4,--,5,2,1,--,--,1,--,--,--,--,--,21,15,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Freshwater Christian College,Brinsmead,34,30,--,12,2,26,--,1,91%,96%,30,11,1,1,4,8,--,--,--,--,4,1,1,--,--,--,--,--,--,--,,,,,,,26,24,5,1,1,3,2,--,--,--,--,8,6,7,1,--,1,6,--,--,--,--,5,9,4,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Genesis Christian College,Bray Park,101,100,--,38,15,76,--,1,99%,100%,100,38,15,2,24,22,--,--,--,1,,,,,,,,,,,,,,,,,76,76,16,8,--,7,10,--,--,--,--,25,24,22,7,2,17,12,--,--,--,1,15,18,28,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilroy Santa Maria College,Ingham,50,50,--,41,15,29,--,0,100%,100%,50,41,15,19,16,24,--,11,--,14,,,,,,,,,,,,,,,,,29,29,20,9,5,5,9,--,7,--,9,21,21,21,6,14,11,15,--,4,--,5,3,9,13,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gin Gin State High School,Gin Gin,84,81,3,81,9,28,--,0,98%,95%,81,80,8,76,61,--,--,--,1,--,,,,,,,,,,,3,1,1,1,1,--,28,28,27,--,25,9,--,--,--,1,--,53,53,53,8,51,52,--,--,--,--,--,4,7,11,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Girl Academy,Wangetti Beach,3,1,2,2,--,--,--,0,67%,--,1,1,--,--,1,1,--,--,--,--,,,,,,,,,,,2,1,--,--,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gladstone State High School,Gladstone,224,223,1,161,17,57,--,0,100%,98%,223,161,17,72,136,19,--,--,3,1,,,,,,,,,,,,,,,,,57,57,9,2,1,2,7,--,--,3,--,166,166,152,15,71,134,12,--,--,--,1,15,17,15,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
