School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Carmel College,Thornlands,148,142,--,90,15,104,--,1,98%,90%,142,87,14,21,72,8,--,--,--,13,6,3,1,--,2,--,--,--,--,--,,,,,,,104,102,50,4,2,49,4,--,--,--,7,44,40,40,11,19,25,4,--,--,--,6,13,34,26,28,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Cavendish Road State High School,Holland Park,198,142,--,131,29,130,--,3,93%,96%,142,89,21,35,66,10,1,--,23,12,56,42,8,28,28,2,--,--,1,3,,,,,,,130,111,66,7,9,51,5,--,--,24,9,68,31,65,22,54,43,7,1,--,--,6,18,33,30,36,13,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenary Heights State High School,Toowoomba,166,102,4,53,39,87,--,28,76%,94%,102,29,21,3,18,9,--,--,7,2,60,22,18,5,6,--,--,--,5,1,4,2,--,2,--,--,87,76,11,7,2,8,4,--,--,8,3,75,26,40,32,6,16,5,--,--,4,--,18,27,23,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenary State High School,Jindalee,186,152,--,82,11,143,--,6,90%,96%,152,67,7,38,50,4,--,--,5,11,34,15,4,10,2,2,1,--,--,2,,,,,,,143,124,50,1,23,32,2,1,--,5,10,43,28,32,10,25,20,4,--,--,--,3,19,38,44,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancellor State College,Sippy Downs,129,104,--,96,29,87,--,2,98%,95%,104,77,25,17,56,27,--,--,9,9,25,19,4,16,4,1,--,--,--,--,,,,,,,87,79,61,14,10,44,18,--,--,8,8,42,25,35,15,23,16,10,--,--,1,1,15,28,20,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Chanel College,Gladstone,72,63,--,70,9,58,--,0,99%,96%,63,62,4,59,27,2,--,--,--,--,9,8,5,7,2,--,--,--,--,--,,,,,,,58,54,56,1,53,23,--,--,--,--,--,14,9,14,8,13,6,2,--,--,--,--,12,16,16,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleville State High School,Charleville,39,32,--,39,19,12,--,0,100%,92%,32,32,16,32,26,10,--,--,--,--,7,7,3,6,4,2,--,--,--,--,,,,,,,12,10,12,8,12,8,1,--,--,--,--,27,22,27,11,26,22,11,--,--,--,--,0,3,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Towers School of Distance Education,Charters Towers,3,1,--,2,--,--,--,1,67%,--,1,1,--,--,1,1,--,--,--,--,2,1,--,1,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Towers State High School,Charters Towers,53,25,--,36,11,22,--,3,89%,100%,25,14,3,7,8,2,--,--,4,1,28,22,8,14,6,--,--,--,--,1,,,,,,,22,16,13,4,6,8,2,--,--,4,1,31,9,23,7,15,6,--,--,--,--,1,2,4,6,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinchilla State High School,Chinchilla,72,49,1,52,24,37,--,4,92%,95%,49,35,15,15,22,4,--,--,3,3,22,16,9,13,4,--,--,--,--,1,1,1,--,1,1,--,37,31,21,8,5,11,3,--,--,1,1,34,18,30,16,23,15,1,--,--,2,3,2,6,16,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Chisholm Catholic College,Cornubia,87,74,--,38,12,70,--,5,91%,92%,74,33,8,10,21,7,--,--,1,8,13,5,4,--,1,--,--,--,--,1,,,,,,,70,65,28,5,10,19,3,--,--,1,8,17,9,10,7,--,3,4,--,--,--,1,5,12,20,28,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Outreach College Toowoomba,Toowoomba,50,41,1,26,7,42,--,2,88%,91%,41,23,6,4,18,6,--,--,2,1,8,2,1,--,2,--,--,--,--,1,1,1,--,1,--,--,42,38,21,6,4,16,6,--,--,2,2,7,3,4,1,--,4,--,--,--,--,--,11,15,8,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Citipointe Christian College,Carindale,116,99,--,65,14,98,--,1,94%,98%,99,55,13,14,43,7,4,--,1,6,17,10,1,3,10,--,1,--,--,3,,,,,,,98,87,48,4,11,37,4,4,--,1,6,18,12,17,10,6,16,3,1,--,--,3,15,30,31,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Clairvaux MacKillop College,Upper Mount Gravatt,211,184,--,101,24,135,--,9,94%,89%,184,87,20,53,56,15,--,--,2,20,27,14,4,8,6,1,1,--,--,3,,,,,,,135,131,37,2,18,18,7,--,--,2,14,76,53,64,22,43,44,9,1,--,--,9,14,34,41,38,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Claremont Special School,Ipswich,4,--,4,1,--,--,--,0,25%,--,,,,,,,,,,,,,,,,,,,,,4,1,--,1,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayfield College,Clayfield,78,72,--,28,1,74,--,1,95%,97%,72,26,1,1,26,4,--,--,--,4,6,2,--,--,2,1,--,--,--,--,,,,,,,74,71,25,1,1,25,3,--,--,--,4,4,1,3,--,--,3,2,--,--,--,--,19,21,20,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Clermont State High School,Clermont,27,6,--,24,16,6,--,1,93%,100%,6,5,2,--,5,--,--,--,--,--,21,19,14,6,11,--,--,--,--,--,,,,,,,6,4,4,1,--,4,--,--,--,--,--,21,2,20,15,6,12,--,--,--,--,--,0,2,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland District State High School,Cleveland,173,129,5,121,26,108,--,0,92%,91%,129,91,23,30,74,7,--,--,4,7,39,30,3,12,25,--,1,--,--,6,,,,,,,108,91,61,13,6,49,4,--,--,4,7,60,38,60,13,36,50,3,1,--,--,6,12,32,32,20,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifford Park Special School,Toowoomba,14,--,14,3,--,--,--,0,21%,--,,,,,,,,,,,,,,,,,,,,,14,3,--,3,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifton State High School,Clifton,35,22,--,33,13,16,--,2,94%,82%,22,22,8,19,11,7,2,--,--,1,13,11,5,9,3,2,--,--,--,--,,,,,,,16,13,16,6,13,4,5,1,--,--,1,19,9,17,7,15,10,4,1,--,--,--,2,5,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloncurry State School,Cloncurry,15,8,--,7,1,7,--,6,60%,100%,8,6,--,--,6,--,--,--,--,--,7,1,1,--,--,--,--,--,--,--,,,,,,,7,7,5,--,--,5,--,--,--,--,--,8,1,2,1,--,1,--,--,--,--,--,0,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Clontarf Beach State High School,Clontarf,139,96,--,90,25,66,--,18,85%,93%,96,68,18,1,61,17,--,--,--,11,43,22,7,--,20,1,--,--,--,2,,,,,,,66,61,43,11,1,40,9,--,--,--,5,73,35,47,14,--,41,9,--,--,--,8,7,14,17,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Collinsville State High School,Collinsville,21,9,1,16,9,8,--,1,86%,100%,9,7,3,--,6,--,--,--,--,--,11,9,6,--,9,--,--,--,--,--,,,,,,,8,6,5,2,--,4,--,--,--,--,--,12,3,11,7,--,11,--,--,--,--,--,0,0,3,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Columba Catholic College,Charters Towers,35,23,--,10,4,20,--,7,69%,100%,23,9,4,1,5,2,--,--,--,--,12,1,--,--,1,--,--,--,--,--,,,,,,,20,16,7,3,1,5,--,--,--,--,--,15,7,3,1,--,1,2,--,--,--,--,5,5,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Concordia Lutheran College,Toowoomba,85,72,--,48,16,63,--,0,98%,96%,72,37,14,25,21,5,--,--,5,2,13,11,2,9,4,1,--,--,--,2,,,,,,,63,57,27,6,17,12,2,--,--,5,3,22,15,21,10,17,13,4,--,--,--,1,13,17,18,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooktown State School,Cooktown,14,7,--,7,--,5,--,4,64%,100%,7,5,--,--,3,2,--,--,--,--,7,2,--,1,1,1,--,--,--,--,,,,,,,5,4,2,--,--,1,1,--,--,--,--,9,3,5,--,1,3,2,--,--,--,--,2,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooloola Christian College,Gympie,21,19,--,7,4,17,--,1,95%,100%,19,6,4,--,3,--,--,--,--,--,2,1,--,--,1,--,--,--,--,--,,,,,,,17,17,4,3,--,2,--,--,--,--,--,4,2,3,1,--,2,--,--,--,--,--,4,4,6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coolum State High School,Coolum Beach,106,79,1,49,13,68,--,8,88%,96%,79,35,11,15,26,3,1,--,1,6,26,14,2,11,8,--,--,--,--,1,,,,,,,68,58,24,7,9,18,2,1,--,1,3,37,21,25,6,17,16,1,--,--,--,4,13,14,18,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Coombabah State High School,Coombabah,134,93,1,108,26,55,--,1,95%,86%,93,74,18,56,67,13,1,--,1,10,40,34,8,30,21,4,--,--,--,8,,,,,,,55,46,31,6,13,26,6,--,--,1,7,78,47,77,20,73,62,11,1,--,--,11,3,14,16,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Coomera Anglican College,Coomera,61,55,--,5,3,51,--,3,92%,96%,55,4,2,--,1,3,--,--,5,1,6,1,1,--,--,--,--,--,--,1,,,,,,,51,49,3,1,--,1,2,--,--,5,1,10,6,2,2,--,--,1,--,--,--,1,10,16,16,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coorparoo Secondary College,Coorparoo,89,68,--,60,7,40,--,3,90%,91%,68,48,7,26,42,5,--,--,--,10,21,12,--,7,11,1,--,--,--,8,,,,,,,40,32,14,1,3,10,3,--,--,--,7,49,36,46,6,30,43,3,--,--,--,11,2,6,9,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Corinda State High School,Corinda,209,169,--,147,11,140,--,2,95%,92%,169,118,9,59,93,8,--,--,3,25,40,29,2,24,13,--,--,--,--,6,,,,,,,140,121,81,2,31,62,2,--,--,3,19,69,48,66,9,52,44,6,--,--,--,12,11,27,34,44,24,,,,,,,,,,,,,,,,,,,,,,,,,,
Craigslea State High School,Chermside West,125,79,--,63,14,78,--,6,82%,93%,79,39,7,20,23,2,1,--,--,9,46,24,7,21,4,--,--,--,--,6,,,,,,,78,58,22,3,6,14,--,--,--,--,7,47,21,41,11,35,13,2,1,--,--,8,13,19,22,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Cunnamulla State School,Cunnamulla,12,5,--,3,2,1,--,6,50%,100%,5,2,2,--,2,--,--,--,--,1,7,1,--,1,--,--,--,--,--,--,,,,,,,1,1,1,1,--,1,--,--,--,--,1,11,4,2,1,1,1,--,--,--,--,--,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Currimundi Special School,Currimundi,8,--,8,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currumbin Community Special School,Currumbin Waters,10,--,10,3,3,--,--,0,30%,--,,,,,,,,,,,,,,,,,,,,,10,3,3,--,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakabin State High School,Dakabin,158,132,--,124,23,76,--,2,97%,93%,132,103,20,101,54,20,--,--,--,7,26,21,3,21,5,--,--,--,--,--,,,,,,,76,71,44,6,42,20,9,--,--,--,4,82,61,80,17,80,39,11,--,--,--,3,11,22,25,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalby Christian College,Dalby,10,5,--,9,4,3,--,0,100%,67%,5,4,2,--,4,3,--,--,--,--,5,5,2,3,1,--,--,--,--,1,,,,,,,3,2,2,--,1,1,--,--,--,--,1,7,3,7,4,2,4,3,--,--,--,--,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalby State High School,Dalby,82,65,2,38,25,43,--,4,89%,96%,65,30,18,5,12,3,--,--,1,5,15,8,7,1,2,1,--,--,--,--,,,,,,,43,38,10,8,--,2,1,--,--,1,3,37,27,28,17,6,12,3,--,--,--,2,13,12,12,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Downs Christian School,Toowoomba,16,8,--,8,5,15,--,0,88%,60%,8,2,2,--,2,1,--,--,--,1,8,6,3,--,5,--,--,--,--,1,,,,,,,15,8,7,4,--,6,1,--,--,--,2,1,0,1,1,--,1,--,--,--,--,--,0,3,2,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Point Special School,Manly,11,--,9,7,1,--,--,1,64%,--,,,,,,,,,,,2,1,--,1,--,--,--,--,--,--,9,6,1,6,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Bay Flexible Learning Centre,Deception Bay,7,3,1,6,1,--,--,0,86%,--,3,3,--,3,3,--,--,--,--,--,3,3,1,2,1,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Bay State High School,Deception Bay,82,40,--,71,16,29,--,7,89%,82%,40,38,10,25,37,9,--,--,--,3,42,33,6,22,24,2,--,--,--,3,,,,,,,29,18,25,8,7,24,6,--,--,--,5,53,22,46,8,40,37,5,--,--,--,1,1,3,6,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Djarragun College,Gordonvale,68,2,--,37,18,--,--,31,54%,--,2,2,2,1,--,2,--,--,--,--,66,35,16,13,11,5,--,--,--,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downlands College,Toowoomba,156,132,--,76,28,129,--,4,94%,90%,132,61,19,45,25,--,--,--,--,2,24,15,9,9,4,--,--,--,--,--,,,,,,,129,118,54,10,36,23,--,--,--,--,2,27,14,22,18,18,6,--,--,--,--,--,26,27,45,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysart State High School,Dysart,15,13,--,14,4,3,--,1,93%,100%,13,13,4,13,11,7,--,--,--,--,2,1,--,1,--,--,--,--,--,--,,,,,,,3,3,3,1,3,1,--,--,--,--,--,12,10,11,3,11,10,7,--,--,--,--,0,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnshaw State College,Banyo,37,24,2,14,7,22,--,3,76%,94%,24,10,5,2,3,1,--,--,--,4,11,4,2,2,1,--,--,--,--,2,,,,,,,22,18,5,3,--,2,1,--,--,--,5,13,6,9,4,4,2,--,--,--,--,1,3,4,8,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Eidsvold State School,Eidsvold,3,2,--,2,1,1,--,0,100%,100%,2,1,--,--,1,--,--,--,--,--,1,1,1,--,1,--,--,--,--,--,,,,,,,,,,,,,,,,,,2,1,2,1,--,2,--,--,--,--,--,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Elanora State High School,Elanora,181,153,--,113,23,101,--,10,91%,87%,153,102,18,15,77,42,--,--,3,20,28,11,5,3,6,3,--,--,--,--,,,,,,,101,93,45,6,1,34,18,--,--,3,14,80,60,68,17,17,49,27,--,--,--,6,9,20,30,33,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald State High School,Emerald,91,67,2,72,21,29,--,3,95%,95%,67,53,14,19,46,1,--,--,--,--,22,19,7,12,12,--,--,--,--,--,,,,,,,29,29,18,5,1,15,1,--,--,--,--,60,38,54,16,30,43,--,--,--,--,--,5,9,8,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmanuel College  Carrara,Carrara,116,111,--,34,14,89,--,3,97%,98%,111,33,13,9,13,11,--,--,6,3,5,1,1,--,--,1,--,--,--,1,,,,,,,89,88,18,2,3,13,3,--,--,6,1,27,23,16,12,6,--,9,--,--,--,3,20,35,23,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmaus College (Rockhampton),North Rockhampton,183,149,--,53,24,117,--,12,88%,96%,149,41,13,--,32,1,--,--,1,6,34,12,11,--,4,1,--,--,--,2,,,,,,,117,106,26,1,--,26,--,--,--,1,4,66,43,27,23,--,10,2,--,--,--,4,22,26,29,33,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Everton Park State High School,Everton Park,38,26,--,30,7,17,--,4,87%,81%,26,23,6,21,13,4,--,--,--,2,12,7,1,6,3,--,--,--,--,--,,,,,,,17,16,15,5,15,7,3,--,--,--,--,21,10,15,2,12,9,1,--,--,--,2,3,5,3,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairholme College,Toowoomba,94,87,--,57,18,86,--,1,97%,97%,87,53,15,37,28,12,--,--,2,2,7,4,3,--,1,3,--,--,--,--,,,,,,,86,82,50,13,34,26,11,--,--,2,2,8,5,7,5,3,3,4,--,--,--,--,20,28,21,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran College,Plainland,21,16,--,3,3,20,--,1,76%,92%,16,3,3,--,2,2,--,--,--,--,5,--,--,--,--,--,--,--,--,1,,,,,,,20,16,3,3,--,2,2,--,--,--,1,,,,,,,,,,,,2,6,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran College - Redlands,Victoria Point,35,24,--,14,3,31,--,1,80%,93%,24,10,2,3,7,1,--,--,--,5,11,4,1,2,2,--,--,--,--,2,,,,,,,31,24,11,2,3,8,1,--,--,--,6,4,0,3,1,2,1,--,--,--,--,1,2,6,10,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferny Grove State High School,Ferny Grove,274,229,--,75,29,204,--,7,91%,93%,229,55,20,34,26,12,--,--,--,18,45,20,9,13,9,2,--,--,--,6,,,,,,,204,184,16,5,4,8,2,--,--,--,17,70,45,59,24,43,27,12,--,--,--,7,45,45,66,41,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Flagstone State Community College,Flagstone,125,69,1,107,36,58,--,4,92%,96%,69,61,16,34,52,3,--,--,--,3,55,45,20,33,24,1,--,--,--,2,1,1,--,1,--,--,58,43,45,9,15,37,1,--,--,--,2,66,26,61,27,52,39,3,--,--,--,3,3,16,20,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Lake State High School,Forest Lake,209,155,1,190,20,113,--,3,97%,84%,155,143,15,127,81,20,--,--,3,17,53,46,5,43,19,1,--,--,--,6,1,1,--,1,--,--,113,95,98,7,84,60,8,--,--,3,13,95,60,91,13,86,40,13,--,--,--,10,8,17,31,41,16,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraser Coast Anglican College,Hervey Bay,65,53,--,18,8,61,--,1,89%,94%,53,13,6,9,11,1,--,--,1,3,12,5,2,4,2,--,--,--,--,3,,,,,,,61,52,15,6,10,12,1,--,--,1,5,4,1,3,2,3,1,--,--,--,--,1,13,13,16,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Freshwater Christian College,Brinsmead,18,11,--,2,1,11,--,5,67%,100%,11,1,--,--,1,--,--,--,--,--,7,1,1,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,7,1,2,1,--,1,--,--,--,--,--,3,4,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Genesis Christian College,Bray Park,49,32,--,10,4,32,--,9,67%,93%,32,9,3,--,2,6,--,--,--,4,17,1,1,--,--,--,--,--,--,3,,,,,,,32,25,2,--,--,1,1,--,--,--,3,17,7,8,4,--,1,5,--,--,--,4,6,7,11,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilroy Santa Maria College,Ingham,54,50,--,28,5,44,--,0,100%,100%,50,24,4,12,10,3,--,--,--,--,4,4,1,3,1,--,--,--,--,--,,,,,,,44,43,19,2,7,8,3,--,--,--,--,10,7,9,3,8,3,--,--,--,--,--,7,16,12,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gin Gin State High School,Gin Gin,53,33,1,50,2,24,--,2,94%,90%,33,33,2,32,14,--,1,--,--,1,19,17,--,17,3,--,--,--,--,--,,,,,,,24,21,24,1,23,6,--,1,--,--,--,28,12,26,1,26,11,--,--,--,--,1,4,10,6,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Gladstone State High School,Gladstone,156,93,2,65,27,87,--,17,80%,94%,93,33,15,4,22,3,--,--,--,--,61,32,12,15,10,--,--,--,--,1,,,,,,,87,71,17,2,1,16,--,--,--,--,--,67,22,48,25,18,16,3,--,--,--,1,13,20,30,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenala State High School,Inala Heights,68,31,--,57,10,15,--,3,93%,100%,31,25,7,16,18,3,--,--,--,2,37,32,3,31,1,1,--,--,--,3,,,,,,,15,12,9,1,2,6,1,--,--,--,2,53,19,48,9,45,13,3,--,--,--,3,0,1,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenden State School,Glenden,8,4,--,8,6,2,--,0,100%,100%,4,4,3,1,2,--,--,--,--,--,4,4,3,3,1,--,--,--,--,--,,,,,,,2,2,2,1,--,1,--,--,--,--,--,6,2,6,5,4,2,--,--,--,--,--,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenmore State High School,North Rockhampton,91,53,--,47,9,32,--,17,74%,100%,53,33,5,27,15,3,1,--,2,3,38,14,4,9,4,--,--,--,--,--,,,,,,,32,25,8,--,4,6,--,--,--,2,--,59,28,39,9,32,13,3,1,--,--,3,3,9,13,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Counsel College,Innisfail,90,78,1,38,7,60,--,6,91%,98%,78,34,5,4,21,9,--,--,--,6,11,4,2,--,1,--,--,1,--,1,,,,,,,60,58,22,1,1,19,2,--,--,--,1,29,20,16,6,3,3,7,--,1,--,6,8,19,19,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Shepherd Catholic College,Mount Isa,30,19,--,14,7,15,--,3,77%,82%,19,10,3,6,8,--,--,--,--,1,11,4,4,1,2,--,--,--,--,--,,,,,,,15,10,6,3,2,3,--,--,--,--,--,15,9,8,4,5,7,--,--,--,--,1,1,3,6,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Shepherd Lutheran College,Noosaville,81,73,--,13,4,79,--,0,91%,95%,73,12,4,5,9,1,--,--,4,3,8,1,--,1,1,--,--,--,--,1,,,,,,,79,72,11,3,5,9,--,--,--,3,2,2,1,2,1,1,1,1,--,--,1,2,12,19,27,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodna Special School,Goodna,5,--,5,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goondiwindi State High School,Goondiwindi,74,49,2,70,16,39,--,2,95%,94%,49,49,9,48,33,2,--,--,--,4,23,20,7,20,9,--,--,--,--,6,2,1,--,1,--,--,39,37,38,4,37,27,1,--,--,--,4,33,12,31,12,31,15,1,--,--,--,6,0,13,7,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordonvale State High School,Gordonvale,82,58,--,41,15,43,--,5,84%,96%,58,30,9,18,17,--,--,--,--,3,24,11,6,9,3,--,--,--,--,3,,,,,,,43,34,12,2,4,8,--,--,--,--,3,39,24,29,13,23,12,--,--,--,--,3,1,9,17,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Grace Lutheran College,Rothwell,221,213,--,39,13,189,--,4,97%,96%,213,37,11,5,22,11,--,--,--,10,8,2,2,--,--,1,--,--,--,1,,,,,,,189,186,24,5,--,14,9,--,--,--,8,32,27,15,8,5,8,3,--,--,--,3,47,41,59,33,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Groves Christian College,Kingston,43,22,--,10,5,19,--,13,63%,100%,22,5,2,2,1,2,1,--,--,4,21,5,3,2,1,1,--,--,--,6,,,,,,,19,15,1,--,--,--,1,--,--,--,3,24,7,9,5,4,2,2,1,--,--,7,1,4,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Gympie Special School,Gympie,3,--,3,1,1,--,--,0,33%,--,,,,,,,,,,,,,,,,,,,,,3,1,1,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gympie State High School,Gympie,155,81,--,100,32,55,--,24,81%,90%,81,55,19,33,31,5,2,--,--,1,74,45,13,32,9,1,--,--,1,--,,,,,,,55,47,30,8,15,17,2,2,--,--,1,100,34,70,24,50,23,4,--,--,1,--,10,17,17,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harristown State High School,Toowoomba,235,164,--,157,40,114,--,5,93%,94%,164,103,24,77,65,21,--,--,2,10,71,54,16,44,16,6,--,--,--,4,,,,,,,114,96,42,8,20,27,3,--,--,2,7,121,68,115,32,101,54,24,--,--,--,7,15,28,31,33,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Heatley Secondary College,Heatley,67,20,--,32,9,27,--,16,66%,86%,20,8,2,2,5,1,--,--,--,1,47,24,7,10,15,--,--,--,--,2,,,,,,,27,14,9,3,2,5,1,--,--,--,2,40,6,23,6,10,15,--,--,--,--,1,3,2,7,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Heights College,North Rockhampton,32,22,--,18,--,22,--,4,84%,86%,22,13,--,6,12,--,--,--,--,--,10,5,--,5,4,--,--,--,--,--,,,,,,,22,18,14,--,8,12,--,--,--,--,--,10,4,4,--,3,4,--,--,--,--,--,2,6,8,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
