School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Assisi Catholic College,Upper Coomera,92,88,--,42,16,52,--,3,97%,98%,88,41,16,10,14,28,4,8,3,9,4,1,--,1,1,--,--,--,--,--,,,,,,,52,52,12,1,1,2,6,1,4,3,4,40,36,30,15,10,13,22,3,4,--,5,3,18,23,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Assumption College,Warwick,54,53,1,26,9,19,--,0,98%,94%,53,26,9,1,10,22,--,--,1,--,,,,,,,,,,,,,,,,,19,19,6,--,1,2,5,--,--,1,--,34,34,20,9,--,8,17,--,--,--,--,3,7,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Atherton State High School,Atherton,77,73,2,59,16,43,--,0,99%,100%,73,56,15,--,52,16,--,--,--,--,2,2,--,--,2,--,--,--,--,--,2,1,1,--,--,--,43,42,27,7,--,24,8,--,--,--,--,32,31,31,8,--,30,8,--,--,--,--,6,17,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Christian College - Moreton,Caboolture,120,91,3,77,20,32,--,10,88%,79%,91,62,16,4,16,41,26,4,4,5,26,14,3,1,3,6,5,1,--,2,3,1,1,--,--,1,32,30,6,1,--,1,3,1,1,1,2,85,61,70,18,5,18,44,30,4,3,5,5,5,9,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Industry Trade College (Gold Coast),Robina,174,173,--,173,120,--,--,1,99%,100%,173,173,120,158,153,41,--,--,--,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian International Islamic College,Durack,20,16,--,9,1,15,--,1,85%,93%,16,8,1,--,7,6,--,--,--,1,4,1,--,--,1,--,--,--,--,--,,,,,,,15,13,6,1,--,5,4,--,--,--,1,5,3,3,--,--,3,2,--,--,--,--,0,4,7,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Technology and Agricultural College Ltd,North Maclean,5,5,--,5,1,--,--,0,100%,--,5,5,1,1,5,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Trade College North Brisbane,Scarborough,75,72,--,75,37,--,--,0,100%,0%,72,72,34,12,72,7,--,--,--,--,3,3,3,--,2,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aviation High School,Clayfield,27,27,--,19,3,18,--,0,100%,100%,27,19,3,1,9,8,1,--,1,--,,,,,,,,,,,,,,,,,18,18,11,3,1,2,7,1,--,1,--,9,9,8,--,--,7,1,--,--,--,--,3,6,4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayr State High School,Ayr,45,41,2,31,3,24,--,1,93%,100%,41,30,3,17,16,5,--,--,--,--,2,1,--,--,1,--,--,--,--,--,,,,,,,24,24,15,2,13,3,2,--,--,--,--,19,17,16,1,4,14,3,--,--,--,--,3,5,13,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Babinda State School,Babinda,11,11,--,6,2,7,--,0,100%,100%,11,6,2,1,5,1,--,--,--,--,,,,,,,,,,,,,,,,,7,7,2,1,--,2,1,--,--,--,--,4,4,4,1,1,3,--,--,--,--,--,3,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Balmoral State High School,Morningside,36,36,--,36,13,21,--,0,100%,100%,36,36,13,5,33,12,--,--,1,--,,,,,,,,,,,,,,,,,21,21,21,5,2,18,6,--,--,1,--,15,15,15,8,3,15,6,--,--,--,--,2,7,7,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Barcaldine Prep-12 State School,Barcaldine,13,10,--,11,6,4,--,0,100%,75%,10,8,4,--,7,1,--,--,--,--,3,3,2,--,3,--,--,--,--,--,,,,,,,4,4,2,1,--,2,--,--,--,--,--,9,6,9,5,--,8,1,--,--,--,--,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaudesert State High School,Beaudesert,124,114,6,114,18,59,--,1,97%,89%,114,108,17,97,28,17,--,--,--,--,4,3,1,2,2,--,--,--,--,--,6,3,--,3,1,--,59,58,59,4,58,10,1,--,--,--,--,59,56,52,14,41,20,16,--,--,--,--,5,11,19,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Beenleigh Special School,Mount Warren Park,3,--,3,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beenleigh State High School,Beenleigh,92,86,3,62,28,30,--,0,98%,100%,86,58,27,12,40,18,--,--,1,2,3,3,--,--,--,3,--,--,--,--,3,1,1,--,--,--,30,29,11,6,1,4,8,--,--,1,--,59,57,50,21,11,36,13,--,--,--,2,3,5,9,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Beerwah State High School,Beerwah,76,74,2,72,15,27,--,0,100%,96%,74,70,15,61,36,14,3,--,1,--,,,,,,,,,,,2,2,--,2,1,--,27,27,24,4,19,3,4,2,--,1,--,47,47,46,11,42,33,10,1,--,--,--,3,7,13,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Benowa State High School,Benowa,175,171,--,164,21,11,23,0,100%,96%,171,160,21,135,93,41,1,17,4,20,4,4,--,--,4,--,--,--,--,--,,,,,,,11,11,3,--,--,3,--,--,--,1,--,138,138,138,21,135,71,41,1,17,3,20,8,3,0,0,0,23,21,20,--,--,20,--,--,--,--,--,3,1,3,--,--,3,--,--,--,--,--,0,0,5,18
Bentley Park College,Edmonton,56,55,1,46,3,16,--,0,100%,100%,55,45,3,32,40,10,8,--,--,--,,,,,,,,,,,1,1,--,1,1,--,16,16,11,--,9,9,--,5,--,--,--,39,39,34,3,23,31,10,3,--,--,--,1,3,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Biloela State High School,Biloela,57,55,1,30,10,24,--,0,98%,91%,55,29,10,--,24,7,--,--,3,--,1,1,--,--,1,--,--,--,--,--,,,,,,,24,24,3,2,--,--,2,--,--,3,--,32,31,27,8,--,25,5,--,--,--,--,5,8,8,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackall Range Independent School,Kureelpa,1,1,--,1,1,--,--,0,100%,--,1,1,1,--,1,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackall State School,Blackall,3,3,--,2,1,1,--,0,100%,100%,3,2,1,2,2,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,1,--,--,--,--,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackheath and Thornburgh College,Charters Towers,22,16,--,16,3,9,--,3,77%,100%,16,15,3,1,15,4,--,--,--,--,6,1,--,--,1,--,--,--,--,--,,,,,,,9,7,6,2,--,6,2,--,--,--,--,13,9,10,1,1,10,2,--,--,--,--,1,0,5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackwater State High School,Blackwater,30,27,3,29,4,6,--,0,97%,67%,27,27,4,20,27,--,--,--,1,--,,,,,,,,,,,3,2,--,--,2,--,6,6,6,--,5,6,--,--,--,1,--,21,21,21,4,15,21,--,--,--,--,--,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Boonah State High School,Boonah,56,55,1,33,4,23,--,0,98%,100%,55,33,4,16,22,--,--,--,1,--,,,,,,,,,,,,,,,,,23,23,10,1,5,5,--,--,--,1,--,32,32,23,3,11,17,--,--,--,--,--,3,9,8,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Border Rivers Christian College,Goondiwindi,2,1,--,1,1,1,--,0,100%,100%,,,,,,,,,,,1,1,1,--,1,--,--,--,--,--,,,,,,,,,,,,,,,,,,1,0,1,1,--,1,--,--,--,--,--,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowen State High School,Bowen,51,50,1,38,5,19,--,0,98%,93%,50,38,5,6,27,12,--,--,--,--,,,,,,,,,,,,,,,,,19,19,13,3,1,9,5,--,--,--,--,31,31,25,2,5,18,7,--,--,--,--,3,5,3,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracken Ridge State High School,Bracken Ridge,41,40,--,29,11,18,--,0,98%,83%,40,29,11,13,27,9,--,--,--,--,,,,,,,,,,,,,,,,,18,17,6,3,1,4,2,--,--,--,--,23,23,23,8,12,23,7,--,--,--,--,1,6,4,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bray Park State High School,Bray Park,89,88,1,89,14,33,--,0,100%,100%,88,88,13,87,54,38,2,1,--,1,,,,,,,,,,,1,1,1,1,1,--,33,33,33,2,32,6,7,2,1,--,1,55,55,55,11,55,48,31,--,--,--,--,5,6,17,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bremer State High School,Ipswich,161,157,4,159,24,35,--,0,99%,92%,157,156,24,152,155,23,--,--,1,--,,,,,,,,,,,4,3,--,3,--,--,35,35,34,5,32,34,5,--,--,1,--,122,122,122,19,120,121,18,--,--,--,--,4,8,16,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bribie Island State High School,Bribie Island,108,106,2,77,11,36,--,0,98%,93%,106,77,11,34,64,52,1,--,--,--,,,,,,,,,,,,,,,,,36,36,13,1,6,11,11,1,--,--,--,70,70,64,10,28,53,41,--,--,--,--,5,6,12,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Brigidine College,Indooroopilly,59,59,--,38,3,48,--,0,100%,98%,59,38,3,--,4,32,--,6,5,7,,,,,,,,,,,,,,,,,48,48,27,--,--,1,22,--,5,5,5,11,11,11,3,--,3,10,--,1,--,2,7,23,13,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Adventist College,Wishart,25,23,--,12,4,22,--,1,96%,95%,23,11,4,1,7,3,--,--,1,--,2,1,--,1,--,--,--,--,--,--,,,,,,,22,22,10,4,--,6,3,--,--,1,--,3,1,2,--,2,1,--,--,--,--,--,5,4,7,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Bayside State College,Wynnum West,71,70,1,60,13,18,--,0,100%,100%,70,59,13,13,54,28,1,1,1,1,,,,,,,,,,,1,1,--,1,--,--,18,18,10,1,--,10,4,--,--,1,--,52,52,49,12,13,44,24,1,1,--,1,5,5,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Boys' College,Toowong,178,172,--,55,1,140,--,4,97%,99%,172,55,1,1,17,18,7,34,5,34,,,,,,,,,,,,,,,,,140,138,25,--,--,5,5,3,18,5,18,38,34,30,1,1,12,13,4,16,--,16,57,49,27,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Christian College,Salisbury,56,53,--,26,8,37,--,0,98%,89%,53,24,6,1,8,10,--,7,1,8,3,2,2,--,--,--,--,--,--,--,,,,,,,37,36,7,1,--,--,5,--,2,1,3,19,17,19,7,1,8,5,--,5,--,5,5,4,14,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Girls Grammar School,Brisbane,191,191,--,3,--,191,--,0,100%,99%,191,3,--,--,1,--,--,2,1,1,,,,,,,,,,,,,,,,,191,191,3,--,--,1,--,--,2,1,1,,,,,,,,,,,,100,62,22,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Grammar School,Brisbane,202,199,--,1,--,202,--,0,99%,99%,199,1,--,--,--,1,--,--,--,--,,,,,,,,,,,,,,,,,202,199,1,--,--,--,1,--,--,--,--,,,,,,,,,,,,103,62,27,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane School of Distance Education,Coorparoo,184,174,10,108,9,61,--,0,97%,97%,174,104,9,69,43,22,3,3,8,4,,,,,,,,,,,10,4,--,3,2,--,61,61,23,1,16,9,2,1,--,5,--,113,113,81,8,53,34,20,2,3,3,4,18,27,15,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane State High School,South Brisbane,424,424,--,392,2,374,--,0,100%,98%,424,392,2,17,363,35,17,70,10,70,,,,,,,,,,,,,,,,,374,374,344,1,3,330,17,9,39,10,39,50,50,48,1,14,33,18,8,31,--,31,177,119,57,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Youth Education and Training Centre,Wacol,1,--,--,--,--,--,--,1,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns Plains State High School,Browns Plains,82,81,1,60,8,32,--,0,100%,91%,81,59,8,19,52,33,--,3,3,3,,,,,,,,,,,1,1,--,--,1,--,32,32,15,1,1,13,13,--,--,3,--,49,49,44,7,18,39,20,--,3,--,3,2,11,11,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundaberg Christian College,Bundaberg,30,28,--,13,3,20,--,0,97%,86%,28,12,3,--,11,3,--,--,--,--,2,1,--,--,1,--,--,--,--,--,,,,,,,20,19,5,1,--,5,--,--,--,--,--,10,9,8,2,--,7,3,--,--,--,--,2,7,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundaberg North State High School,Bundaberg North,50,44,5,26,5,21,--,0,98%,88%,44,21,2,4,19,1,--,--,--,--,1,1,--,--,1,--,--,--,--,--,5,4,3,--,3,--,21,21,1,--,--,1,--,--,--,--,--,24,23,21,2,4,19,1,--,--,--,--,6,5,6,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundaberg Special School,Bundaberg,11,--,11,5,--,--,--,0,45%,--,,,,,,,,,,,,,,,,,,,,,11,5,--,5,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundaberg State High School,Bundaberg,127,114,10,121,14,42,--,0,97%,95%,114,112,11,110,68,12,--,--,4,--,3,3,--,3,2,--,--,--,--,--,10,6,3,3,4,--,42,41,40,1,40,6,1,--,--,4,--,75,73,75,10,73,64,11,--,--,--,--,4,7,16,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundamba State Secondary College,Bundamba,73,73,--,58,17,17,--,0,100%,100%,73,58,17,12,49,17,--,--,1,--,,,,,,,,,,,,,,,,,17,17,4,1,--,2,1,--,--,1,--,56,56,54,16,12,47,16,--,--,--,--,0,2,9,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Burdekin Catholic High School,Ayr,52,47,3,33,4,32,--,1,94%,100%,47,31,4,6,20,11,--,1,5,1,2,1,--,1,--,--,--,--,--,--,3,1,--,1,--,--,32,31,16,1,3,10,6,--,--,4,--,17,16,16,3,4,10,5,--,1,1,1,2,9,15,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Burdekin Christian College,Ayr,12,7,--,5,1,6,--,3,58%,50%,7,5,1,--,4,1,--,1,--,1,,,,,,,,,,,,,,,,,6,4,2,1,--,1,1,--,--,--,--,6,3,3,--,--,3,--,--,1,--,1,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Burnett State College,Gayndah,30,26,3,28,8,13,--,0,97%,100%,26,25,6,19,17,4,--,--,--,--,1,1,1,--,--,--,--,--,--,--,3,2,1,1,1,--,13,13,13,3,12,5,2,--,--,--,--,14,13,13,4,7,12,2,--,--,--,--,1,7,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Burnett Youth Learning Centre,Elliott,12,--,12,4,1,--,--,0,33%,--,,,,,,,,,,,,,,,,,,,,,12,4,1,1,2,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burnside State High School,Nambour,77,75,2,77,17,24,--,0,100%,92%,75,75,17,69,54,18,--,--,1,--,,,,,,,,,,,2,2,--,2,2,--,24,24,24,1,24,11,4,--,--,--,--,51,51,51,16,45,43,14,--,--,1,--,2,2,12,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Burpengary State Secondary College,Burpengary,98,95,1,64,11,38,--,0,100%,100%,95,61,11,11,42,27,2,--,2,--,2,2,--,2,1,--,--,--,--,--,1,1,--,--,1,--,38,37,10,1,3,2,4,1,--,2,--,59,58,53,10,10,41,23,1,--,--,--,3,14,14,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwgcolman Community School,Palm Island,6,6,--,6,6,--,--,0,100%,--,6,6,6,--,6,3,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caboolture Special School,Morayfield,11,--,11,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caboolture State High School,Caboolture,115,108,6,95,18,24,--,1,97%,100%,108,92,15,28,65,37,1,19,--,20,,,,,,,,,,,6,3,3,--,1,--,24,24,16,1,4,12,5,--,1,--,1,85,84,76,14,24,53,32,1,18,--,19,2,8,7,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Cairns School of Distance Education,Cairns,84,63,--,50,3,12,--,13,81%,87%,63,45,3,5,9,18,10,10,3,14,21,5,--,3,3,--,--,--,--,--,,,,,,,12,8,3,--,1,2,--,--,--,3,--,72,55,47,3,7,10,18,10,10,--,14,5,2,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cairns State High School,Cairns,163,152,3,80,24,97,9,3,96%,94%,152,77,24,27,70,18,--,1,--,1,8,3,--,1,2,--,--,--,--,--,,,,,,,97,95,29,9,3,24,2,--,--,--,--,49,48,48,15,25,45,16,--,1,--,1,17,27,34,18,1,9,8,1,--,--,1,--,--,--,--,--,5,1,2,--,--,2,--,--,--,--,--,1,2,1,5
