School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Cairns State Special School,Woree,4,--,4,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calamvale Community College,Calamvale,90,89,1,75,13,33,--,0,100%,92%,89,74,12,1,66,22,1,14,--,18,,,,,,,,,,,1,1,1,--,--,--,33,33,23,--,--,18,2,--,10,--,11,56,56,51,12,1,48,20,1,4,--,7,0,12,13,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Calamvale Special School,Calamvale,11,--,11,4,--,--,--,0,36%,--,,,,,,,,,,,,,,,,,,,,,11,4,--,4,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calen District State College,Calen,4,3,1,4,1,1,--,0,100%,100%,3,3,--,--,3,--,--,--,--,--,,,,,,,,,,,1,1,1,--,1,--,1,1,1,--,--,1,--,--,--,--,--,2,2,2,--,--,2,--,--,--,--,--,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Caloundra Christian College,Caloundra,24,21,--,6,5,16,--,2,88%,92%,21,6,5,1,2,3,--,--,2,--,,,,,,,,,,,,,,,,,16,15,3,2,1,1,1,--,--,2,--,8,6,3,3,--,1,2,--,--,--,--,1,5,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Caloundra City Private School,Pelican Waters,23,22,--,8,--,22,--,1,96%,100%,22,8,--,1,1,3,--,8,4,10,,,,,,,,,,,,,,,,,22,22,8,--,1,1,3,--,8,4,10,,,,,,,,,,,,3,9,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Caloundra State High School,Caloundra,129,125,4,122,15,52,--,0,99%,98%,125,119,13,104,78,29,9,--,7,1,,,,,,,,,,,4,3,2,1,2,--,52,52,46,4,42,15,6,4,--,6,1,73,73,73,9,62,63,23,5,--,1,--,5,17,15,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvary Christian College (Carbrook),Carbrook,32,30,--,13,8,27,--,1,94%,100%,30,13,8,--,5,7,--,--,--,--,,,,,,,,,,,,,,,,,27,26,9,6,--,4,4,--,--,--,--,5,4,4,2,--,1,3,--,--,--,--,10,9,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvary Christian College (Mount Louisa),Mount Louisa,40,38,1,17,4,22,--,1,98%,82%,38,16,4,--,12,1,--,--,--,--,,,,,,,,,,,1,1,--,--,1,--,22,22,6,2,--,4,--,--,--,--,--,17,16,10,2,--,8,1,--,--,--,--,1,7,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannon Hill Anglican College,Cannon Hill,77,76,--,9,--,74,--,0,99%,99%,76,9,--,--,6,7,--,1,2,1,,,,,,,,,,,,,,,,,74,73,6,--,--,4,5,--,1,2,1,3,3,3,--,--,2,2,--,--,--,--,35,25,13,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Canterbury College,Waterford,99,98,--,65,10,62,--,1,99%,100%,98,65,10,34,35,30,--,19,--,19,1,--,--,--,--,--,--,--,--,1,,,,,,,62,62,29,4,15,14,9,--,8,--,8,37,36,36,6,19,21,21,--,11,--,12,13,12,20,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Capalaba State College,Capalaba,40,37,3,39,16,10,--,0,98%,100%,37,37,14,7,34,7,--,--,2,--,,,,,,,,,,,3,2,2,--,2,--,10,10,10,2,1,9,1,--,--,2,--,27,27,27,12,6,25,6,--,--,--,--,3,4,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Capella State High School,Capella,12,11,1,12,2,3,--,0,100%,--,11,11,2,10,11,--,--,--,--,--,,,,,,,,,,,1,1,--,1,--,--,3,3,3,--,3,3,--,--,--,--,--,8,8,8,2,7,8,--,--,--,--,--,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Capricornia (Emerald Campus) School of Distance Education,Emerald,26,12,1,21,2,--,--,4,81%,100%,12,12,--,8,11,3,--,--,--,--,13,9,2,3,7,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carinity Education - Glendyne,Nikenbah,14,9,--,13,--,--,--,1,93%,--,9,9,--,9,9,--,--,--,--,--,5,4,--,4,4,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carinity Education - Rockhampton,Glenlee,9,7,--,9,1,--,--,0,100%,--,7,7,--,7,7,--,--,--,--,--,2,2,1,1,2,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carinity Education - Southside,Sunnybank,22,8,--,14,4,--,--,8,64%,--,8,8,2,5,8,1,--,--,--,--,14,6,2,1,4,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlisle Adventist Christian College,Beaconsfield,8,8,--,7,--,8,--,0,100%,0%,8,7,--,--,7,--,--,--,--,--,,,,,,,,,,,,,,,,,8,8,7,--,--,7,--,--,--,--,--,,,,,,,,,,,,0,2,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmel College,Thornlands,123,117,--,56,4,76,--,1,98%,97%,117,52,4,41,24,41,2,--,1,1,6,4,--,4,3,1,--,--,--,--,,,,,,,76,75,10,1,2,--,8,--,--,1,--,47,42,46,3,43,27,34,2,--,--,1,11,20,22,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cavendish Road State High School,Holland Park,165,163,2,83,18,108,--,0,99%,96%,163,82,17,8,73,34,2,--,26,1,,,,,,,,,,,2,1,1,--,1,--,108,108,28,1,2,22,4,--,--,26,--,55,55,54,16,6,51,30,2,--,--,1,39,39,22,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenary Heights State High School,Toowoomba,161,155,1,113,53,61,--,0,100%,97%,155,107,49,67,95,20,--,--,9,--,5,5,4,--,5,--,--,--,--,--,1,1,--,1,1,--,61,61,16,3,9,11,2,--,--,9,--,99,94,96,50,58,89,18,--,--,--,--,17,20,15,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenary State High School,Jindalee,136,136,--,136,8,82,--,0,100%,100%,136,136,8,27,136,30,6,22,2,22,,,,,,,,,,,,,,,,,82,82,82,2,7,82,7,2,15,2,15,54,54,54,6,20,54,23,4,7,--,7,16,29,24,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancellor State College,Sippy Downs,170,168,2,133,22,68,--,0,99%,99%,168,132,21,86,69,64,1,16,14,17,,,,,,,,,,,2,1,1,--,--,--,68,68,37,5,30,8,4,--,--,11,--,100,100,95,16,56,61,60,1,16,3,17,15,27,25,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chanel College,Gladstone,52,47,--,28,7,34,--,4,90%,100%,47,28,7,11,24,9,--,--,--,--,,,,,,,,,,,,,,,,,34,33,15,6,2,12,7,--,--,--,--,18,14,13,1,9,12,2,--,--,--,--,6,11,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleville State High School,Charleville,13,13,--,11,3,4,--,0,100%,100%,13,11,3,10,10,3,--,--,--,--,,,,,,,,,,,,,,,,,4,4,3,--,3,2,--,--,--,--,--,9,9,8,3,7,8,3,--,--,--,--,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Towers School of Distance Education,Charters Towers,35,26,4,27,3,2,--,1,89%,100%,26,22,2,14,16,9,1,--,--,1,5,4,--,2,3,1,--,--,--,--,4,1,1,1,--,--,,,,,,,,,,,,29,24,26,2,16,19,10,1,--,--,1,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Towers State High School,Charters Towers,32,31,1,32,2,9,--,0,100%,100%,31,31,2,4,31,--,--,--,--,--,,,,,,,,,,,1,1,--,--,1,--,9,9,9,--,1,9,--,--,--,--,--,22,22,22,2,3,22,--,--,--,--,--,3,1,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinchilla State High School,Chinchilla,64,61,2,62,10,30,--,0,97%,100%,61,61,10,55,35,6,--,--,--,--,1,1,--,1,--,--,--,--,--,--,,,,,,,30,29,30,4,24,10,2,--,--,--,--,32,32,32,6,32,25,4,--,--,--,--,4,7,7,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Chisholm Catholic College,Cornubia,70,69,--,53,7,34,--,1,99%,98%,69,53,7,1,40,35,2,10,2,10,1,--,--,--,--,--,--,--,--,1,,,,,,,34,34,19,--,--,9,10,--,4,2,4,36,35,34,7,1,31,25,2,6,--,7,8,11,11,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Citipointe Christian College,Carindale,70,66,--,19,7,61,--,2,97%,93%,66,17,7,--,3,10,--,12,9,13,4,2,--,--,1,2,--,1,--,1,,,,,,,61,61,12,3,--,3,6,--,7,9,8,9,5,7,4,--,1,6,--,6,--,6,20,20,12,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Clairvaux MacKillop College,Upper Mount Gravatt,144,137,3,78,10,83,--,2,97%,100%,137,75,8,7,36,40,13,25,1,25,4,2,1,--,1,--,--,--,--,--,3,1,1,--,--,--,83,83,23,1,--,3,8,6,8,1,7,58,54,54,8,7,34,32,7,17,--,18,11,26,24,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Claremont Special School,Ipswich,9,--,9,4,2,--,--,0,44%,--,,,,,,,,,,,,,,,,,,,,,9,4,2,4,2,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayfield College,Clayfield,48,47,--,25,5,39,--,0,100%,100%,47,24,5,1,2,5,--,18,1,18,1,1,--,--,--,--,--,1,--,1,,,,,,,39,39,16,3,1,1,2,--,13,1,13,9,8,9,2,--,1,3,--,6,--,6,11,12,11,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Clermont State High School,Clermont,13,13,--,12,3,2,--,0,100%,100%,13,12,3,10,10,2,--,--,--,--,,,,,,,,,,,,,,,,,2,2,2,--,2,1,--,--,--,--,--,11,11,10,3,8,9,2,--,--,--,--,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland District State High School,Cleveland,211,192,3,84,31,98,22,12,94%,94%,192,80,28,8,46,16,2,17,2,17,16,1,--,--,1,--,--,--,--,--,3,3,3,--,1,1,98,97,23,6,--,12,4,--,8,2,8,76,76,58,22,8,35,12,2,9,--,9,11,19,43,21,4,22,19,--,--,--,--,--,--,--,--,--,12,--,--,--,--,--,--,--,--,--,--,0,3,10,9
Clifford Park Special School,Toowoomba,21,--,21,9,6,--,--,0,43%,--,,,,,,,,,,,,,,,,,,,,,21,9,6,--,6,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifton State High School,Clifton,37,33,4,36,8,11,--,0,97%,90%,33,33,7,30,32,14,--,--,2,--,,,,,,,,,,,4,3,1,3,2,1,11,11,11,1,10,10,1,--,--,2,--,22,22,22,6,20,22,13,--,--,--,--,4,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloncurry State School P - 12,Cloncurry,13,12,1,13,1,4,--,0,100%,100%,12,12,1,--,12,3,--,--,--,--,,,,,,,,,,,1,1,--,--,1,--,4,4,4,--,--,4,2,--,--,--,--,8,8,8,1,--,8,1,--,--,--,--,0,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Clontarf Beach State High School,Clontarf,96,93,3,93,10,25,--,0,99%,94%,93,91,9,5,89,24,2,--,--,--,,,,,,,,,,,3,2,1,--,2,--,25,25,23,1,--,23,2,1,--,--,--,68,68,68,8,5,66,22,1,--,--,--,3,4,10,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Collinsville State High School,Collinsville,4,4,--,2,1,2,--,0,100%,100%,4,2,1,--,2,--,--,--,--,--,,,,,,,,,,,,,,,,,2,2,1,--,--,1,--,--,--,--,--,2,2,1,1,--,1,--,--,--,--,--,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Columba Catholic College (Mount Carmel Campus),Charters Towers,28,28,--,27,2,8,--,0,100%,86%,28,27,2,--,27,1,--,--,--,--,,,,,,,,,,,,,,,,,8,8,8,--,--,8,--,--,--,--,--,20,20,19,2,--,19,1,--,--,--,--,0,3,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concordia Lutheran College,Toowoomba,24,23,--,6,5,19,--,1,96%,100%,23,6,5,1,1,1,--,--,2,--,,,,,,,,,,,,,,,,,19,19,2,2,--,--,--,--,--,2,--,5,4,4,3,1,1,1,--,--,--,--,2,8,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooktown State School,Cooktown,7,7,--,7,3,1,--,0,100%,100%,7,7,3,--,7,3,--,--,--,--,,,,,,,,,,,,,,,,,1,1,1,--,--,1,--,--,--,--,--,6,6,6,3,--,6,3,--,--,--,--,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooloola Christian College,Gympie,21,20,--,9,1,12,--,0,100%,100%,20,8,1,--,7,1,--,--,4,--,1,1,--,--,1,--,--,--,--,--,,,,,,,12,12,2,1,--,1,1,--,--,4,--,9,8,7,--,--,7,--,--,--,--,--,3,5,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coolum Beach Christian College,Yandina Creek,18,18,--,11,10,11,--,0,100%,100%,18,11,10,1,3,5,--,1,--,1,,,,,,,,,,,,,,,,,11,11,4,3,1,--,2,--,--,--,--,7,7,7,7,--,3,3,--,1,--,1,1,2,5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coolum State High School,Coolum Beach,103,99,4,85,20,47,--,0,99%,98%,99,82,17,31,61,38,2,1,--,1,,,,,,,,,,,4,3,3,--,3,--,47,47,30,3,19,11,7,1,--,--,--,52,52,52,14,12,50,31,1,1,--,1,13,18,14,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coombabah State High School,Coombabah,96,94,--,86,25,24,--,0,100%,86%,94,84,23,42,60,28,--,--,1,--,2,2,2,1,1,--,--,--,--,--,,,,,,,24,24,18,--,9,14,3,--,--,1,--,72,70,68,25,34,47,25,--,--,--,--,3,3,5,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coomera Anglican College,Coomera,98,93,--,23,13,80,--,2,96%,96%,93,22,12,1,4,12,--,3,3,4,5,1,1,--,--,--,--,--,--,--,,,,,,,80,77,13,8,--,2,7,--,1,3,2,18,16,10,5,1,2,5,--,2,--,2,22,28,20,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coorparoo Secondary College,Coorparoo,54,52,1,38,6,21,--,0,100%,100%,52,36,6,10,28,4,1,--,1,1,1,1,--,1,--,--,--,--,--,--,1,1,--,1,--,--,21,21,10,1,1,8,1,--,--,1,--,32,31,27,5,10,20,3,1,--,--,1,3,2,3,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Corinda State High School,Corinda,169,169,--,169,9,81,--,0,100%,97%,169,169,9,101,167,47,1,39,1,40,,,,,,,,,,,,,,,,,81,81,81,2,18,79,9,--,18,1,18,88,88,88,7,83,88,38,1,21,--,22,17,21,26,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Craigslea State High School,Chermside West,93,90,3,58,3,57,--,0,99%,98%,90,56,3,46,16,10,1,--,--,--,,,,,,,,,,,3,2,--,1,2,--,57,57,28,--,28,--,1,--,--,--,--,33,33,28,3,18,16,9,1,--,--,--,13,23,14,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cunnamulla P-12 State School,Cunnamulla,5,5,--,5,2,--,--,0,100%,--,5,5,2,--,5,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currimundi Special School,Currimundi,10,--,10,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currumbin Community Special School,Currumbin Waters,3,--,3,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakabin State High School,Dakabin,82,79,2,77,23,19,--,1,99%,88%,79,75,23,72,42,37,--,--,--,--,,,,,,,,,,,2,2,--,2,--,--,19,19,18,5,18,10,7,--,--,--,--,61,60,57,18,54,32,30,--,--,--,--,3,3,7,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalby Christian College,Dalby,16,15,--,14,8,7,--,0,100%,67%,15,13,7,1,11,3,--,--,--,--,1,1,1,--,1,--,--,--,--,--,,,,,,,7,7,5,1,--,5,1,--,--,--,--,9,8,9,7,1,7,2,--,--,--,--,1,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalby State High School,Dalby,96,94,2,54,9,36,--,0,99%,100%,94,53,9,2,52,5,--,--,5,--,,,,,,,,,,,2,1,--,--,1,--,36,36,6,1,--,6,--,--,--,5,--,58,58,47,8,2,46,5,--,--,--,--,4,14,12,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Downs Christian School,Toowoomba,13,12,--,6,--,4,--,1,92%,100%,12,6,--,4,2,--,--,1,2,1,,,,,,,,,,,,,,,,,4,4,1,--,1,--,--,--,--,1,--,9,8,5,--,3,2,--,--,1,1,1,1,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Point Special School,Manly,5,--,5,2,--,--,--,0,40%,--,,,,,,,,,,,,,,,,,,,,,5,2,--,2,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Bay Flexible Learning Centre,Deception Bay,27,8,2,22,3,--,--,4,81%,100%,8,8,3,5,6,3,--,--,--,--,17,13,--,7,8,--,--,--,--,--,2,1,--,1,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Bay State High School,Deception Bay,93,93,--,93,6,8,--,0,100%,97%,93,93,6,74,80,67,--,--,--,--,,,,,,,,,,,,,,,,,8,8,8,--,8,3,3,--,--,--,--,85,85,85,6,66,77,64,--,--,--,--,1,4,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Discovery Christian College,Agnes Water,9,8,--,3,--,3,--,1,89%,100%,8,3,--,--,3,--,--,--,1,--,,,,,,,,,,,,,,,,,3,3,--,--,--,--,--,--,--,1,--,6,5,3,--,--,3,--,--,--,--,--,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Djarragun College,Gordonvale,13,11,--,13,--,--,--,0,100%,100%,11,11,--,4,11,4,--,--,--,--,2,2,--,1,2,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downlands College,Toowoomba,117,116,--,54,10,75,--,1,99%,100%,116,54,10,37,42,12,--,--,8,--,,,,,,,,,,,,,,,,,75,75,15,3,3,6,7,--,--,7,--,42,41,39,7,34,36,5,--,--,1,--,16,20,26,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysart State High School,Dysart,14,14,--,14,1,4,--,0,100%,75%,14,14,1,14,9,2,--,--,1,--,,,,,,,,,,,,,,,,,4,4,4,--,4,--,--,--,--,--,--,10,10,10,1,10,9,2,--,--,1,--,0,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagleby Learning Centre - Centre for Continuing Secondary Education,Eagleby,259,179,--,257,36,--,--,2,99%,67%,179,179,30,167,107,72,2,1,--,3,80,78,6,77,23,7,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnshaw State College,Banyo,25,25,--,25,4,10,--,0,100%,100%,25,25,4,22,25,4,--,1,1,1,,,,,,,,,,,,,,,,,10,10,10,--,8,10,2,--,1,1,1,15,15,15,4,14,15,2,--,--,--,--,1,5,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eidsvold State School,Eidsvold,3,3,--,1,1,--,--,0,100%,--,3,1,1,--,1,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elanora State High School,Elanora,98,96,2,80,38,31,--,0,99%,97%,96,79,37,5,58,32,--,5,1,5,,,,,,,,,,,2,1,1,--,1,--,31,31,22,10,--,16,9,--,--,--,--,65,65,57,27,5,42,23,--,5,1,5,4,12,9,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald Christian College,Emerald,8,3,1,5,1,4,--,1,75%,100%,3,2,--,--,--,2,--,--,--,--,4,3,1,--,2,--,--,--,--,--,,,,,,,4,3,3,--,--,1,2,--,--,--,--,3,0,2,1,--,1,--,--,--,--,--,0,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald State High School,Emerald,78,77,1,77,13,23,--,0,99%,94%,77,77,13,14,75,16,1,--,1,--,,,,,,,,,,,,,,,,,23,23,23,--,2,21,5,--,--,--,--,54,54,54,13,12,54,11,1,--,1,--,4,7,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmanuel College  Carrara,Carrara,133,128,--,44,16,101,--,4,97%,96%,128,43,15,1,15,22,--,14,9,14,5,1,1,--,--,--,--,--,--,--,,,,,,,101,101,22,7,--,10,9,--,8,9,8,32,27,22,9,1,5,13,--,6,--,6,27,47,21,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmaus College,Jimboomba,65,64,--,46,18,35,--,0,100%,97%,64,45,18,15,37,33,--,--,2,--,1,1,--,1,1,--,--,--,--,--,,,,,,,35,35,17,9,7,10,12,--,--,2,--,30,29,29,9,9,28,21,--,--,--,--,6,9,7,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmaus College (Rockhampton),North Rockhampton,111,90,--,58,11,50,--,8,91%,85%,90,47,9,--,24,23,--,--,2,--,21,11,2,--,10,1,--,--,--,--,,,,,,,50,45,15,--,--,4,11,--,--,1,--,61,45,43,11,--,30,13,--,--,1,--,5,8,19,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Endeavour Christian College,Cooktown,1,1,--,--,--,1,--,0,100%,100%,1,--,--,--,--,--,--,--,1,--,,,,,,,,,,,,,,,,,1,1,--,--,--,--,--,--,--,1,--,,,,,,,,,,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Everton Park State High School,Everton Park,34,34,--,21,5,19,--,0,100%,95%,34,21,5,4,19,4,--,--,1,--,,,,,,,,,,,,,,,,,19,19,6,2,1,4,1,--,--,1,--,15,15,15,3,3,15,3,--,--,--,--,2,5,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairholme College,Toowoomba,82,82,--,65,10,66,--,0,100%,97%,82,65,10,1,35,51,5,11,9,11,,,,,,,,,,,,,,,,,66,66,50,7,1,29,37,5,6,7,6,16,16,15,3,--,6,14,--,5,2,5,21,28,11,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Baptist Christian School (Gladstone),Burua,2,1,--,2,--,--,--,0,100%,--,1,1,--,--,1,--,--,--,--,--,1,1,--,--,1,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Christian School of Distance Education,Karawatha,48,27,--,26,9,6,--,15,69%,100%,27,20,7,--,14,14,2,--,6,--,21,6,2,1,4,1,--,--,1,--,,,,,,,6,6,2,1,--,1,1,--,--,1,--,42,21,24,8,1,17,14,2,--,6,--,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran College,Plainland,76,66,2,61,22,38,--,0,97%,97%,66,53,21,22,36,22,--,--,2,1,8,7,1,3,3,3,--,--,--,--,2,1,--,--,1,--,38,36,26,10,11,13,8,--,--,1,--,36,30,34,12,14,26,17,--,--,1,1,3,15,13,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran College - Redlands,Thornlands,48,48,--,23,4,28,--,0,100%,94%,48,23,4,--,11,7,--,11,--,11,,,,,,,,,,,,,,,,,28,28,4,--,--,3,1,--,1,--,1,20,20,19,4,--,8,6,--,10,--,10,6,13,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferny Grove State High School,Ferny Grove,176,173,1,121,61,95,--,1,99%,89%,173,119,59,8,47,82,4,1,--,1,2,1,1,--,--,--,--,--,--,--,1,1,1,--,1,--,95,95,49,28,1,8,41,--,--,--,--,80,78,71,32,7,39,41,4,1,--,1,16,27,27,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Flagstone State Community College,Flagstone,79,74,4,56,18,27,--,1,96%,100%,74,54,16,13,47,22,1,--,--,--,,,,,,,,,,,4,2,2,--,1,--,27,27,8,3,--,3,6,--,--,--,--,48,47,46,13,13,44,16,1,--,--,--,3,4,7,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Lake State High School,Forest Lake,154,153,1,114,14,52,--,0,99%,94%,153,114,14,49,81,25,2,18,1,20,,,,,,,,,,,,,,,,,52,52,20,2,14,3,4,--,4,1,4,101,101,94,12,35,78,21,2,14,--,16,9,14,19,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,
