School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Good Shepherd Catholic College,Mount Isa,50,38,1,41,8,28,--,3,88%,91%,38,35,7,29,10,--,--,--,--,--,11,6,1,3,5,--,--,--,--,--,,,,,,,28,25,25,3,23,6,--,--,--,--,--,21,13,16,5,9,9,--,--,--,--,--,7,5,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Shepherd Lutheran College,Noosaville,70,62,--,13,2,65,--,2,93%,95%,62,10,1,--,8,2,--,--,1,--,8,3,1,2,--,1,--,--,--,--,,,,,,,65,60,10,1,2,6,2,--,--,1,--,5,2,3,1,--,2,1,--,--,--,--,14,23,12,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodna Special School,Goodna,6,--,6,2,--,--,--,0,33%,--,,,,,,,,,,,,,,,,,,,,,6,2,--,2,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goondiwindi State High School,Goondiwindi,72,51,1,64,16,30,--,5,90%,95%,51,50,11,46,39,2,--,--,--,--,20,14,5,14,5,1,--,--,--,--,,,,,,,30,27,28,2,26,21,--,--,--,--,--,41,24,36,14,34,23,3,--,--,--,--,1,9,6,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordonvale State High School,Gordonvale,85,77,--,84,10,21,--,0,100%,100%,77,76,10,72,50,2,--,2,--,2,8,8,--,5,3,--,--,--,--,--,,,,,,,21,20,21,--,21,8,1,--,--,--,--,64,57,63,10,56,45,1,--,2,--,2,2,7,8,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Grace Lutheran College,Rothwell,238,226,--,112,35,218,--,1,97%,98%,226,107,33,52,73,37,1,--,16,1,12,5,2,2,3,1,--,--,--,--,,,,,,,218,209,94,28,43,61,35,1,--,16,1,20,17,18,7,11,15,3,--,--,--,--,33,69,55,46,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Groves Christian College,Kingston,74,49,1,63,6,24,--,11,85%,86%,49,49,2,35,44,19,--,--,4,3,24,13,4,4,9,2,--,--,1,1,1,1,--,--,--,1,24,24,24,1,17,21,13,--,--,3,1,49,25,38,5,22,32,8,--,--,2,3,2,12,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gympie Special School,Gympie,12,--,12,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gympie State High School,Gympie,171,134,--,135,44,70,--,12,93%,91%,134,110,34,85,56,31,1,--,--,--,37,25,10,16,6,2,1,--,--,--,,,,,,,70,70,47,10,29,17,19,1,--,--,--,101,64,88,34,72,45,14,1,--,--,--,12,14,26,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Harristown State High School,Toowoomba,223,163,--,157,48,92,--,8,93%,93%,163,112,41,68,69,21,--,--,1,--,60,45,7,36,14,1,--,--,--,--,,,,,,,92,79,40,12,8,28,5,--,--,1,--,131,84,117,36,96,55,17,--,--,--,--,12,20,32,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Heatley Secondary College,Heatley,98,48,3,41,5,23,--,30,63%,100%,48,27,2,13,18,7,--,--,--,2,47,12,3,4,6,2,1,--,--,2,3,2,--,2,--,--,23,18,11,1,3,5,5,--,--,--,1,72,30,28,4,14,19,4,1,--,--,3,3,5,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Heights College,North Rockhampton,36,30,--,19,2,33,--,0,86%,88%,30,18,1,11,12,2,--,--,5,--,6,1,1,--,--,--,--,--,--,--,,,,,,,33,28,16,1,11,11,1,--,--,5,--,3,2,3,1,--,1,1,--,--,--,--,7,9,11,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Helensvale State High School,Helensvale,299,231,--,257,76,129,--,9,95%,90%,231,203,58,157,119,45,14,--,13,3,68,54,18,40,24,2,2,--,--,1,,,,,,,129,116,101,17,91,37,10,5,--,13,--,170,115,156,59,106,106,37,11,--,--,4,9,29,46,37,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Hervey Bay Senior College,Hervey Bay,45,30,--,41,1,--,--,3,93%,100%,30,29,1,9,26,15,--,--,--,--,15,12,--,3,10,3,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hervey Bay Special School,Hervey Bay,12,--,12,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hervey Bay State High School,Pialba,97,67,--,91,14,44,--,4,96%,88%,67,65,10,63,42,1,--,--,3,--,30,26,4,26,15,--,--,--,--,--,,,,,,,44,34,42,2,40,22,1,--,--,3,--,53,33,49,12,49,35,--,--,--,--,--,3,11,10,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillbrook Anglican School,Enoggera,119,113,1,24,--,118,--,0,96%,96%,113,23,--,--,23,1,--,--,--,1,5,1,--,--,1,--,--,--,--,1,,,,,,,118,113,24,--,--,24,1,--,--,--,2,,,,,,,,,,,,33,34,29,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillcrest Christian College,Reedy Creek,78,67,--,23,12,67,--,4,88%,90%,67,21,11,1,12,10,--,--,1,2,11,2,1,1,--,1,--,--,--,1,,,,,,,67,62,16,6,1,11,6,--,--,1,1,11,5,7,6,1,1,5,--,--,--,2,11,16,20,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Hills International College,Jimboomba,23,22,--,3,1,19,--,1,96%,100%,22,3,1,--,2,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,1,--,2,1,--,--,--,--,3,9,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Holland Park State High School,Holland Park,84,67,--,84,8,47,--,0,100%,95%,67,67,7,66,32,7,1,--,--,1,17,17,1,17,4,--,--,--,--,1,,,,,,,47,41,47,2,46,17,2,1,--,--,1,37,26,37,6,37,19,5,--,--,--,1,9,18,14,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy Spirit College,North Mackay,123,100,1,83,15,70,--,2,94%,95%,100,67,11,32,38,30,--,--,--,--,22,15,4,12,3,7,--,--,--,--,1,1,--,1,--,--,70,64,32,1,2,30,1,--,--,--,--,52,36,50,14,42,11,36,--,--,--,--,14,22,25,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Home Hill State High School,Home Hill,45,40,--,37,3,22,--,2,93%,100%,40,35,2,35,23,--,--,--,--,--,5,2,1,2,--,--,--,--,--,--,,,,,,,22,21,17,--,17,7,--,--,--,--,--,23,19,20,3,20,16,--,--,--,--,--,3,12,2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hughenden State School,Hughenden,9,9,--,9,3,6,--,0,100%,100%,9,9,3,9,1,2,--,--,--,--,,,,,,,,,,,,,,,,,6,6,6,1,6,--,1,--,--,--,--,3,3,3,2,3,1,1,--,--,--,--,0,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ignatius Park College,Cranbrook,146,123,--,98,19,87,--,0,94%,97%,123,84,18,54,40,1,--,--,--,--,23,14,1,11,3,--,--,--,--,--,,,,,,,87,73,41,8,10,33,1,--,--,--,--,59,50,57,11,55,10,--,--,--,--,--,17,21,25,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Immanuel Lutheran College,Buderim,74,70,1,23,2,70,--,0,96%,93%,70,22,2,2,13,10,--,--,--,--,3,1,--,1,--,--,--,--,--,--,,,,,,,70,67,20,1,1,13,7,--,--,--,--,3,3,3,1,2,--,3,--,--,--,--,14,15,28,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Indooroopilly State High School,Indooroopilly,157,111,--,38,5,114,10,15,76%,99%,111,30,3,9,13,6,6,--,8,--,46,8,2,7,1,--,--,--,--,1,,,,,,,114,90,24,2,4,13,4,6,--,8,--,31,10,13,3,11,1,2,--,--,--,1,26,35,25,19,9,,,,,,,,,,,,2,1,1,--,1,--,--,--,--,--,--,1,3,5,1
Ingham State High School,Ingham,89,76,--,89,33,40,--,0,100%,100%,76,76,31,76,56,5,--,--,--,--,13,13,2,13,8,1,--,--,--,--,,,,,,,40,38,40,12,40,29,1,--,--,--,--,49,38,49,21,49,35,5,--,--,--,--,5,12,12,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Innisfail State College,Innisfail,114,84,2,92,26,47,--,1,97%,90%,84,65,19,38,55,7,--,--,1,--,28,25,7,12,23,--,--,--,--,--,2,2,--,--,2,--,47,43,26,5,16,16,1,--,--,1,--,65,41,64,21,34,62,6,--,--,--,--,6,11,10,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Iona College,Lindum,176,172,--,42,18,123,--,2,99%,98%,172,40,18,2,23,6,1,--,3,4,4,2,--,--,2,--,--,--,--,1,,,,,,,123,122,21,5,--,17,1,--,--,3,2,53,50,21,13,2,8,5,1,--,--,3,24,42,44,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Girls' Grammar School,East Ipswich,97,92,--,53,8,67,--,1,99%,99%,92,49,8,17,45,9,--,--,2,1,5,4,--,2,4,1,--,--,--,1,,,,,,,67,65,28,3,8,26,7,--,--,2,1,30,27,25,5,11,23,3,--,--,--,1,10,27,21,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Grammar School,Ipswich,139,122,--,33,15,116,--,2,91%,94%,122,28,13,2,8,19,--,--,3,1,17,5,2,1,1,3,--,--,--,--,,,,,,,116,105,12,7,1,2,8,--,--,3,1,23,17,21,8,2,7,14,--,--,--,--,34,27,27,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Special School,Ipswich,22,--,22,1,--,--,--,0,5%,--,,,,,,,,,,,,,,,,,,,,,22,1,--,1,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich State High School,Brassall,156,114,--,143,20,59,--,8,94%,74%,114,111,17,109,70,12,--,--,--,--,42,32,3,27,15,--,1,--,--,--,,,,,,,59,48,55,6,54,34,4,--,--,--,--,97,66,88,14,82,51,8,1,--,--,--,2,8,19,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Isis District State High School,Childers,78,60,6,62,11,27,--,3,87%,94%,60,54,11,44,43,4,--,--,--,--,12,7,--,4,5,--,--,--,--,--,6,1,--,1,--,--,27,23,20,4,12,14,1,--,--,--,--,45,37,41,7,36,34,3,--,--,--,--,3,6,11,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Islamic College of Brisbane,Karawatha,21,21,--,--,--,21,--,0,100%,95%,21,--,--,--,--,--,--,--,--,1,,,,,,,,,,,,,,,,,21,21,--,--,--,--,--,--,--,--,1,,,,,,,,,,,,3,5,8,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jabiru Community College,Bracken Ridge,6,--,--,4,--,--,--,2,67%,--,,,,,,,,,,,6,4,--,4,2,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Nash State High School,Gympie,145,126,--,86,15,66,--,8,92%,98%,126,78,15,31,75,12,--,--,13,--,19,8,--,3,7,1,--,--,--,--,,,,,,,66,62,19,6,2,17,1,--,--,12,--,79,64,67,9,32,65,12,--,--,1,--,14,18,17,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,
John Paul College,Daisy Hill,176,161,--,154,31,106,16,1,97%,98%,161,145,30,46,141,40,7,--,1,3,15,9,1,4,7,1,--,--,--,--,,,,,,,106,97,86,8,21,81,16,4,--,--,2,51,47,50,23,26,50,25,3,--,1,1,15,34,29,25,3,16,16,15,--,3,14,--,--,--,--,--,3,1,3,--,--,3,--,--,--,--,--,1,1,4,10
Kawana Waters State College,Bokarina,152,138,--,145,34,73,--,2,98%,90%,138,134,29,95,123,18,--,--,1,--,14,11,5,10,8,--,--,--,--,--,,,,,,,73,71,69,10,39,67,3,--,--,1,--,79,67,76,24,66,64,15,--,--,--,--,6,18,26,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Kedron State High School,Wooloowin,180,152,--,91,17,122,--,9,92%,89%,152,78,12,54,44,18,11,--,9,--,28,13,5,8,5,1,--,--,--,--,,,,,,,122,112,50,6,35,16,11,11,--,8,--,58,40,41,11,27,33,8,--,--,1,--,23,36,25,30,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Keebra Park State High School,Southport,122,79,--,106,35,21,--,3,98%,97%,79,66,22,56,43,11,4,--,--,--,43,40,13,38,9,4,2,--,--,--,,,,,,,21,21,10,6,2,1,3,2,--,--,--,101,58,96,29,92,51,12,4,--,--,--,2,11,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelvin Grove State College,Kelvin Grove,215,171,3,123,41,121,--,6,95%,89%,171,89,36,28,25,46,--,--,23,--,41,31,5,22,4,5,--,--,--,--,3,3,--,3,--,--,121,109,51,17,17,17,18,--,--,22,--,91,62,69,24,33,12,33,--,--,1,--,14,42,30,27,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenmore State High School,Kenmore,285,245,1,131,19,244,--,2,93%,92%,245,110,14,85,56,21,--,--,7,4,39,20,5,16,14,2,--,--,--,--,1,1,--,1,--,--,244,220,92,10,67,39,16,--,--,7,4,40,25,38,9,34,31,7,--,--,--,--,62,72,47,40,23,,,,,,,,,,,,,,,,,,,,,,,,,,
Kepnock State High School,Bundaberg,173,117,3,94,14,76,--,19,84%,96%,117,66,10,40,42,8,--,--,1,--,53,28,4,18,16,--,--,--,--,--,,,,,,,76,70,24,5,7,15,6,--,--,1,--,94,47,70,9,51,43,2,--,--,--,--,10,11,32,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Kilcoy State High School,Kilcoy,65,48,--,63,17,21,--,0,100%,94%,48,46,12,44,36,3,--,--,--,--,17,17,5,17,12,1,--,--,--,--,,,,,,,21,19,19,3,17,9,2,--,--,--,--,44,29,44,14,44,39,2,--,--,--,--,1,3,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimberley College,Carbrook,88,70,--,15,6,42,--,10,84%,93%,70,11,5,--,2,6,2,--,3,1,18,4,1,1,1,1,--,--,--,1,,,,,,,42,38,3,1,--,--,2,1,--,3,--,46,32,12,5,1,3,5,1,--,--,2,10,9,13,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Christian College,Reedy Creek,95,72,--,48,17,73,--,5,86%,92%,72,38,12,--,27,11,--,--,2,1,23,10,5,--,7,1,--,--,--,--,,,,,,,73,60,34,10,--,28,6,--,--,2,--,22,12,14,7,--,6,6,--,--,--,1,7,18,25,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingaroy State High School,Kingaroy,175,108,8,105,38,71,--,20,85%,95%,108,64,20,31,40,9,2,1,1,1,59,35,18,20,13,1,--,--,--,--,8,6,--,6,--,--,71,66,28,7,9,20,2,--,--,--,--,96,42,71,31,42,33,8,2,1,1,1,19,14,22,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingston College,Kingston,57,55,--,57,14,19,--,0,100%,100%,55,55,13,55,30,10,--,--,2,--,2,2,1,2,2,--,--,--,--,--,,,,,,,19,18,19,4,19,5,6,--,--,2,--,38,37,38,10,38,27,4,--,--,--,--,0,9,2,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingston Learning Centre,Kingston,76,1,--,20,3,--,--,56,26%,100%,1,1,--,1,1,--,--,--,--,1,75,19,3,12,5,2,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirwan State High School,Kirwan,295,243,--,226,44,120,--,2,98%,97%,243,181,36,132,160,23,1,--,7,1,52,45,8,32,30,2,--,--,--,--,,,,,,,120,112,55,13,13,51,4,--,--,7,--,175,131,171,31,151,139,21,1,--,--,1,19,23,40,31,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuraby Special School,Kuraby,10,--,10,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuranda District State College,Myola,25,19,--,20,11,4,--,1,96%,67%,19,15,7,14,8,--,--,--,--,--,6,5,4,3,1,2,--,--,--,--,,,,,,,4,4,2,--,2,--,--,--,--,--,--,21,15,18,11,15,9,2,--,--,--,--,0,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Laidley State High School,Laidley,73,58,3,69,11,28,--,3,96%,91%,58,57,8,44,45,5,--,--,1,--,12,9,2,3,7,--,--,--,--,--,3,3,1,3,3,--,28,28,28,2,25,19,1,--,--,1,--,42,30,38,8,22,33,4,--,--,--,--,6,9,7,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lighthouse Christian School,Norman Gardens,6,5,--,2,--,5,--,1,83%,100%,5,2,--,--,2,--,--,--,--,--,,,,,,,,,,,,,,,,,5,5,2,--,--,2,--,--,--,--,--,,,,,,,,,,,,0,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Livingstone Christian College,Ormeau,29,21,--,25,6,16,--,1,93%,93%,21,19,5,17,1,8,1,--,--,4,8,6,1,6,--,--,--,--,--,--,,,,,,,16,14,14,2,14,1,5,--,--,--,--,13,7,11,4,9,--,3,1,--,--,4,2,2,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Lockyer District State High School,Gatton,169,139,10,126,21,75,--,8,91%,87%,139,111,20,96,70,10,--,--,--,1,20,8,1,6,5,--,--,--,--,--,10,7,--,7,1,--,75,67,55,9,51,31,8,--,--,--,--,84,72,64,12,51,44,2,--,--,--,1,7,17,20,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan City Special School,Logan Central,15,--,15,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loganlea State High School,Loganlea,119,95,--,119,28,30,--,0,100%,86%,95,95,25,81,73,35,--,--,1,--,24,24,3,21,11,1,--,--,--,--,,,,,,,30,23,30,9,25,20,3,--,--,1,--,89,72,89,19,77,64,33,--,--,--,--,2,2,11,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Longreach State High School,Longreach,24,15,--,21,7,10,--,1,96%,33%,15,13,6,13,5,--,--,--,--,--,9,8,1,7,3,--,--,--,--,--,,,,,,,10,9,8,3,8,4,--,--,--,--,--,14,6,13,4,12,4,--,--,--,--,--,1,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Loreto College Coorparoo,Coorparoo,138,134,--,19,3,124,--,0,98%,98%,134,18,3,--,2,15,1,--,3,5,4,1,--,--,--,1,--,--,--,--,,,,,,,124,120,8,2,--,2,5,1,--,3,2,14,14,11,1,--,--,11,--,--,--,3,35,28,43,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Lourdes Hill College,Hawthorne,156,143,--,51,5,141,--,3,95%,95%,143,46,3,--,44,4,--,--,8,3,13,5,2,--,3,2,--,--,--,--,,,,,,,141,134,42,2,--,41,2,--,--,8,2,15,9,9,3,--,6,4,--,--,--,1,25,31,47,31,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowood State High School,Lowood,106,71,--,75,12,46,--,3,92%,94%,71,49,6,31,38,4,--,--,--,--,35,26,6,14,19,--,--,--,--,--,,,,,,,46,34,19,2,5,16,1,--,--,--,--,60,37,56,10,40,41,3,--,--,--,--,4,14,8,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Mabel Park State High School,Slacks Creek,60,57,1,57,17,20,--,1,97%,100%,57,56,17,56,54,12,--,--,--,1,,,,,,,,,,,1,1,--,1,1,--,20,19,18,5,18,17,6,--,--,--,--,39,38,38,12,38,37,6,--,--,--,1,0,0,6,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,
MacGregor State High School,Macgregor,294,254,2,281,6,110,--,7,98%,99%,254,248,6,247,58,6,--,--,3,6,38,31,--,31,--,--,--,--,--,2,2,2,--,2,--,--,110,110,106,1,106,13,2,--,--,2,2,182,144,173,5,172,45,4,--,--,1,6,16,45,32,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay Christian College,North Mackay,90,74,--,37,11,49,--,6,91%,97%,74,29,7,22,11,3,--,--,--,1,16,8,4,6,1,--,--,--,--,--,,,,,,,49,46,13,1,9,6,1,--,--,--,--,41,28,24,10,19,6,2,--,--,--,1,6,13,13,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay District Special School,Mackay,6,--,6,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay North State High School,North Mackay,220,189,3,133,29,127,--,0,95%,94%,189,114,26,70,78,7,--,--,--,1,28,19,3,15,8,1,--,--,--,--,,,,,,,127,111,51,6,18,37,2,--,--,--,--,90,78,82,23,67,49,6,--,--,--,1,13,31,38,36,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay State High School,Mackay,103,90,1,99,18,41,--,3,96%,97%,90,90,17,88,81,3,--,--,2,--,12,9,1,8,7,--,--,--,--,--,,,,,,,41,40,41,3,39,35,--,--,--,2,--,61,50,58,15,57,53,3,--,--,--,--,9,4,20,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackenzie State Primary and Special School,Mackenzie,4,--,4,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malanda State High School,Malanda,48,45,--,47,6,33,--,0,100%,100%,45,44,5,42,36,1,--,--,--,--,3,3,1,2,--,--,--,--,--,--,,,,,,,33,31,32,2,32,23,1,--,--,--,--,15,14,15,4,12,13,--,--,--,--,--,4,10,9,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Maleny State High School,Maleny,99,88,--,97,16,55,--,0,99%,100%,88,87,15,87,46,5,--,--,2,1,11,10,1,10,8,--,--,--,--,--,,,,,,,55,50,53,7,53,24,--,--,--,2,--,44,38,44,9,44,30,5,--,--,--,1,9,26,15,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Mansfield State High School,Mansfield,296,263,--,132,19,243,--,6,95%,96%,263,114,19,56,63,10,2,--,21,8,33,18,--,14,3,1,--,--,--,1,,,,,,,243,228,88,5,33,59,5,1,--,20,6,53,35,44,14,37,7,6,1,--,1,3,64,71,63,37,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Mareeba State High School,Mareeba,121,82,2,108,42,42,--,4,96%,95%,82,74,32,63,49,13,--,2,1,3,37,33,10,26,12,1,--,--,--,--,2,1,--,1,--,--,42,40,35,9,30,19,4,--,--,1,1,77,42,72,33,59,42,10,--,2,--,2,6,15,10,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Marist College Ashgrove,Ashgrove,242,234,--,56,15,196,--,0,99%,97%,234,51,14,32,40,3,--,--,12,2,8,5,1,2,3,--,--,--,--,--,,,,,,,196,192,12,--,5,6,1,--,--,11,1,46,42,44,15,29,37,2,--,--,1,1,48,64,45,32,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Marist College Emerald,Emerald,77,55,--,49,22,42,--,8,87%,93%,55,37,14,8,28,4,--,--,--,--,22,12,8,5,5,--,--,--,--,--,,,,,,,42,38,24,3,5,18,1,--,--,--,--,35,17,25,19,8,15,3,--,--,--,--,3,17,15,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Maroochydore State High School,Maroochydore,171,147,3,138,33,88,--,6,95%,100%,147,123,29,51,101,38,--,--,6,1,21,14,4,10,6,5,--,--,--,--,3,1,--,--,1,--,88,86,66,16,27,53,15,--,--,5,1,80,61,71,17,34,54,28,--,--,1,--,16,22,31,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsden State High School,Waterford West,241,156,--,223,39,49,--,4,97%,100%,156,145,27,91,125,24,--,--,1,1,85,78,12,56,54,5,--,--,--,3,,,,,,,49,44,36,6,17,28,6,--,--,1,--,192,112,187,33,130,151,23,--,--,--,4,1,12,13,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Mary MacKillop College,Nundah,80,77,--,30,4,42,--,2,98%,94%,77,29,4,2,15,20,--,--,--,9,3,1,--,--,--,1,--,--,--,1,,,,,,,42,42,3,1,2,--,1,--,--,--,--,38,35,27,3,--,15,20,--,--,--,10,9,11,16,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryborough Special School,Maryborough,6,--,6,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryborough State High School,Maryborough,134,109,4,132,8,60,--,0,99%,90%,109,109,7,108,108,20,--,--,--,2,21,19,1,16,13,--,--,--,--,--,4,4,--,4,--,--,60,50,58,2,56,54,4,--,--,--,--,70,59,70,6,68,67,16,--,--,--,2,5,10,20,19,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Marymount College,Burleigh Waters,198,185,1,143,28,129,--,0,99%,96%,185,132,26,95,80,25,--,1,6,2,12,11,2,7,9,--,--,--,--,1,,,,,,,129,126,86,9,65,46,9,--,--,6,--,68,59,57,19,37,43,16,--,1,--,3,17,33,49,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,
