School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Gladstone State High School,Gladstone,195,193,2,130,10,68,--,0,99%,95%,193,129,10,43,113,29,--,--,4,--,,,,,,,,,,,2,1,--,1,--,--,68,68,18,3,1,10,7,--,--,3,--,125,125,111,7,42,103,22,--,--,1,--,8,16,24,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Glasshouse Christian College,Beerwah,77,74,--,47,11,44,--,1,99%,100%,74,45,11,3,30,16,1,15,1,15,3,2,--,--,--,--,--,2,--,2,,,,,,,44,44,18,5,--,9,5,--,5,1,5,33,30,29,6,3,21,11,1,12,--,12,7,13,12,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenala State High School,Inala Heights,121,121,--,106,26,26,--,0,100%,98%,121,106,26,64,91,14,--,1,--,1,,,,,,,,,,,,,,,,,26,26,15,--,13,6,--,--,--,--,--,95,95,91,26,51,85,14,--,1,--,1,2,3,8,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenden State School,Glenden,7,7,--,7,4,3,--,0,100%,100%,7,7,4,7,6,1,--,--,--,--,,,,,,,,,,,,,,,,,3,3,3,--,3,2,--,--,--,--,--,4,4,4,4,4,4,1,--,--,--,--,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenmore State High School,North Rockhampton,70,65,4,59,13,15,--,0,97%,67%,65,56,11,3,52,21,--,--,--,--,1,1,--,--,1,--,--,--,--,--,4,2,2,--,1,--,15,15,10,2,--,9,3,--,--,--,--,51,50,47,9,3,44,18,--,--,--,--,1,0,6,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold Coast Christian College,Reedy Creek,12,9,--,3,--,8,--,1,83%,88%,9,2,--,--,1,2,--,--,--,--,3,1,--,--,--,1,--,--,--,--,,,,,,,,,,,,,,,,,,4,2,3,--,--,1,3,--,--,--,--,1,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Counsel College,Innisfail,65,63,--,44,10,44,--,0,97%,95%,63,44,10,31,26,25,5,--,--,--,,,,,,,,,,,,,,,,,44,42,23,3,13,6,12,3,--,--,--,21,21,21,7,18,20,13,2,--,--,--,8,14,13,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Shepherd Catholic College,Mount Isa,72,70,1,68,18,18,--,0,100%,96%,70,66,16,37,43,21,--,--,1,--,1,1,1,--,1,--,--,--,--,--,1,1,1,--,--,--,18,18,16,3,14,3,3,--,--,1,--,53,52,51,14,23,41,18,--,--,--,--,1,10,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Shepherd Christian School,Albany Creek,5,4,--,2,--,2,--,1,80%,100%,4,2,--,--,1,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,--,--,1,1,--,--,--,--,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Shepherd Lutheran College,Noosaville,81,81,--,23,5,72,--,0,100%,100%,81,23,5,--,20,9,--,--,3,--,,,,,,,,,,,,,,,,,72,72,14,1,--,13,3,--,--,3,--,9,9,9,4,--,7,6,--,--,--,--,19,26,19,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodna Special School,Goodna,7,--,7,3,2,--,--,0,43%,--,,,,,,,,,,,,,,,,,,,,,7,3,2,2,2,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goondiwindi State High School,Goondiwindi,76,73,3,70,23,30,--,0,99%,88%,73,68,22,1,65,5,--,--,5,--,,,,,,,,,,,3,2,1,--,1,--,30,30,27,2,1,25,2,--,--,5,--,43,43,41,20,--,40,3,--,--,--,--,1,7,12,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordonvale State High School,Gordonvale,111,110,1,50,12,43,--,0,100%,97%,110,49,12,1,40,4,--,--,--,--,,,,,,,,,,,1,1,--,1,--,--,43,43,11,2,--,10,--,--,--,--,--,67,67,38,10,1,30,4,--,--,--,--,3,12,10,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Grace Lutheran College,Rothwell,258,251,1,118,36,199,--,1,98%,96%,251,115,34,28,80,77,7,--,8,1,6,3,2,--,2,2,--,--,--,--,,,,,,,199,197,62,14,2,34,40,3,--,8,1,58,54,56,22,26,48,39,4,--,--,--,38,71,51,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Groves Christian College,Kingston,101,97,2,64,12,54,--,2,97%,93%,97,63,11,1,58,9,--,--,7,1,,,,,,,,,,,2,1,1,--,--,--,54,54,30,4,1,25,6,--,--,7,1,45,43,33,7,--,33,3,--,--,--,--,8,9,13,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Gympie Flexible Learning Centre,Gympie,29,3,--,13,--,--,--,16,45%,--,3,3,--,3,3,1,--,--,--,--,26,10,--,6,9,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gympie Special School,Gympie,6,--,6,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gympie State High School,Gympie,141,137,2,121,30,48,--,0,99%,100%,137,118,30,80,101,30,6,--,1,--,2,2,--,2,--,--,--,--,--,--,2,1,--,1,1,--,48,48,30,--,16,20,4,4,--,1,--,91,89,90,30,66,81,26,2,--,--,--,5,13,17,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Harristown State High School,Toowoomba,230,219,9,127,50,77,--,0,100%,86%,219,117,48,60,65,46,1,--,5,1,2,2,--,2,1,--,--,--,--,--,9,8,2,7,4,--,77,77,17,6,9,5,5,--,--,5,--,144,142,102,42,53,61,41,1,--,--,1,7,20,28,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Heatley Secondary College,Heatley,91,83,7,75,6,21,--,0,97%,86%,83,70,6,33,54,1,--,--,--,--,1,1,--,--,1,--,--,--,--,--,7,4,--,--,4,1,21,21,18,2,7,12,--,--,--,--,--,63,62,53,4,26,43,1,--,--,--,--,1,1,9,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Heights College,North Rockhampton,73,67,--,31,8,43,--,4,93%,91%,67,30,7,3,21,20,--,--,4,--,6,1,1,--,--,--,--,--,--,--,,,,,,,43,42,10,1,1,7,7,--,--,4,--,30,25,21,7,2,14,13,--,--,--,--,4,8,17,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Helensvale State High School,Helensvale,396,394,1,327,86,97,--,0,100%,97%,394,325,86,73,275,139,53,67,28,73,1,1,--,--,1,--,--,--,--,--,1,1,--,1,1,--,97,97,28,3,--,24,1,3,3,28,3,298,297,298,83,73,252,138,50,64,--,70,19,40,24,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemmant Flexible Learning Centre (Hemmant),Hemmant,3,--,--,2,1,--,--,1,67%,--,,,,,,,,,,,3,2,1,--,2,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hervey Bay Special School,Hervey Bay,9,--,9,7,1,--,--,0,78%,--,,,,,,,,,,,,,,,,,,,,,9,7,1,7,3,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hervey Bay State High School,Pialba,124,116,2,109,14,49,--,0,98%,97%,116,104,13,96,55,28,--,--,4,--,6,4,--,3,2,--,--,--,--,--,2,1,1,1,1,--,49,47,38,3,38,10,3,--,--,4,--,73,69,70,10,61,47,25,--,--,--,--,2,13,19,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Highlands Christian College,Toowoomba,44,41,--,28,12,31,--,1,98%,96%,41,26,12,--,7,11,--,11,8,12,3,2,--,--,1,1,--,--,--,--,,,,,,,31,31,16,7,--,1,7,--,8,7,8,13,10,12,5,--,7,5,--,3,1,4,6,9,13,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillbrook Anglican School,Enoggera,120,118,--,3,1,119,--,1,98%,100%,118,3,1,--,1,1,--,--,1,1,,,,,,,,,,,,,,,,,119,118,3,1,--,1,1,--,--,1,1,,,,,,,,,,,,40,41,20,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillcrest Christian College,Reedy Creek,82,80,--,41,17,46,--,0,100%,96%,80,39,16,3,19,17,1,17,15,17,2,2,1,--,--,2,--,1,--,1,,,,,,,46,46,11,4,--,4,4,--,5,12,5,36,34,30,13,3,15,15,1,13,3,13,8,14,13,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hills International College,Jimboomba,19,19,--,10,--,13,--,0,100%,100%,19,10,--,--,--,1,1,8,--,9,,,,,,,,,,,,,,,,,13,13,4,--,--,--,1,--,3,--,4,6,6,6,--,--,--,--,1,5,--,5,2,2,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Holland Park State High School,Holland Park,81,80,--,28,7,32,--,0,99%,100%,80,28,7,5,17,6,1,--,1,2,,,,,,,,,,,,,,,,,32,31,1,--,1,--,--,--,--,1,--,49,49,27,7,4,17,6,1,--,--,2,5,10,14,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy Spirit College,North Mackay,115,109,--,53,9,74,--,0,99%,92%,109,48,8,14,30,39,--,--,--,--,6,5,1,--,2,4,--,--,--,--,,,,,,,74,73,13,--,--,8,6,--,--,--,--,41,36,40,9,14,24,37,--,--,--,--,10,28,20,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Home Hill State High School,Home Hill,31,31,--,27,8,15,--,0,100%,100%,31,27,8,8,27,1,--,--,--,--,,,,,,,,,,,,,,,,,15,15,13,3,8,13,1,--,--,--,--,16,16,14,5,--,14,--,--,--,--,--,0,6,8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Horizons College,Caboolture,16,12,--,16,1,--,--,0,100%,100%,12,12,1,8,11,3,--,--,--,--,4,4,--,2,4,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hughenden State School,Hughenden,6,6,--,1,1,--,--,0,100%,--,6,1,1,--,--,--,--,--,--,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymba Yumba Independent School,Springfield,10,10,--,2,2,3,--,0,100%,100%,10,2,2,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,2,2,--,--,--,--,--,--,--,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ignatius Park College,Cranbrook,172,158,--,58,12,113,--,2,97%,98%,158,50,11,39,36,20,--,--,--,--,14,8,1,6,3,--,--,--,--,--,,,,,,,113,108,6,4,--,3,4,--,--,--,--,59,50,52,8,45,36,16,--,--,--,--,23,36,34,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Immanuel Lutheran College,Buderim,84,82,--,34,8,58,--,0,100%,100%,82,32,7,7,28,8,4,2,--,2,2,2,1,--,--,--,1,--,--,--,,,,,,,58,58,8,--,--,7,2,--,--,--,--,26,24,26,8,7,21,6,5,2,--,2,13,19,18,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Inala Flexible Learning Centre (Inala),Inala,4,1,--,1,--,--,--,3,25%,--,1,1,--,1,1,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indooroopilly State High School,Indooroopilly,249,243,--,113,11,191,19,4,98%,100%,243,113,11,62,47,44,1,17,14,17,,,,,,,,,,,,,,,,,191,190,77,5,33,20,22,1,16,14,16,33,33,31,6,24,27,22,--,1,--,1,49,63,40,28,11,19,18,4,--,4,--,--,--,--,--,--,6,2,1,--,1,--,--,--,--,--,--,0,3,7,9
Ingham State High School,Ingham,75,72,3,73,15,31,--,0,97%,100%,72,72,15,15,70,25,--,--,5,--,,,,,,,,,,,3,1,--,--,1,--,31,31,31,6,--,31,5,--,--,4,--,41,41,41,9,15,39,20,--,--,1,--,5,15,9,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Innisfail State College,Innisfail,105,102,3,101,10,32,--,0,99%,89%,102,99,10,1,99,14,--,--,--,--,,,,,,,,,,,3,2,--,--,2,--,32,32,30,--,--,30,1,--,--,--,--,70,70,69,10,1,69,13,--,--,--,--,3,8,13,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Iona College,Lindum,197,196,--,71,8,156,--,0,99%,100%,196,71,8,1,23,54,--,23,--,25,,,,,,,,,,,,,,,,,156,155,31,2,--,3,16,--,17,--,18,41,41,40,6,1,20,38,--,6,--,7,44,47,39,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Girls' Grammar School,East Ipswich,101,99,--,45,--,79,--,0,100%,100%,99,43,--,27,17,9,--,12,2,12,2,2,--,--,1,--,--,2,--,2,,,,,,,79,79,24,--,17,5,--,--,7,2,7,22,20,21,--,10,13,9,--,7,--,7,18,32,21,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Grammar School,Ipswich,116,113,--,64,6,66,--,0,99%,99%,113,62,6,8,26,27,2,41,--,42,3,2,--,1,2,1,--,1,--,1,,,,,,,66,65,17,--,--,1,5,2,13,--,13,50,48,47,6,9,27,23,--,29,--,30,25,18,19,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Special School,Ipswich,10,--,10,4,1,--,--,0,40%,--,,,,,,,,,,,,,,,,,,,,,10,4,1,4,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich State High School,Brassall,207,207,--,206,37,51,--,0,100%,93%,207,206,37,133,206,44,--,--,8,--,,,,,,,,,,,,,,,,,51,51,50,6,24,50,9,--,--,8,--,156,156,156,31,109,156,35,--,--,--,--,3,12,14,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich West Special School,West Ipswich,5,--,5,4,3,--,--,0,80%,--,,,,,,,,,,,,,,,,,,,,,5,4,3,4,3,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isis District State High School,Childers,84,80,3,55,10,33,--,1,98%,95%,80,53,8,20,44,3,--,--,--,--,,,,,,,,,,,3,2,2,1,1,--,33,33,6,5,--,5,1,--,--,--,--,48,47,47,3,20,39,2,--,--,--,--,7,6,8,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Islamic College of Brisbane,Karawatha,32,22,--,20,--,22,--,0,97%,97%,22,11,--,--,2,3,--,10,--,10,10,9,--,--,2,2,--,8,--,9,,,,,,,22,20,10,--,--,1,2,--,10,--,10,10,2,10,--,--,3,3,--,8,--,9,3,6,5,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Jabiru Community College,Zillmere,22,--,--,13,2,--,--,9,59%,--,,,,,,,,,,,22,13,2,6,7,3,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Nash State High School,Gympie,159,159,--,123,15,65,--,0,100%,93%,159,123,15,62,109,13,--,--,4,1,,,,,,,,,,,,,,,,,65,65,33,3,17,20,6,--,--,3,--,94,94,90,12,45,89,7,--,--,1,1,15,17,15,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,
John Paul College,Daisy Hill,126,119,--,43,5,83,2,5,96%,99%,119,43,5,1,13,35,23,23,2,24,7,--,--,--,--,--,--,--,--,1,,,,,,,83,83,9,--,--,--,9,2,--,1,--,40,36,34,5,1,13,26,21,23,1,25,19,31,22,11,0,2,0,--,--,--,--,--,--,--,--,--,1,--,--,--,--,--,--,--,--,--,--,0,0,1,1
Jubilee Christian College (Atherton),Atherton,13,7,--,9,1,--,--,3,77%,100%,7,6,1,--,5,3,--,--,--,1,6,3,--,--,2,2,--,--,2,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kairos Community College,Deception Bay,15,15,--,9,4,--,--,0,100%,100%,15,9,4,1,5,4,--,--,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawana Waters State College,Bokarina,139,139,--,139,11,49,--,0,100%,100%,139,139,11,52,137,27,2,--,2,--,,,,,,,,,,,,,,,,,49,49,49,1,16,48,1,1,--,--,--,90,90,90,10,36,89,26,1,--,2,--,6,23,18,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kedron State High School,Wooloowin,224,218,1,134,37,115,--,2,99%,98%,218,130,35,46,78,50,9,17,13,23,5,3,2,2,1,--,--,--,--,--,1,1,--,1,1,--,115,115,33,11,12,13,19,3,3,13,4,108,103,100,26,36,66,31,6,14,--,19,25,40,27,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Keebra Park State High School,Southport,113,113,--,108,22,21,--,0,100%,84%,113,108,22,44,106,19,--,18,4,25,,,,,,,,,,,,,,,,,21,21,17,--,7,16,--,--,1,4,1,92,92,91,22,37,90,19,--,17,--,24,2,3,9,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelvin Grove State College,Kelvin Grove,257,252,--,132,24,186,--,0,99%,92%,252,129,24,18,64,65,8,7,15,14,5,3,--,--,3,--,--,--,--,--,,,,,,,186,184,64,12,3,27,39,4,3,15,6,71,68,68,12,15,40,26,4,4,--,8,44,56,55,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenmore State High School,Kenmore,294,294,--,284,25,207,--,0,100%,97%,294,284,25,232,125,76,11,--,13,2,,,,,,,,,,,,,,,,,207,207,198,9,159,61,28,5,--,13,--,87,87,86,16,73,64,48,6,--,--,2,60,61,50,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Kepnock State High School,Bundaberg,204,196,1,152,27,70,--,0,100%,90%,196,145,25,11,137,19,--,--,2,--,7,6,1,2,5,--,--,--,--,--,1,1,1,--,1,--,70,69,40,2,2,38,3,--,--,2,--,133,127,111,24,11,104,16,--,--,--,--,9,14,19,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Kilcoy State High School,Kilcoy,62,60,2,38,10,22,--,0,98%,95%,60,37,9,4,29,7,--,--,--,--,,,,,,,,,,,2,1,1,--,--,--,22,22,6,1,--,5,1,--,--,--,--,38,38,31,8,4,24,6,--,--,--,--,4,4,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimberley College,Carbrook,105,100,1,43,8,61,--,3,96%,94%,100,42,8,6,33,25,1,--,2,--,4,1,--,--,1,--,--,--,--,--,,,,,,,61,61,8,1,3,4,2,--,--,2,--,43,39,35,7,3,30,23,1,--,--,--,9,16,21,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Christian College (Reedy Creek),Reedy Creek,123,109,--,95,28,72,--,1,97%,95%,109,85,24,3,43,62,1,14,17,18,14,10,4,1,6,3,1,4,--,5,,,,,,,72,68,47,9,1,8,37,--,7,17,8,51,41,48,19,3,41,28,2,11,--,15,14,28,26,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingaroy State High School,Kingaroy,140,135,5,91,16,60,--,0,99%,98%,135,88,14,37,76,15,--,--,--,--,,,,,,,,,,,5,3,2,--,3,--,60,60,15,2,1,10,4,--,--,--,--,75,75,73,12,36,66,11,--,--,--,--,14,22,19,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingsley College,Berserker,3,1,--,1,--,2,--,0,67%,--,,,,,,,,,,,2,1,--,--,--,1,--,--,--,--,,,,,,,,,,,,,,,,,,1,0,1,--,--,--,1,--,--,--,--,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingston Learning College,Kingston,86,15,--,57,10,--,--,29,66%,75%,15,15,1,4,14,8,--,--,--,--,71,42,9,20,22,--,--,1,--,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingston State College,Kingston,93,89,4,93,17,27,--,0,100%,97%,89,89,13,89,56,20,1,--,--,--,,,,,,,,,,,4,4,4,4,3,--,27,27,27,--,27,6,3,--,--,--,--,62,62,62,13,62,50,17,1,--,--,--,0,5,5,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirwan State High School,Kirwan,289,284,5,203,25,132,--,0,100%,97%,284,198,22,156,151,108,1,--,6,--,,,,,,,,,,,5,5,3,2,4,--,132,132,46,1,41,4,--,--,--,6,--,152,152,152,21,115,147,108,1,--,--,--,10,23,45,41,13,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuraby Special School,Kuraby,13,--,13,7,--,--,--,0,54%,--,,,,,,,,,,,,,,,,,,,,,13,7,--,7,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuranda District State College,Myola,23,23,--,22,4,6,--,0,100%,100%,23,22,4,5,22,2,--,--,--,--,,,,,,,,,,,,,,,,,6,6,6,--,--,6,--,--,--,--,--,17,17,16,4,5,16,2,--,--,--,--,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Laidley State High School,Laidley,82,79,3,68,10,24,--,0,100%,93%,79,65,8,39,48,28,--,--,2,--,,,,,,,,,,,3,3,2,2,2,--,24,24,15,1,13,3,6,--,--,2,--,55,55,50,7,26,45,22,--,--,--,--,4,5,6,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Lighthouse Christian School,Norman Gardens,11,11,--,11,--,6,--,0,100%,100%,11,11,--,--,11,--,--,--,1,--,,,,,,,,,,,,,,,,,6,6,6,--,--,6,--,--,--,1,--,5,5,5,--,--,5,--,--,--,--,--,2,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Livingstone Christian College,Ormeau,59,57,1,19,5,32,--,0,100%,97%,57,17,4,2,6,9,--,5,5,7,1,1,--,--,--,1,--,--,--,--,1,1,1,--,--,1,32,32,2,--,--,1,--,--,1,5,1,26,25,16,4,2,5,10,--,4,--,6,9,7,12,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lockyer District State High School,Gatton,155,151,4,127,25,52,--,0,99%,93%,151,124,24,111,84,12,--,--,7,--,,,,,,,,,,,4,3,1,3,2,--,52,52,32,1,32,5,--,--,--,6,--,99,99,92,23,79,79,12,--,--,1,--,7,18,16,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan City Special School,Logan Central,14,--,13,1,--,--,--,1,7%,--,,,,,,,,,,,,,,,,,,,,,13,1,--,1,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loganlea State High School,Loganlea,87,79,8,87,20,15,--,0,100%,100%,79,79,19,65,77,12,--,--,--,1,,,,,,,,,,,8,8,1,7,3,--,15,15,15,--,9,15,--,--,--,--,--,64,64,64,19,56,62,12,--,--,--,1,2,3,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Longreach State High School,Longreach,20,20,--,20,8,7,--,0,100%,100%,20,20,8,5,20,2,--,--,--,--,,,,,,,,,,,,,,,,,7,7,7,5,1,7,2,--,--,--,--,13,13,13,3,4,13,--,--,--,--,--,4,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Loreto College Coorparoo,Coorparoo,140,139,--,46,3,110,--,0,100%,98%,139,45,3,1,5,24,--,22,4,23,1,1,--,--,--,--,--,1,--,1,,,,,,,110,109,20,--,1,3,8,--,12,4,13,30,30,26,3,--,2,16,--,11,--,11,24,48,35,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lourdes Hill College,Hawthorne,207,204,--,44,13,160,--,1,99%,98%,204,43,13,--,13,31,4,1,--,3,3,1,--,--,--,1,--,--,--,--,,,,,,,160,159,17,6,--,6,10,1,--,--,--,47,45,27,7,--,7,22,3,1,--,3,30,62,46,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowood State High School,Lowood,109,109,--,109,17,31,--,0,100%,98%,109,109,17,4,109,38,--,38,--,38,,,,,,,,,,,,,,,,,31,31,31,3,2,31,5,--,9,--,9,78,78,78,14,2,78,33,--,29,--,29,3,11,13,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lutheran Ormeau Rivers District School (Lords),Ormeau,20,20,--,11,1,9,--,0,100%,100%,20,11,1,--,5,7,--,6,--,7,,,,,,,,,,,,,,,,,9,9,2,1,--,1,2,--,--,--,1,11,11,9,--,--,4,5,--,6,--,6,0,3,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mabel Park State High School,Slacks Creek,111,109,2,111,15,19,--,0,100%,100%,109,109,15,56,109,35,--,--,--,1,,,,,,,,,,,2,2,--,--,2,--,19,19,19,3,14,19,2,--,--,--,--,90,90,90,12,42,90,33,--,--,--,1,0,2,3,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,
MacGregor State High School,Macgregor,234,234,--,136,31,116,--,0,100%,96%,234,136,31,3,83,50,1,32,8,34,,,,,,,,,,,,,,,,,116,116,49,14,--,33,20,--,7,6,7,118,118,87,17,3,50,30,1,25,2,27,18,33,42,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay Christian College (North Mackay (Quarry Street)),North Mackay,44,37,--,20,2,16,--,4,89%,77%,37,18,2,13,16,--,--,--,--,--,7,2,--,1,2,--,--,--,--,--,,,,,,,16,15,2,1,1,--,--,--,--,--,--,28,22,18,1,13,18,--,--,--,--,--,2,6,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,
