School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
The Springfield Anglican College,Springfield,57,51,--,7,4,37,--,4,91%,94%,51,6,3,1,1, 3,--,--,4,--,6,1,1,--,--,--,--,--,--,--,,,,,,,37,36,2,2,--,--, --,--,--,3,--,20,15,5,2,1,1, 3,--,--,1,--,9,14,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Theodore State School,Theodore,1,--,1,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thuringowa State High School,Condon,84,61,2,72,9,24,--,7,92%,100%,61,56,7,49,33, 18,--,--,--,1,21,14,2,12,5,3,--,--,--,--,2,2,--,2,--, --,24,22,21,3,19,9, 9,--,--,--,--,58,39,49,6,42,29, 12,--,--,--,1,4,3,5,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Toogoolawah State High School,Toogoolawah,41,38,--,36,11,15,--,1,98%,100%,38,34,11,--,33, 5,--,--,3,--,3,2,--,--,2,--,--,--,--,--,,,,,,,15,15,12,3,--,12, 2,--,--,3,--,26,23,24,8,--,23, 3,--,--,--,--,2,3,7,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Toolooa State High School,South Gladstone,115,114,--,108,9,40,--,0,100%,98%,114,107,9,97,58, 6,--,--,1,1,1,1,--,--,1,--,--,--,--,--,,,,,,,40,40,37,1,37,9, 1,--,--,1,--,75,74,71,8,60,50, 5,--,--,--,1,9,19,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Toowoomba Grammar School,Toowoomba,159,157,--,38,30,121,--,1,99%,98%,157,38,30,5,15, 28,--,--,--,--,,,,,,,,,,,,,,,,,121,120,10,6,1,2, 6,--,--,--,--,38,37,28,24,4,13, 22,--,--,--,--,41,45,31,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Toowoomba SHS - Wilsonton Campus,Wilsonton,62,53,--,47,7,22,--,1,95%,79%,53,41,7,18,20, 14,--,--,--,--,9,6,--,5,2,--,--,--,--,--,,,,,,,22,19,12,2,1,8, 6,--,--,--,--,40,34,35,5,22,14, 8,--,--,--,--,3,4,10,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Toowoomba State High School,Toowoomba,205,187,--,147,33,108,--,0,100%,94%,187,129,29,98,51, 28,--,--,9,2,18,18,4,16,1,3,--,--,1,--,,,,,,,108,107,52,8,26,24, 8,--,--,10,1,97,80,95,25,88,28, 23,--,--,--,1,25,29,33,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Townsville Community Learning Centre,Mundingburra,9,--,9,3,--,--,--,0,33%,--,,,,,,,,,,,,,,,,,,,,,9,3,--,3,--, --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Townsville Flexible Learning Centre,West End,10,3,--,2,--,--,--,7,30%,--,3,2,--,1,1, --,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Townsville Grammar School,Townsville,141,133,--,31,2,123,8,4,95%,97%,133,30,1,2,28, 2,--,--,--,11,8,1,1,--,1,--,--,--,--,1,,,,,,,123,120,25,--,2,23, 2,--,--,--,11,10,5,6,2,--,6, --,--,--,--,1,46,39,24,11,3,8,8,--,--,--,--, --,--,--,--,--,,,,,,,,,,,,2,4,1,1
Townsville State High School,Railway Estate,103,81,--,51,2,41,--,8,91%,91%,81,38,2,21,25, --,--,--,--,2,22,13,--,9,4,--,--,--,--,3,,,,,,,41,37,11,1,8,2, --,--,--,--,--,62,44,40,1,22,27, --,--,--,--,5,4,9,7,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity Anglican School,White Rock,88,72,--,29,3,81,--,4,86%,97%,72,25,2,1,24, --,--,--,--,--,16,4,1,1,3,1,--,--,--,--,,,,,,,81,72,26,3,1,25, --,--,--,--,--,7,--,3,--,1,2, 1,--,--,--,--,19,25,15,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity Bay State High School,Manunda Cairns,219,176,--,177,24,87,--,16,92%,92%,176,151,21,125,62, 49,--,2,--,6,43,26,3,20,10,2,--,--,--,--,,,,,,,87,82,79,6,71,32, 14,--,--,--,--,132,94,98,18,74,40, 37,--,2,--,6,11,16,31,20,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity College,Beenleigh,140,127,--,103,24,84,--,1,98%,97%,127,93,23,25,83, 26,1,--,--,--,13,10,1,1,9,1,--,--,--,--,,,,,,,84,80,48,7,9,41, 11,--,--,--,--,56,47,55,17,17,51, 16,1,--,--,--,8,17,34,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity Lutheran College,Ashmore,80,80,--,36,1,50,--,0,100%,93%,80,36,1,9,26, 21,--,--,1,3,,,,,,,,,,,,,,,,,50,50,10,--,--,6, 5,--,--,1,--,30,30,26,1,9,20, 16,--,--,--,3,8,9,27,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tullawong State High School,Caboolture,157,150,--,137,33,60,--,1,99%,90%,150,132,33,76,103, 25,9,--,4,2,7,5,--,3,5,--,--,--,--,--,,,,,,,60,59,44,12,12,22, 11,7,--,4,1,97,91,93,21,67,86, 14,2,--,--,1,6,8,18,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Tully State High School,Tully,88,75,3,60,8,41,--,3,91%,100%,75,55,6,29,33, 4,--,--,--,1,10,5,2,3,3,--,--,--,--,--,,,,,,,41,39,24,1,5,18, 1,--,--,--,1,44,36,36,7,27,18, 3,--,--,--,--,6,11,18,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Unity College,Caloundra West,62,62,--,61,6,36,--,0,100%,100%,62,61,6,60,30, 32,36,--,--,--,,,,,,,,,,,,,,,,,36,36,35,1,34,17, 12,19,--,--,--,26,26,26,5,26,13, 20,17,--,--,--,6,12,11,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper Coomera State College,Upper Coomera,202,168,2,166,30,83,--,7,94%,94%,168,145,25,74,115, 37,5,--,18,3,32,21,5,14,9,4,1,--,1,1,,,,,,,83,77,59,8,28,41, 11,4,--,16,3,117,91,107,22,60,83, 30,2,--,3,1,2,18,25,34,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Urangan State High School,Urangan,257,210,5,178,18,91,--,15,93%,93%,210,150,15,56,128, 20,23,--,--,--,42,25,3,8,20,1,--,--,--,--,5,3,--,2,2, --,91,88,40,2,19,32, --,6,--,--,--,161,122,135,16,45,116, 21,17,--,--,--,12,25,28,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Varsity College,Varsity Lakes,233,193,1,226,38,96,--,2,99%,99%,193,189,29,181,85, 80,20,20,7,34,39,36,9,33,16,6,2,5,1,5,1,1,--,1,--, --,96,91,91,3,90,28, 6,--,3,3,3,136,102,134,35,124,73, 80,22,22,5,36,18,39,33,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Victoria Point State High School,Victoria Point,172,164,2,143,54,63,--,2,99%,95%,164,137,51,89,91, 69,--,--,1,2,6,4,2,3,1,--,--,--,--,--,2,2,1,2,--, --,63,63,45,8,35,27, 22,--,--,1,--,107,101,96,45,57,65, 47,--,--,--,2,9,17,23,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Victory College,Gympie,22,22,--,12,5,13,--,0,100%,92%,22,12,5,4,10, 1,--,--,--,--,,,,,,,,,,,,,,,,,13,13,4,3,--,2, 1,--,--,--,--,9,9,8,2,4,8, --,--,--,--,--,2,7,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Villanova College,Coorparoo,169,154,--,35,8,138,--,8,93%,100%,154,31,7,5,19, 5,--,--,4,3,15,4,1,3,--,--,--,--,--,2,,,,,,,138,135,15,1,2,9, 4,--,--,4,3,31,19,20,7,6,10, 1,--,--,--,2,35,40,39,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Warwick Christian College,Warwick,2,--,--,--,--,--,--,2,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warwick State High School,Warwick,184,138,6,110,24,81,--,16,87%,100%,138,88,17,27,55, 36,--,--,1,4,40,21,7,7,11,2,--,--,--,--,6,1,--,--,1, --,81,76,30,6,2,12, 18,--,--,1,2,97,62,79,18,32,54, 20,--,--,--,2,11,17,24,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Wavell State High School,Wavell Heights,251,219,--,137,24,153,--,4,97%,98%,219,112,19,73,70, 27,6,--,9,2,32,25,5,21,13,2,--,--,--,--,,,,,,,153,144,45,6,9,18, 11,6,--,9,1,98,75,92,18,85,65, 18,--,--,--,1,28,45,55,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Wellington Point State High School,Wellington Point,184,174,3,154,17,87,--,1,99%,98%,174,146,17,70,133, 20,--,--,4,1,7,5,--,2,4,--,--,--,--,--,3,3,--,3,2, --,87,86,59,3,23,49, 3,--,--,4,--,94,88,92,14,49,88, 17,--,--,--,1,9,26,31,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,
West Moreton Anglican College,Karrabin,142,127,--,125,22,92,--,3,98%,97%,127,113,18,97,54, 20,--,--,2,3,15,12,4,7,5,--,--,--,--,--,,,,,,,92,90,78,10,73,28, 7,--,--,2,1,50,37,47,12,31,31, 13,--,--,--,2,24,30,23,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Cape College,Weipa,48,23,1,37,10,14,--,4,90%,100%,23,17,7,13,14, --,--,--,--,--,24,19,3,13,14,1,--,--,--,--,1,1,--,1,--, --,14,9,10,3,5,4, 1,--,--,--,--,33,14,26,7,21,24, --,--,--,--,--,1,3,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Suburbs State Special School,Inala,10,--,10,4,--,--,--,0,40%,--,,,,,,,,,,,,,,,,,,,,,10,4,--,4,--, --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westside Christian College,Goodna,97,78,--,47,10,84,--,4,88%,95%,78,40,7,2,31, 9,1,--,--,2,19,7,3,1,3,2,--,--,--,--,,,,,,,84,73,38,6,1,29, 9,1,--,--,2,13,5,9,4,2,5, 2,--,--,--,--,11,24,26,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Whites Hill State College,Camp Hill,59,58,--,56,15,23,--,0,100%,90%,58,55,15,53,43, 27,1,--,--,--,1,1,--,1,1,--,--,--,--,--,,,,,,,23,23,21,6,20,13, 6,--,--,--,--,36,35,35,9,34,31, 21,1,--,--,--,3,7,11,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Whitsunday Anglican School,Beaconsfield,74,71,1,24,--,70,--,1,96%,100%,71,24,--,6,19, 2,--,--,1,--,,,,,,,,,,,,,,,,,70,69,23,--,6,18, 2,--,--,1,--,3,2,1,--,--,1, --,--,--,--,--,25,25,15,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Whitsunday Christian College,Cannonvale,14,13,1,6,--,11,--,0,93%,100%,13,6,--,--,5, 3,--,--,--,--,,,,,,,,,,,,,,,,,11,11,4,--,--,4, 2,--,--,--,--,2,2,2,--,--,1, 1,--,--,--,--,1,7,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
William Ross State High School,Annandale,137,122,1,102,8,59,--,3,97%,96%,122,91,7,30,85, 14,1,--,1,4,14,10,1,2,6,1,--,--,--,1,1,1,--,1,--, --,59,55,34,2,15,30, --,--,--,1,1,77,67,67,6,17,61, 15,1,--,--,4,7,17,18,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Windaroo Valley State High School,Bahrs Scrub,156,133,1,122,28,52,--,0,99%,91%,133,100,24,76,62, 29,--,--,6,1,22,21,4,20,7,2,--,--,--,--,1,1,--,--,1, --,52,51,18,8,8,3, 8,--,--,5,--,103,82,103,20,88,66, 23,--,--,1,1,2,15,18,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Winton State School,Winton,3,3,--,2,2,--,--,0,100%,--,3,2,2,--,--, --,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,--,--, --,--,--,--,--,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodcrest State College,Springfield,191,143,1,160,24,65,--,12,92%,93%,143,127,18,96,82, 32,3,--,3,1,47,32,6,19,22,5,1,--,--,--,1,1,--,1,--, --,65,54,53,1,47,19, 2,3,--,3,--,125,89,106,23,68,85, 35,1,--,--,1,6,12,18,23,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodridge State High School,Woodridge,129,92,--,117,33,36,--,3,97%,90%,92,84,29,77,66, 36,--,--,2,2,37,33,4,29,18,4,--,--,--,--,,,,,,,36,28,27,6,24,5, 8,--,--,1,--,93,64,90,27,82,79, 32,--,--,1,2,0,6,4,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,
Woody Point Special School,Woody Point,2,--,2,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woree State High School,Woree,128,78,4,107,22,19,--,13,86%,93%,78,75,19,71,45, 9,--,--,--,1,46,31,3,29,8,1,--,--,--,1,4,1,--,1,--, --,19,15,16,1,16,2, --,--,--,--,1,105,63,90,21,84,51, 10,--,--,--,1,1,2,8,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Wynnum State High School,Manly,110,100,--,99,40,54,--,1,97%,94%,100,92,39,44,85, 30,--,--,1,--,10,7,1,3,6,--,--,--,--,--,,,,,,,54,49,44,11,11,39, 13,--,--,1,--,56,51,55,29,36,52, 17,--,--,--,--,2,11,15,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Catholic College,Hervey Bay,114,104,--,91,9,54,--,3,97%,98%,104,84,6,--,7, 84,--,--,3,--,10,7,3,--,--,6,--,--,--,--,,,,,,,54,54,37,--,--,2, 37,--,--,1,--,60,50,54,9,--,5, 53,--,--,2,--,16,16,14,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeppoon State High School,Yeppoon,124,98,4,72,9,55,--,10,90%,97%,98,59,6,22,48, 11,--,--,1,--,22,11,2,6,9,--,--,--,--,--,4,2,1,2,--, --,55,51,24,1,10,16, 3,--,--,1,--,65,47,46,7,18,41, 8,--,--,--,--,7,16,18,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeronga State High School,Yeronga,122,109,--,115,15,19,--,2,98%,98%,109,105,13,91,68, 18,1,3,11,7,13,10,2,8,7,1,--,--,1,--,,,,,,,19,18,14,1,13,5, 1,--,--,7,--,103,91,101,14,86,70, 18,1,3,5,7,7,5,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
