School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Spinifex State College Mount Isa,Mount Isa,118,90,3,92,24,36,--,13,86%,96%,90,81,20,70,39, 5,--,--,1,--,25,11,4,7,4,--,--,--,--,--,,,,,,,36,32,33,4,32,12, 1,--,--,--,--,79,58,59,20,45,31, 4,--,--,1,--,4,8,9,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Springwood State High School,Springwood,145,142,--,137,22,70,--,1,99%,99%,142,135,22,48,127, 27,--,--,14,--,3,2,--,--,2,--,--,--,--,--,,,,,,,70,69,64,4,8,59, 11,--,--,14,--,75,73,73,18,40,70, 16,--,--,--,--,8,12,21,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,
St Aidan's Anglican Girls' School,Corinda,88,88,--,30,2,76,--,0,100%,100%,88,30,2,1,23, 9,--,9,5,12,,,,,,,,,,,,,,,,,76,76,18,--,--,12, 1,--,7,5,7,12,12,12,2,1,11, 8,--,2,--,5,32,33,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
St Andrew's Anglican College,Peregian Springs,88,87,--,70,2,61,--,0,99%,93%,87,70,2,18,52, 32,5,--,2,--,,,,,,,,,,,,,,,,,61,60,43,--,10,34, 11,1,--,2,--,27,27,27,2,8,18, 21,4,--,--,--,17,24,14,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
St Andrew's Catholic College,Redlynch,132,128,--,116,3,95,--,2,98%,99%,128,114,2,13,54, 103,8,--,--,--,4,2,1,--,1,--,1,--,--,--,,,,,,,95,95,81,--,6,29, 72,3,--,--,--,37,33,35,3,7,26, 31,6,--,--,--,17,31,26,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,
St Andrews Lutheran College,Tallebudgera,70,70,--,25,12,45,--,0,100%,100%,70,25,12,1,14, 10,--,--,6,--,,,,,,,,,,,,,,,,,45,45,10,5,--,6, 3,--,--,6,--,25,25,15,7,1,8, 7,--,--,--,--,8,18,18,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
St Anthony's Catholic College,Deeragun,52,51,--,23,3,41,--,0,100%,100%,51,22,3,4,16, 4,--,--,--,3,1,1,--,--,1,--,--,--,--,--,,,,,,,41,41,17,2,4,12, 3,--,--,--,2,11,10,6,1,--,5, 1,--,--,--,1,4,12,6,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,
St Augustine's College,Cairns,111,110,--,13,--,87,--,1,99%,97%,110,13,--,--,13, --,--,--,--,--,,,,,,,,,,,,,,,,,87,87,10,--,--,10, --,--,--,--,--,24,23,3,--,--,3, --,--,--,--,--,27,28,25,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
St Augustine's College Springfield,Springfield,94,81,--,55,10,66,--,4,95%,92%,81,47,9,29,19, 5,1,--,1,1,13,8,1,5,3,1,--,--,--,--,,,,,,,66,60,38,1,27,16, --,1,--,1,1,28,21,17,9,7,6, 6,--,--,--,--,9,14,16,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,
St Brendan's College,Yeppoon,100,80,--,74,8,39,--,0,97%,97%,80,57,6,43,40, 37,--,--,--,--,20,17,2,12,6,9,--,--,--,--,,,,,,,39,32,15,--,6,5, 7,--,--,--,--,61,48,59,8,49,41, 39,--,--,--,--,5,12,17,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
St Columban's College,Caboolture,185,179,--,173,36,91,--,3,98%,97%,179,170,36,93,80, 141,32,--,3,3,6,3,--,2,1,1,--,--,--,--,,,,,,,91,91,84,10,45,21, 65,12,--,2,--,94,88,89,26,50,60, 77,20,--,1,3,15,29,35,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,
St Edmund's College,Woodend,169,147,--,97,15,113,--,3,94%,97%,147,85,14,61,62, 3,--,--,--,--,22,12,1,9,5,--,--,--,--,--,,,,,,,113,101,45,1,19,34, 3,--,--,--,--,56,46,52,14,51,33, --,--,--,--,--,15,29,38,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,
St Eugene College,Burpengary,65,59,--,32,15,38,--,2,97%,94%,59,28,12,9,10, 16,--,--,2,--,6,4,3,2,1,--,--,--,--,--,,,,,,,38,37,8,3,5,--, 4,--,--,2,--,27,22,24,12,6,11, 12,--,--,--,--,3,9,7,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,
St Francis College,Crestmead,88,73,1,78,5,31,--,7,91%,100%,73,71,5,30,64, 32,1,--,6,3,14,7,--,3,6,2,--,--,--,--,,,,,,,31,30,31,--,12,28, 12,--,--,6,--,56,43,47,5,21,42, 22,1,--,--,3,0,5,5,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,
St George State High School,St George,25,16,--,19,4,9,--,1,96%,100%,16,11,--,11,5, --,--,--,1,--,9,8,4,5,3,--,--,--,--,--,,,,,,,9,9,7,--,7,4, --,--,--,1,--,16,7,12,4,9,4, --,--,--,--,--,0,2,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
St Hilda's School,Southport,109,106,--,40,9,89,--,1,98%,98%,106,39,9,16,3, 21,1,10,9,10,3,1,--,1,--,--,--,--,--,1,,,,,,,89,88,21,3,9,1, 10,--,5,9,5,20,18,19,6,8,2, 11,1,5,--,6,23,35,22,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
St James College,Brisbane,78,60,2,72,19,21,--,3,95%,77%,60,58,17,55,49, 9,--,--,--,1,16,12,2,12,8,--,--,--,--,--,2,2,--,2,--, --,21,18,18,2,16,12, 2,--,--,--,--,55,42,52,17,51,45, 7,--,--,--,1,1,0,3,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,
St John Fisher College,Bracken Ridge,78,77,--,40,7,51,--,1,99%,99%,77,40,7,--,29, 16,--,--,3,2,,,,,,,,,,,,,,,,,51,51,21,1,--,17, 5,--,--,3,--,27,26,19,6,--,12, 11,--,--,--,2,10,19,13,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
St John's Anglican College,Forest Lake,88,84,--,36,8,75,--,0,100%,99%,84,32,6,18,21, 6,--,--,12,--,4,4,2,3,3,--,--,--,--,--,,,,,,,75,75,23,2,10,12, 2,--,--,12,--,13,9,13,6,11,12, 4,--,--,--,--,23,27,17,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
St John's College Nambour,Nambour,106,104,--,104,9,78,--,1,99%,98%,104,103,9,98,33, 12,7,--,5,--,2,1,--,1,--,--,--,--,--,--,,,,,,,78,77,77,2,75,19, 3,4,--,5,--,28,27,27,7,24,14, 9,3,--,--,--,14,20,26,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,
St John's School,Roma,57,53,--,26,15,38,--,0,98%,100%,53,23,12,1,12, 1,--,--,2,2,4,3,3,--,--,--,--,--,--,--,,,,,,,38,37,11,2,1,9, --,--,--,2,1,19,16,15,13,--,3, 1,--,--,--,1,6,11,12,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
St Joseph's College Gregory Terrace,Brisbane,222,220,--,221,--,217,--,1,100%,100%,220,220,--,1,3, 220,1,--,3,--,2,1,--,1,--,1,--,--,--,--,,,,,,,217,217,217,--,--,3, 217,1,--,3,--,5,3,4,--,2,--, 4,--,--,--,--,92,57,47,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,
St Joseph's College Toowoomba,Toowoomba,138,124,--,77,30,91,--,0,94%,94%,124,71,29,39,34, 18,--,--,1,--,14,6,1,5,1,1,--,--,--,1,,,,,,,91,82,32,10,11,13, 10,--,--,1,1,47,42,45,20,33,22, 9,--,--,--,--,16,21,30,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,
St Joseph's Nudgee College,Boondall,220,207,--,78,11,174,--,3,96%,92%,207,74,10,61,34, 2,--,--,2,--,13,4,1,3,1,--,--,--,--,--,,,,,,,174,168,36,1,27,9, --,--,--,2,--,46,39,42,10,37,26, 2,--,--,--,--,34,46,52,38,4,,,,,,,,,,,,,,,,,,,,,,,,,,
St Joseph's School Stanthorpe,Stanthorpe,26,24,--,9,8,17,--,0,100%,83%,24,7,6,1,2, --,--,--,--,5,2,2,2,--,1,--,--,--,--,--,,,,,,,17,17,2,1,1,1, --,--,--,--,2,9,7,7,7,--,2, --,--,--,--,3,2,6,6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
St Laurence's College,South Brisbane,228,202,1,97,28,164,--,4,95%,97%,202,82,20,49,31, 26,2,--,4,7,25,15,8,12,2,3,--,--,--,5,,,,,,,164,158,39,7,19,14, 9,1,--,4,3,63,44,58,21,42,19, 20,1,--,--,9,39,52,49,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,
St Luke's Anglican School,Bundaberg,71,70,--,22,--,66,--,0,99%,100%,70,22,--,13,7, 6,1,--,1,--,,,,,,,,,,,,,,,,,66,65,17,--,11,5, 3,--,--,1,--,5,5,5,--,2,2, 3,1,--,--,--,19,20,22,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
St Margaret Mary's College,Hermit Park,127,121,--,49,3,104,--,4,96%,94%,121,48,3,18,25, 7,--,--,--,2,6,1,--,1,--,--,--,--,--,--,,,,,,,104,102,34,--,18,17, 1,--,--,--,2,23,19,15,3,1,8, 6,--,--,--,--,17,28,40,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,
St Margaret's Anglican Girls School,Ascot,91,90,--,19,6,83,--,0,99%,100%,90,19,6,--,10, 12,--,--,1,--,,,,,,,,,,,,,,,,,83,82,12,4,--,6, 6,--,--,1,--,8,8,7,2,--,4, 6,--,--,--,--,24,30,25,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
St Mary's Catholic College South Burnett,Kingaroy,34,26,--,20,7,16,--,3,85%,100%,26,17,4,7,6, 5,--,--,--,1,8,3,3,2,1,--,--,--,--,--,,,,,,,16,14,7,2,1,4, 3,--,--,--,1,18,12,13,5,8,3, 2,--,--,--,--,4,7,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
St Mary's Catholic College Woree,Woree,138,121,--,126,7,105,--,2,97%,99%,121,113,5,108,26, 6,--,1,--,2,17,13,2,12,2,1,--,--,--,--,,,,,,,105,97,95,--,93,18, --,--,--,--,--,33,24,31,7,27,10, 7,--,1,--,2,20,25,36,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,
St Mary's College,Maryborough,84,81,--,28,15,60,--,2,96%,94%,81,28,15,2,15, 9,--,--,2,1,,,,,,,,,,,,,,,,,60,59,8,3,--,5, 2,--,--,2,--,24,22,20,12,2,10, 7,--,--,--,1,16,23,14,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
St Mary's College,Toowoomba,92,81,--,49,21,53,--,4,96%,97%,81,42,16,15,21, 2,--,--,2,--,11,7,5,1,2,--,--,--,--,--,,,,,,,53,51,21,5,1,17, 2,--,--,2,--,39,30,28,16,15,6, --,--,--,--,--,9,16,21,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
St Mary's College Ipswich,Woodend,106,95,--,59,6,79,--,3,93%,95%,95,55,6,45,20, 18,--,--,--,4,11,4,--,3,--,1,--,--,--,1,,,,,,,79,72,36,2,31,6, 6,--,--,--,3,27,23,23,4,17,14, 13,--,--,--,2,7,20,26,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,
St Michael's College,Merrimac,139,122,--,85,11,94,--,6,93%,96%,122,78,10,24,56, 25,--,--,6,2,17,7,1,3,4,2,--,--,--,--,,,,,,,94,88,52,6,12,36, 13,--,--,6,1,45,34,33,5,15,24, 14,--,--,--,1,10,35,32,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,
St Monica's College,Cairns,102,100,--,45,7,88,--,2,98%,100%,100,45,7,2,19, 23,1,3,--,3,,,,,,,,,,,,,,,,,88,88,34,5,2,18, 16,--,--,--,--,14,12,11,2,--,1, 7,1,3,--,3,19,28,23,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,
St Patrick's College Gympie,Gympie,78,64,--,71,12,53,--,2,96%,92%,64,60,11,57,16, 6,--,--,--,1,14,11,1,11,2,--,--,--,--,--,,,,,,,53,49,48,3,47,4, 4,--,--,--,1,25,15,23,9,21,14, 2,--,--,--,--,16,12,16,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,
St Patrick's College Shorncliffe,Shorncliffe,161,138,--,136,9,115,--,1,99%,96%,138,115,7,103,58, 12,--,--,4,--,23,21,2,15,12,--,--,--,--,--,,,,,,,115,107,91,2,81,33, 7,--,--,4,--,46,31,45,7,37,37, 5,--,--,--,--,13,31,41,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,
St Patrick's College Townsville,Townsville,49,45,--,8,1,35,--,2,92%,90%,45,8,1,--,8, 1,--,--,--,2,,,,,,,,,,,,,,,,,35,33,2,--,--,2, --,--,--,--,2,14,12,6,1,--,6, 1,--,--,--,--,7,10,11,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,
St Patrick's Senior College Mackay,Mackay,211,178,--,98,10,166,--,8,94%,95%,178,78,7,19,66, 4,1,--,--,1,33,20,3,9,13,1,--,--,--,--,,,,,,,166,155,64,4,11,55, 1,1,--,--,1,45,23,34,6,17,24, 4,--,--,--,--,27,54,44,35,6,,,,,,,,,,,,,,,,,,,,,,,,,,
St Paul's School,Bald Hills,145,139,--,59,6,132,--,0,99%,96%,139,55,4,33,2, 28,12,--,3,2,6,4,2,3,--,2,--,--,--,1,,,,,,,132,129,46,3,28,2, 22,9,--,3,2,13,10,13,3,8,--, 8,3,--,--,1,33,40,37,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,
St Peter Claver College,Riverview,192,176,2,154,16,63,--,7,96%,95%,176,146,14,78,87, 48,--,--,3,--,14,7,1,6,1,--,--,--,--,--,2,1,1,--,--, --,63,63,48,--,31,38, 10,--,--,3,--,127,113,105,15,53,50, 38,--,--,--,--,8,24,14,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,
St Peter's Lutheran College,Indooroopilly,305,274,--,35,4,243,36,7,94%,97%,274,29,4,24,19, 5,--,--,5,--,31,6,--,4,3,1,--,--,--,1,,,,,,,243,229,19,1,13,11, 2,--,--,4,1,21,14,16,3,15,11, 4,--,--,--,--,81,83,54,23,2,36,30,--,--,--,--, --,--,--,1,--,5,1,--,--,--,--, --,--,--,--,--,3,4,16,11
St Peters Lutheran College - Springfield,Springfield Central,11,4,--,2,--,10,--,1,55%,83%,,,,,,,,,,,7,2,--,1,1,--,--,--,--,--,,,,,,,10,4,2,--,1,1, --,--,--,--,--,,,,,,,,,,,,0,3,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
St Rita's College,Clayfield,160,160,--,55,7,124,--,0,100%,100%,160,55,7,15,32, 37,1,--,--,7,,,,,,,,,,,,,,,,,124,124,19,--,1,17, 1,--,--,--,--,36,36,36,7,14,15, 36,1,--,--,7,44,54,16,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
St Saviour's College,Toowoomba,60,53,1,46,13,30,--,1,98%,87%,53,40,13,29,31, 15,--,--,--,3,6,5,--,4,1,--,--,--,--,--,1,1,--,1,--, --,30,30,17,2,7,10, 3,--,--,--,1,29,23,28,11,26,22, 12,--,--,--,2,6,3,11,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,
St Stephen's Catholic College Mareeba,Mareeba,31,31,--,31,6,17,--,0,100%,100%,31,31,6,28,15, 2,--,--,--,--,,,,,,,,,,,,,,,,,17,17,17,1,16,6, --,--,--,--,--,14,14,14,5,12,9, 2,--,--,--,--,4,8,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
St Stephens Lutheran College,Gladstone,9,6,--,7,3,7,--,1,78%,75%,6,6,2,5,3, --,--,--,1,--,3,1,1,--,1,--,--,--,--,--,,,,,,,7,6,6,2,5,3, --,--,--,1,--,2,--,1,1,--,1, --,--,--,--,--,0,3,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
St Teresa's Catholic College,Noosaville,139,132,--,127,11,91,--,3,98%,98%,132,123,11,104,51, 44,5,--,4,--,7,4,--,3,--,1,--,--,--,--,,,,,,,91,91,82,3,73,28, 21,1,--,4,--,48,41,45,8,34,23, 24,4,--,--,--,14,30,24,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,
St Teresa's College Abergowrie,Abergowrie,27,25,--,19,--,3,--,1,96%,89%,25,18,--,--,18, --,--,--,--,12,2,1,--,1,--,--,--,--,--,--,,,,,,,3,3,2,--,--,2, --,--,--,--,3,24,22,17,--,1,16, --,--,--,--,9,0,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
St Thomas More College,Sunnybank,85,81,3,63,2,41,--,1,96%,100%,81,62,2,12,31, 41,--,--,--,3,,,,,,,,,,,3,1,--,1,--, --,41,41,25,--,1,4, 21,--,--,--,--,41,40,37,2,11,27, 20,--,--,--,3,5,9,18,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
St Ursula's College,Yeppoon,75,73,--,59,3,51,--,1,99%,95%,73,58,3,50,35, 3,--,--,1,--,2,1,--,1,--,--,--,--,--,--,,,,,,,51,50,37,--,35,16, --,--,--,1,--,24,23,22,3,16,19, 3,--,--,--,--,4,13,20,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,
St Ursula's College Toowoomba,Toowoomba,140,137,--,60,15,99,--,3,98%,98%,137,60,15,1,41, 22,--,--,1,--,,,,,,,,,,,,,,,,,99,99,32,5,1,26, 5,--,--,1,--,41,38,28,10,--,15, 17,--,--,--,--,26,39,23,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Staines Memorial College,Redbank Plains,20,17,--,12,--,7,--,2,85%,91%,17,12,--,3,11, 5,--,--,--,--,,,,,,,,,,,,,,,,,7,6,2,--,--,2, 1,--,--,--,--,13,11,10,--,3,9, 4,--,--,--,--,0,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanthorpe State High School,Stanthorpe,94,77,--,78,23,44,--,2,98%,100%,77,63,17,49,48, 14,--,--,--,6,17,15,6,11,11,--,--,--,--,--,,,,,,,44,44,30,2,25,19, 5,--,--,--,4,50,33,48,21,35,40, 9,--,--,--,2,11,13,10,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Stretton State College,Stretton,111,109,--,86,16,39,--,0,100%,98%,109,84,15,29,73, 35,1,--,9,1,2,2,1,2,1,--,--,--,--,--,,,,,,,39,38,16,1,8,8, --,1,--,9,--,72,71,70,15,23,66, 35,--,--,--,1,7,10,14,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Stuartholme School,Toowong,141,141,--,66,4,111,--,0,100%,98%,141,66,4,2,39, 43,7,--,--,4,,,,,,,,,,,,,,,,,111,111,37,--,1,27, 17,1,--,--,1,30,30,29,4,1,12, 26,6,--,--,3,38,38,27,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Suncoast Christian College,Woombye,58,57,--,50,9,47,--,0,100%,93%,57,49,9,39,25, 17,--,--,1,--,1,1,--,1,1,--,--,--,--,--,,,,,,,47,47,40,3,32,20, 12,--,--,1,--,11,10,10,6,8,6, 5,--,--,--,--,8,11,18,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunnybank Special School,Sunnybank,8,--,8,1,--,--,--,0,13%,--,,,,,,,,,,,,,,,,,,,,,8,1,--,1,--, --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunnybank State High School,Sunnybank,97,80,1,91,23,27,--,3,95%,98%,80,79,21,78,32, 18,--,--,--,2,16,12,2,12,1,2,--,--,--,--,,,,,,,27,25,25,4,25,3, 2,--,--,--,--,69,55,66,19,65,30, 18,--,--,--,2,0,5,13,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunshine Beach State High School,Sunshine Beach,182,177,5,140,37,95,--,0,97%,97%,177,140,37,119,81, 44,--,--,--,1,,,,,,,,,,,,,,,,,95,95,59,8,53,13, 8,--,--,--,--,82,82,81,29,66,68, 36,--,--,--,1,14,27,41,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunshine Coast Grammar School,Forest Glen,110,109,--,52,2,101,--,0,100%,98%,109,51,2,8,31, 24,1,--,4,1,1,1,--,--,1,--,--,--,--,--,,,,,,,101,101,44,1,8,27, 19,1,--,4,1,9,8,8,1,--,5, 5,--,--,--,--,29,39,22,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tagai State College,Thursday Island,50,48,--,42,5,10,--,2,96%,67%,48,42,5,30,29, 3,--,--,--,--,,,,,,,,,,,,,,,,,10,10,9,1,8,--, --,--,--,--,--,40,38,33,4,22,29, 3,--,--,--,--,0,0,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamborine Mountain College,North Tamborine,16,7,--,7,5,13,--,0,69%,100%,7,3,2,1,1, 2,--,--,1,--,9,4,3,--,1,--,--,--,--,--,,,,,,,13,6,4,4,--,--, 2,--,--,1,--,3,1,3,1,1,2, --,--,--,--,--,0,1,8,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamborine Mountain State High School,North Tamborine,116,113,--,114,9,75,--,0,100%,89%,113,111,7,111,45, 18,--,1,5,4,3,3,2,3,--,--,--,--,1,--,,,,,,,75,75,73,3,73,28, 3,--,--,5,--,41,38,41,6,41,17, 15,--,1,1,4,17,23,20,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Tannum Sands State High School,Tannum Sands,158,137,--,117,23,94,--,3,96%,92%,137,103,20,81,51, 15,--,--,6,1,21,14,3,12,4,--,--,--,--,--,,,,,,,94,88,57,8,43,18, 8,--,--,6,--,64,49,60,15,50,37, 7,--,--,--,1,19,21,22,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Tara Shire State College,Tara,18,13,1,18,8,3,--,0,100%,100%,13,13,7,13,7, 6,--,--,--,--,4,4,1,4,--,1,--,--,--,--,1,1,--,1,--, --,3,3,3,--,3,2, --,--,--,--,--,14,10,14,8,14,5, 7,--,--,--,--,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tec-NQ,Douglas,90,90,--,90,51,--,--,0,100%,100%,90,90,51,7,89, 2,--,--,--,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,51,7,89, 2,--,--,--,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cathedral College Rockhampton,Rockhampton,154,143,--,105,18,83,--,5,96%,98%,143,100,16,6,61, 80,--,--,--,--,11,5,2,1,2,--,--,--,--,--,,,,,,,83,82,44,--,2,23, 31,--,--,--,--,71,61,61,18,5,40, 49,--,--,--,--,6,30,34,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cathedral School,Mundingburra,101,87,--,35,3,73,--,6,92%,100%,87,29,2,6,26, 4,--,--,2,4,14,6,1,2,3,1,--,--,--,2,,,,,,,73,71,16,--,2,15, 3,--,--,2,2,28,16,19,3,6,14, 2,--,--,--,4,18,23,21,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
The Centre Education Programme,Kingston,18,--,--,3,--,--,--,15,17%,--,,,,,,,,,,,18,3,--,2,1,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Gap State High School,The Gap,184,178,--,88,8,136,--,1,98%,95%,178,86,8,12,66, 20,1,--,7,2,6,2,--,--,2,--,--,--,--,--,,,,,,,136,132,45,3,3,29, 12,1,--,7,1,48,46,43,5,9,39, 8,--,--,--,1,24,42,41,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,
The Glenleighden School,Fig Tree Pocket,2,--,2,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Glennie School,Toowoomba,78,75,--,20,5,72,--,1,97%,100%,75,19,4,2,16, 2,--,--,2,--,3,1,1,--,--,--,--,--,--,--,,,,,,,72,71,15,3,1,12, 2,--,--,2,--,6,4,5,2,1,4, --,--,--,--,--,16,26,19,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
The Kooralbyn International School,Kooralbyn,17,12,--,1,1,11,--,4,71%,75%,12,1,1,--,--, --,--,--,--,--,,,,,,,,,,,,,,,,,11,10,1,1,--,--, --,--,--,--,--,,,,,,,,,,,,1,1,7,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
The Lakes College,North Lakes,14,12,--,1,--,11,--,2,86%,100%,12,1,--,--,1, --,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,--,--,1, --,--,--,--,--,0,7,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
The Rockhampton Grammar School,Rockhampton,169,169,--,156,9,118,--,0,100%,99%,169,156,9,151,40, 7,--,--,1,--,,,,,,,,,,,,,,,,,118,118,107,1,103,19, 3,--,--,1,--,51,51,49,8,48,21, 4,--,--,--,--,37,46,22,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,
The School of Total Education,Warwick,10,10,--,5,--,9,--,0,100%,100%,10,5,--,1,4, 1,--,--,--,--,,,,,,,,,,,,,,,,,9,9,4,--,1,3, --,--,--,--,--,1,1,1,--,--,1, 1,--,--,--,--,5,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
The Scots PGC College,Warwick,49,47,--,26,11,31,--,0,98%,93%,47,25,10,11,17, 17,--,--,1,2,2,1,1,1,1,--,--,--,--,--,,,,,,,31,30,8,2,1,3, 5,--,--,1,--,18,17,18,9,11,15, 12,--,--,--,2,6,6,11,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
The Southport School,Southport,171,157,--,44,12,132,--,8,93%,91%,157,42,11,3,11, 30,--,1,13,2,14,2,1,--,1,1,--,--,--,--,,,,,,,132,128,21,8,--,9, 11,--,--,13,--,39,29,23,4,3,3, 20,--,1,--,2,22,36,50,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,
