School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Canterbury College,Waterford,139,124,--,46,20,106,--,4,94%,94%,124,40,18,16,28,9,1,--,3,5,15,6,2,2,3,--,--,--,--,--,,,,,,,106,99,19,6,4,11,4,--,--,3,4,33,25,27,14,14,20,5,1,--,--,1,25,23,43,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Capalaba State College,Capalaba,75,68,1,74,6,24,--,0,99%,91%,68,68,6,67,37,17,1,--,--,4,6,6,--,5,3,--,--,--,--,--,,,,,,,24,24,24,1,24,14,7,1,--,--,1,50,44,50,5,48,26,10,--,--,--,3,3,5,7,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Capella State High School,Capella,27,23,1,26,9,10,--,1,96%,100%,23,23,7,23,6,--,--,--,--,--,3,2,1,1,--,--,--,--,--,--,1,1,1,1,--,--,10,9,10,3,9,4,--,--,--,--,--,16,14,15,5,15,2,--,--,--,--,--,1,4,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Capricornia (Emerald Campus) School of Distance Education,Emerald,14,6,--,12,4,--,--,2,86%,100%,6,6,2,2,6,--,--,--,--,1,8,6,2,4,4,2,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carinity Education - Glendyne,Nikenbah,18,--,--,12,1,--,--,6,67%,100%,,,,,,,,,,,18,12,1,12,3,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carinity Education - Southside,Sunnybank,12,8,--,12,3,--,--,0,100%,33%,8,8,1,6,8,--,--,--,--,1,4,4,2,2,4,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmel College,Thornlands,139,139,--,70,13,98,--,0,100%,94%,139,70,13,23,62,5,--,--,--,9,,,,,,,,,,,,,,,,,98,98,32,5,2,27,2,--,--,--,7,41,41,38,8,21,35,3,--,--,--,2,11,28,31,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Cavendish Road State High School,Holland Park,222,200,4,157,23,127,--,0,98%,99%,200,140,21,73,124,9,2,--,25,29,18,17,2,12,5,1,--,--,--,4,,,,,,,127,124,66,4,5,61,--,--,--,25,15,91,76,91,19,80,68,10,2,--,--,18,17,32,43,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenary Heights State High School,Toowoomba,186,130,7,111,54,77,--,11,93%,95%,130,68,36,37,43,12,--,--,9,3,49,36,18,19,7,2,--,--,--,1,7,7,--,7,--,--,77,74,22,9,15,14,4,--,--,9,1,102,56,82,45,41,36,10,--,--,--,3,28,18,25,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenary State High School,Jindalee,190,157,1,177,17,147,--,0,97%,82%,157,150,11,148,36,7,1,--,9,12,32,27,6,25,5,1,--,--,--,1,,,,,,,147,132,135,7,134,24,5,1,--,8,11,42,25,42,10,39,17,3,--,--,1,2,18,35,35,38,21,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Queensland Christian College,Berserker,3,--,--,--,--,--,--,3,0%,--,,,,,,,,,,,3,--,--,--,--,--,--,--,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancellor State College,Sippy Downs,157,129,--,137,33,118,--,0,100%,92%,129,109,28,45,69,23,1,--,6,11,28,28,5,25,10,--,--,--,--,3,,,,,,,118,102,98,22,36,58,17,--,--,6,10,39,27,39,11,34,21,6,1,--,--,4,14,28,35,32,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Chanel College,Gladstone,85,74,--,82,3,69,--,1,99%,91%,74,72,3,71,45,--,--,--,1,--,11,10,--,9,3,--,--,--,1,--,,,,,,,69,62,67,--,65,41,--,--,--,2,--,16,12,15,3,15,7,--,--,--,--,--,15,14,22,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleville State High School,Charleville,31,26,--,31,13,15,--,0,100%,94%,26,26,10,26,14,2,--,--,2,--,5,5,3,5,1,--,--,--,--,--,,,,,,,15,14,15,4,15,3,1,--,--,2,--,16,12,16,9,16,12,1,--,--,--,--,2,3,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Towers School of Distance Education,Charters Towers,11,2,--,8,3,--,--,3,73%,0%,2,2,1,2,2,1,--,--,--,--,9,6,2,5,2,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Towers State High School,Charters Towers,44,28,--,37,15,20,--,2,91%,100%,28,25,9,16,14,1,--,--,--,--,16,12,6,6,1,--,--,--,--,--,,,,,,,20,17,16,6,7,10,--,--,--,--,--,24,11,21,9,15,5,1,--,--,--,--,1,7,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinchilla State High School,Chinchilla,77,65,--,65,24,44,--,3,92%,100%,65,59,21,53,16,5,--,--,2,1,12,6,3,4,1,--,--,--,--,1,,,,,,,44,40,35,8,34,4,3,--,--,2,--,33,25,30,16,23,13,2,--,--,--,2,4,11,17,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chisholm Catholic College,Cornubia,97,90,--,64,14,64,--,1,98%,91%,90,59,11,6,55,7,--,--,2,6,7,5,3,--,3,--,--,--,--,--,,,,,,,64,63,34,4,--,32,4,--,--,2,6,33,27,30,10,6,26,3,--,--,--,--,1,19,18,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Outreach College Toowoomba,Toowoomba,56,44,--,21,11,49,--,1,93%,97%,44,13,6,--,8,5,--,--,2,1,12,8,5,--,3,2,--,--,--,--,,,,,,,49,41,17,7,--,10,5,--,--,2,--,7,3,4,4,--,1,2,--,--,--,1,5,15,16,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Citipointe Christian College,Carindale,126,115,--,80,25,110,--,0,97%,91%,115,73,24,12,54,15,4,--,2,7,11,7,1,2,4,1,--,--,--,--,,,,,,,110,103,68,20,11,49,12,3,--,2,2,16,12,12,5,3,9,4,1,--,--,5,24,38,32,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Clairvaux MacKillop College,Upper Mount Gravatt,197,176,3,94,23,110,--,2,94%,89%,176,85,19,70,38,31,--,--,4,16,18,8,3,6,4,--,--,--,--,4,3,1,1,--,--,--,110,101,18,3,13,7,--,--,--,4,5,84,75,75,19,63,35,31,--,--,--,15,12,34,32,23,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Claremont Special School,Ipswich,5,--,4,--,--,--,--,1,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayfield College,Clayfield,67,62,--,31,4,60,--,2,94%,95%,62,30,4,1,26,7,--,--,--,3,5,1,--,1,--,--,--,--,--,2,,,,,,,60,58,28,4,--,24,6,--,--,--,4,7,4,3,--,2,2,1,--,--,--,1,20,21,11,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Clermont State High School,Clermont,24,19,1,23,11,3,--,0,96%,100%,19,19,10,19,15,2,--,--,--,--,4,4,1,4,1,--,--,--,--,--,,,,,,,3,3,3,--,3,2,--,--,--,--,--,20,16,20,11,20,14,2,--,--,--,--,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland District State High School,Cleveland,167,147,5,156,31,103,--,0,99%,94%,147,137,25,123,89,14,--,--,3,11,15,14,5,11,11,1,--,--,--,1,5,5,1,3,4,--,103,100,92,12,84,48,8,--,--,3,10,59,47,59,18,50,52,7,--,--,--,2,25,31,22,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland Education and Training Centre,Belgian Gardens,1,--,--,1,--,--,--,0,100%,--,,,,,,,,,,,1,1,--,1,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifford Park Special School,Toowoomba,11,--,10,--,--,--,--,1,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifton State High School,Clifton,36,24,1,31,17,17,--,2,92%,78%,24,22,14,20,16,4,--,--,--,2,11,8,3,6,3,--,--,--,--,--,1,1,--,1,--,--,17,13,14,9,12,9,3,--,--,--,2,18,11,16,8,14,10,1,--,--,--,--,0,4,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloncurry State School,Cloncurry,13,8,--,11,4,3,--,0,100%,100%,8,6,3,3,4,--,--,--,--,--,5,5,1,5,--,--,--,--,--,--,,,,,,,3,3,2,2,--,1,--,--,--,--,--,10,5,9,2,8,3,--,--,--,--,--,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Clontarf Beach State High School,Clontarf,160,138,1,126,37,65,--,0,97%,93%,138,109,33,63,72,36,1,--,1,8,21,17,4,13,8,--,--,--,--,1,,,,,,,65,58,37,10,3,31,10,1,--,1,4,94,80,89,27,73,49,26,--,--,--,5,7,20,21,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Collinsville State High School,Collinsville,22,17,1,18,10,6,--,2,86%,100%,17,16,9,15,8,3,--,--,--,--,4,2,1,2,1,--,--,--,--,--,,,,,,,6,6,6,4,5,4,2,--,--,--,--,15,11,12,6,12,5,1,--,--,--,--,0,2,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Columba Catholic College,Charters Towers,54,44,--,38,14,24,--,3,93%,96%,44,32,9,2,28,1,--,--,--,1,10,6,5,--,3,--,--,--,--,--,,,,,,,24,23,16,1,2,14,1,--,--,--,1,30,21,22,13,--,17,--,--,--,--,--,3,6,13,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concordia Lutheran College,Toowoomba,64,61,--,33,11,50,--,0,100%,98%,61,30,9,19,21,1,--,--,2,--,3,3,2,3,3,--,--,--,--,--,,,,,,,50,50,19,3,9,13,1,--,--,2,--,14,11,14,8,13,11,--,--,--,--,--,12,12,21,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooktown State School,Cooktown,16,4,--,6,4,4,--,6,56%,100%,4,1,--,--,1,1,--,--,--,--,12,5,4,1,3,1,--,--,--,--,,,,,,,4,3,1,--,--,1,1,--,--,--,--,12,1,5,4,1,3,1,--,--,--,--,1,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooloola Christian College,Gympie,17,14,--,11,2,8,--,0,100%,100%,14,8,1,--,6,4,--,--,--,--,3,3,1,--,2,--,--,--,--,--,,,,,,,8,8,2,1,--,1,1,--,--,--,--,9,6,9,1,--,7,3,--,--,--,--,0,3,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coolum State High School,Coolum Beach,133,108,--,98,29,72,--,5,93%,87%,108,82,25,45,59,11,2,--,2,8,25,16,4,5,13,1,--,--,--,--,,,,,,,72,64,42,11,17,29,3,1,--,2,4,61,44,56,18,33,43,9,1,--,--,4,11,17,25,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Coombabah State High School,Coombabah,192,153,--,167,44,68,--,0,99%,93%,153,129,37,93,125,28,--,--,3,21,39,38,7,33,37,2,--,--,--,2,,,,,,,68,65,43,9,8,40,3,--,--,3,5,124,88,124,35,118,122,27,--,--,--,18,11,14,22,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Coomera Anglican College,Coomera,58,52,--,6,4,47,--,5,90%,85%,52,6,4,--,4,4,1,--,--,7,6,--,--,--,--,--,--,--,--,1,,,,,,,47,46,4,3,--,3,2,1,--,--,7,11,6,2,1,--,1,2,--,--,--,1,8,13,15,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Coorparoo Secondary College,Coorparoo,71,60,--,66,9,26,--,1,97%,96%,60,57,9,54,43,--,--,--,--,9,11,9,--,9,7,--,--,--,--,2,,,,,,,26,25,22,4,20,9,--,--,--,--,3,45,35,44,5,43,41,--,--,--,--,8,2,2,9,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Corinda State High School,Corinda,222,194,1,139,24,140,--,8,95%,94%,194,123,20,35,105,20,1,4,6,31,27,16,4,5,11,--,--,--,--,2,,,,,,,140,132,78,8,14,69,14,--,4,6,28,81,62,61,16,26,47,6,1,--,--,5,17,32,38,39,14,,,,,,,,,,,,,,,,,,,,,,,,,,
Craigslea State High School,Chermside West,135,83,--,96,11,73,--,7,90%,86%,83,57,7,25,44,7,--,--,3,3,52,39,4,24,25,5,--,--,--,3,,,,,,,73,63,41,2,8,34,6,--,--,3,4,62,20,55,9,41,35,6,--,--,--,2,10,23,20,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Cunnamulla State School,Cunnamulla,5,4,--,4,3,1,--,1,80%,100%,4,4,3,3,3,1,--,--,--,--,,,,,,,,,,,,,,,,,1,1,1,1,1,--,--,--,--,--,--,4,3,3,2,2,3,1,--,--,--,--,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Currimundi Special School,Currimundi,13,--,10,--,--,--,--,3,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currumbin Community Special School,Currumbin Waters,9,--,9,5,1,--,--,0,56%,--,,,,,,,,,,,,,,,,,,,,,9,5,1,5,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakabin State High School,Dakabin,189,138,--,163,22,89,--,3,96%,84%,138,119,18,112,70,27,3,--,--,6,51,44,4,42,7,5,--,--,--,1,,,,,,,89,74,66,4,57,27,7,2,--,--,3,100,64,97,18,97,50,25,1,--,--,4,9,19,25,27,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalby Christian College,Dalby,7,3,--,3,2,3,--,2,57%,100%,3,2,2,1,1,--,--,--,--,--,4,1,--,1,--,--,--,--,--,--,,,,,,,3,2,1,1,--,1,--,--,--,--,--,4,1,2,1,2,--,--,--,--,--,--,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalby State High School,Dalby,112,83,4,44,27,50,--,6,87%,100%,83,30,18,7,13,3,--,--,2,--,25,14,9,8,2,1,--,--,--,1,,,,,,,50,45,4,2,2,1,3,--,--,2,1,58,38,40,25,13,14,1,--,--,--,--,10,9,17,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Downs Christian School,Toowoomba,12,3,--,2,2,7,--,5,42%,100%,,,,,,,,,,,9,2,2,--,--,--,--,--,--,1,,,,,,,7,3,2,2,--,--,--,--,--,--,--,5,0,--,--,--,--,--,--,--,--,1,0,1,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Point Special School,Manly,7,--,6,3,--,--,--,1,43%,--,,,,,,,,,,,,,,,,,,,,,6,3,--,3,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Bay Flexible Learning Centre,Deception Bay,4,1,--,2,1,--,--,2,50%,--,1,1,1,--,1,--,--,--,--,1,3,1,--,1,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Bay State High School,Deception Bay,108,59,--,96,7,26,--,9,91%,90%,59,57,4,51,53,10,--,--,--,8,49,39,3,29,29,4,--,--,--,2,,,,,,,26,21,23,1,18,19,1,--,--,--,1,82,38,73,6,62,63,13,--,--,--,9,1,5,6,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Djarragun College,Gordonvale,67,2,--,52,18,--,--,15,78%,100%,2,2,--,2,2,1,--,--,--,--,65,50,18,43,10,3,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downlands College,Toowoomba,150,141,--,103,21,120,--,2,99%,88%,141,96,19,61,62,3,--,--,--,1,9,7,2,6,3,--,--,--,--,--,,,,,,,120,118,75,8,42,56,2,--,--,--,1,30,23,28,13,25,9,1,--,--,--,--,20,23,38,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysart State High School,Dysart,32,30,2,31,8,10,--,0,97%,100%,30,30,8,30,30,13,--,--,--,1,,,,,,,,,,,2,1,--,1,1,--,10,10,10,5,10,10,4,--,--,--,--,20,20,20,3,20,20,9,--,--,--,1,1,3,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnshaw State College,Banyo,40,29,--,24,2,19,--,7,78%,87%,29,22,2,20,13,--,--,--,--,1,11,2,--,2,2,--,--,--,--,1,,,,,,,19,17,12,--,11,8,--,--,--,--,1,21,12,12,2,11,7,--,--,--,--,1,2,6,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Eidsvold State School,Eidsvold,5,2,--,5,3,--,--,0,100%,--,2,2,2,2,--,--,--,--,--,--,3,3,1,3,1,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elanora State High School,Elanora,168,141,1,121,13,88,--,5,93%,88%,141,105,10,41,82,25,--,--,10,4,26,16,3,4,10,1,--,--,--,1,,,,,,,88,80,50,3,12,37,8,--,--,10,3,79,61,71,10,33,55,18,--,--,--,2,11,21,26,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald State High School,Emerald,103,88,1,93,32,32,--,0,100%,96%,88,78,23,36,66,1,--,--,--,--,14,14,9,5,10,--,--,--,--,--,1,1,--,1,--,--,32,32,23,2,7,19,1,--,--,--,--,70,56,69,30,34,57,--,--,--,--,--,4,15,9,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmanuel College  Carrara,Carrara,124,122,--,18,6,104,--,2,98%,89%,122,18,6,--,6,13,--,--,7,6,2,--,--,--,--,--,--,--,--,1,,,,,,,104,104,8,2,--,5,4,--,--,7,6,20,18,10,4,--,1,9,--,--,--,1,19,26,38,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmaus College,Jimboomba,29,25,--,21,5,16,--,1,97%,93%,25,18,4,--,17,4,--,--,--,--,4,3,1,--,2,--,--,--,--,--,,,,,,,16,14,10,2,--,10,2,--,--,--,--,13,11,11,3,--,9,2,--,--,--,--,1,1,8,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmaus College (Rockhampton),North Rockhampton,204,169,--,53,22,132,--,20,86%,90%,169,47,17,2,33,2,--,--,--,3,35,6,5,--,2,--,--,--,--,--,,,,,,,132,122,19,2,1,16,1,--,--,--,2,72,47,34,20,1,19,1,--,--,--,1,16,36,31,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Everton Park State High School,Everton Park,50,30,2,46,9,12,--,3,92%,92%,30,30,6,19,30,14,--,--,--,--,18,15,3,13,9,1,--,--,--,--,2,1,--,1,--,--,12,11,12,1,7,12,7,--,--,--,--,36,19,33,8,25,27,8,--,--,--,--,2,3,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairholme College,Toowoomba,100,98,--,48,16,97,--,0,99%,96%,98,47,16,11,30,20,--,--,1,1,2,1,--,1,--,--,--,--,--,--,,,,,,,97,95,45,13,11,30,17,--,--,1,1,3,3,3,3,1,--,3,--,--,--,--,23,32,28,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran College,Plainland,23,18,--,14,3,17,--,1,87%,88%,18,12,2,3,10,3,--,--,--,--,5,2,1,1,1,--,--,--,--,--,,,,,,,17,14,9,1,--,8,2,--,--,--,--,6,4,5,2,4,3,1,--,--,--,--,0,3,10,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran College - Redlands,Victoria Point,81,71,--,45,10,64,--,2,93%,80%,71,41,8,5,38,4,--,--,--,11,10,4,2,--,2,--,--,--,--,1,,,,,,,64,58,31,3,2,30,2,--,--,--,10,17,13,14,7,3,10,2,--,--,--,2,10,11,22,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferny Grove State High School,Ferny Grove,274,222,1,118,60,203,--,9,92%,92%,222,89,47,23,58,42,--,--,5,15,51,29,13,11,18,9,--,--,--,5,,,,,,,203,185,58,36,2,26,34,--,--,5,15,70,37,60,24,32,50,17,--,--,--,5,42,64,57,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Flagstone State Community College,Flagstone,132,90,6,115,41,49,--,3,95%,93%,90,80,27,56,71,8,--,--,2,7,36,29,12,23,23,--,--,--,--,--,6,6,2,6,4,--,49,44,37,11,19,30,1,--,--,2,4,77,46,72,28,60,64,7,--,--,--,3,1,7,18,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Lake State High School,Forest Lake,210,165,1,158,28,115,--,11,91%,78%,165,132,24,100,93,19,6,--,--,23,44,26,4,18,14,--,--,--,--,3,,,,,,,115,101,82,10,62,49,8,1,--,--,19,94,64,76,18,56,58,11,5,--,--,7,12,16,31,33,23,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraser Coast Anglican College,Hervey Bay,63,51,--,25,7,53,--,5,89%,87%,51,20,5,8,19,2,--,--,2,1,12,5,2,3,2,--,--,--,--,--,,,,,,,53,48,20,5,9,18,2,--,--,2,1,10,3,5,2,2,3,--,--,--,--,--,8,14,19,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Freshwater Christian College,Brinsmead,17,8,--,7,2,10,--,5,65%,100%,8,4,1,3,1,--,--,--,--,--,9,3,1,1,2,--,--,--,--,--,,,,,,,10,8,5,1,3,2,--,--,--,--,--,7,0,2,1,1,1,--,--,--,--,--,2,2,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Genesis Christian College,Bray Park,67,56,--,23,4,55,--,5,85%,95%,56,22,4,--,19,4,--,--,--,7,11,1,--,--,1,--,--,--,--,--,,,,,,,55,50,18,3,--,17,2,--,--,--,4,12,6,5,1,--,3,2,--,--,--,3,13,14,14,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilroy Santa Maria College,Ingham,47,42,2,38,10,33,--,2,91%,94%,42,37,9,32,17,3,--,--,--,1,3,1,1,--,--,--,--,--,--,--,,,,,,,33,33,28,6,23,12,3,--,--,--,1,12,9,10,4,9,5,--,--,--,--,--,4,10,9,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Gin Gin State High School,Gin Gin,65,43,--,60,11,18,--,0,100%,92%,43,38,7,37,20,--,--,--,--,--,22,22,4,20,12,--,--,--,--,--,,,,,,,18,17,14,2,14,4,--,--,--,--,--,47,26,46,9,43,28,--,--,--,--,--,4,6,5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gladstone State High School,Gladstone,200,147,1,112,53,65,--,19,88%,92%,147,84,41,28,62,3,--,--,2,2,52,28,12,18,8,1,--,--,--,--,,,,,,,65,60,18,--,4,14,--,--,--,2,1,134,87,94,53,42,56,4,--,--,--,1,7,17,19,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Glasshouse Christian College,Beerwah,14,14,--,8,4,14,--,0,100%,100%,14,8,4,--,4,2,--,--,1,--,,,,,,,,,,,,,,,,,14,14,8,4,--,4,2,--,--,1,--,,,,,,,,,,,,4,5,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenala State High School,Inala Heights,62,45,--,52,13,12,--,0,98%,71%,45,36,11,28,27,1,--,--,1,1,17,16,2,14,4,1,--,--,--,--,,,,,,,12,11,6,2,2,5,1,--,--,1,--,50,34,46,11,40,26,1,--,--,--,1,2,1,4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenden State School,Glenden,3,3,--,3,2,2,--,0,100%,100%,3,3,2,1,2,--,--,--,--,--,,,,,,,,,,,,,,,,,2,2,2,2,--,2,--,--,--,--,--,1,1,1,--,1,--,--,--,--,--,--,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenmore State High School,North Rockhampton,91,54,1,81,17,28,--,6,91%,95%,54,52,12,52,17,3,1,--,2,--,36,28,5,26,9,1,--,--,--,--,1,1,--,1,--,--,28,23,25,--,24,4,--,--,--,2,--,62,31,55,17,54,22,4,1,--,--,--,7,7,9,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Counsel College,Innisfail,102,92,--,62,19,62,--,3,94%,94%,92,58,17,32,30,16,--,--,1,1,10,4,2,3,1,--,--,--,--,--,,,,,,,62,59,31,6,11,19,5,--,--,1,1,40,33,31,13,24,12,11,--,--,--,--,10,14,24,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Shepherd Catholic College,Mount Isa,49,40,--,29,10,23,--,5,88%,95%,40,26,8,10,18,4,--,--,--,--,9,3,2,--,1,--,--,--,--,--,,,,,,,23,21,11,4,5,6,2,--,--,--,--,26,19,18,6,5,13,2,--,--,--,--,3,6,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Shepherd Lutheran College,Noosaville,66,60,--,21,8,57,--,3,94%,100%,60,19,7,11,12,2,--,--,1,1,6,2,1,1,--,--,--,--,--,--,,,,,,,57,55,16,6,9,10,2,--,--,1,--,9,5,5,2,3,2,--,--,--,--,1,15,11,16,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodna Special School,Goodna,7,--,7,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
