School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Anglican Church Grammar School,East Brisbane,225,208,--,40,8,199,--,6,96%,96%,208,33,6,11,22,4,--,--,--,11,17,7,2,6,--,--,--,--,--,4,,,,,,,199,195,25,2,8,20,1,--,--,--,9,26,13,15,6,9,2,3,--,--,--,6,63,68,50,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Annandale Christian College,Annandale,24,21,--,8,3,14,--,1,92%,92%,21,7,3,1,4,4,--,--,--,1,3,1,--,--,1,--,--,--,--,--,,,,,,,14,12,3,2,--,3,1,--,--,--,--,10,9,5,1,1,2,3,--,--,--,1,1,3,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquinas College,Southport,112,93,1,80,19,63,--,4,92%,88%,93,70,19,49,45,22,--,--,6,14,18,10,--,6,6,--,--,--,--,3,,,,,,,63,55,44,6,25,28,7,--,--,6,5,48,38,36,13,30,23,15,--,--,--,12,9,21,17,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Arethusa College,Deception Bay,9,--,8,4,2,--,--,1,44%,--,,,,,,,,,,,,,,,,,,,,,8,4,2,2,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspley Special School,Aspley,9,--,7,--,--,--,--,2,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspley State High School,Aspley,112,75,2,99,21,52,--,1,96%,85%,75,67,14,53,42,17,--,--,1,5,35,32,7,20,26,6,--,--,--,4,,,,,,,52,43,43,11,31,20,14,--,--,1,7,58,32,56,10,42,48,9,--,--,--,2,5,9,16,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Assisi Catholic College,Upper Coomera,47,35,--,19,3,28,--,4,87%,90%,35,13,1,--,12,1,--,--,3,1,12,6,2,1,4,1,--,--,--,3,,,,,,,28,25,11,1,--,11,--,--,--,3,--,19,10,8,2,1,5,2,--,--,--,4,3,10,12,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Assumption College,Warwick,42,34,--,22,9,23,--,3,88%,80%,34,19,6,1,16,2,--,--,--,--,8,3,3,--,2,--,--,--,--,1,,,,,,,23,21,10,1,1,8,--,--,--,--,--,19,13,12,8,--,10,2,--,--,--,1,0,5,7,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Atherton State High School,Atherton,158,101,4,135,35,63,--,5,92%,93%,101,90,23,79,71,22,--,1,--,4,53,45,12,35,27,3,--,--,--,--,,,,,,,63,55,49,5,41,34,7,--,--,--,2,91,46,86,30,73,64,18,--,1,--,2,11,20,19,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Industry Trade College,Robina,141,139,--,141,134,--,--,0,100%,25%,139,139,132,139,139,1,--,--,--,1,2,2,2,2,2,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian International Islamic College,Durack,6,4,--,--,--,4,--,2,67%,83%,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Trade College North Brisbane,Scarborough,134,117,--,134,123,--,--,0,100%,0%,117,117,109,14,117,53,--,--,--,2,17,17,14,5,16,8,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aviation High School,Clayfield,65,41,--,26,3,40,--,7,69%,91%,41,22,2,17,11,2,--,--,2,--,24,4,1,3,--,--,--,--,--,--,,,,,,,40,25,11,2,7,6,--,--,--,2,--,25,16,15,1,13,5,2,--,--,--,--,2,9,12,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayr State High School,Ayr,67,52,--,52,13,30,--,3,93%,96%,52,42,8,26,25,1,--,--,1,--,15,10,5,9,--,1,--,--,--,--,,,,,,,30,28,20,4,5,17,1,--,--,1,--,37,24,32,9,30,8,1,--,--,--,--,3,11,8,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Babinda State School,Babinda,20,11,1,10,1,7,--,3,75%,100%,11,6,1,--,5,1,--,--,--,--,8,3,--,--,2,2,--,--,--,--,1,1,--,1,--,--,7,4,1,--,--,--,1,--,--,--,--,12,7,8,1,--,7,2,--,--,--,--,0,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Balmoral State High School,Morningside,82,66,--,77,14,46,--,2,98%,78%,66,63,13,57,34,6,1,--,--,9,16,14,1,14,2,--,--,--,--,--,,,,,,,46,44,43,9,38,18,5,1,--,--,4,36,22,34,5,33,18,1,--,--,--,5,9,5,19,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Barcaldine Prep-12 State School,Barcaldine,21,13,--,12,12,9,--,3,81%,88%,13,8,8,--,1,1,--,--,--,--,8,4,4,--,2,1,--,--,--,--,,,,,,,9,8,4,4,--,--,1,--,--,--,--,12,5,8,8,--,3,1,--,--,--,--,0,1,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaudesert State High School,Beaudesert,222,141,5,135,40,107,--,11,86%,91%,141,84,26,33,64,7,--,--,1,6,76,49,14,40,16,--,--,--,--,1,5,2,--,2,--,--,107,89,41,13,6,34,4,--,--,1,6,110,52,92,27,67,46,3,--,--,--,1,15,20,29,29,14,,,,,,,,,,,,,,,,,,,,,,,,,,
Beenleigh Special School,Mount Warren Park,9,--,9,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beenleigh State High School,Beenleigh,150,91,--,130,36,37,--,12,91%,89%,91,85,19,67,65,19,--,--,--,12,59,45,17,32,13,4,--,--,--,2,,,,,,,37,29,29,6,20,15,4,--,--,--,3,113,62,101,30,79,63,19,--,--,--,11,2,10,5,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Beerwah State High School,Beerwah,133,82,1,75,41,58,--,18,80%,85%,82,51,29,38,21,12,--,--,1,3,50,23,11,14,11,1,1,--,--,--,1,1,1,1,--,--,58,44,34,17,22,18,10,--,--,1,1,74,38,40,23,30,14,3,1,--,--,2,9,10,16,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Benowa State High School,Benowa,265,221,--,178,35,119,--,0,97%,84%,221,141,29,113,58,42,--,5,11,20,44,37,6,37,9,3,--,--,--,1,,,,,,,119,112,32,6,4,27,6,--,--,11,3,146,109,146,29,146,40,39,--,5,--,18,21,36,39,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Bentley Park College,Edmonton,97,61,3,85,8,32,--,4,92%,89%,61,57,5,56,20,5,--,--,--,--,33,28,3,24,8,1,--,--,--,--,,,,,,,32,30,30,1,30,11,1,--,--,--,--,62,31,55,7,50,17,5,--,--,--,--,2,12,9,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Biloela State High School,Biloela,77,56,--,58,11,32,--,1,95%,100%,56,41,4,30,19,2,--,--,6,1,21,17,7,13,1,1,--,--,1,--,,,,,,,32,27,14,1,3,11,--,--,--,6,--,45,29,44,10,40,9,3,--,--,1,1,6,13,11,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackall State School,Blackall,7,4,--,5,3,3,--,1,71%,100%,4,4,2,2,1,--,--,--,--,--,3,1,1,--,1,--,--,--,--,--,,,,,,,3,2,2,1,1,--,--,--,--,--,--,4,2,3,2,1,2,--,--,--,--,--,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackheath and Thornburgh College,Charters Towers,29,27,--,17,7,14,--,0,97%,100%,27,16,6,1,16,--,--,--,2,1,2,1,1,--,--,--,--,--,--,--,,,,,,,14,13,3,3,1,3,--,--,--,1,--,15,14,14,4,--,13,--,--,--,1,1,0,3,6,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackwater State High School,Blackwater,62,56,--,61,19,13,--,1,98%,92%,56,56,16,20,56,7,--,--,2,1,6,5,3,--,4,--,--,--,--,--,,,,,,,13,13,13,1,--,13,--,--,--,2,1,49,43,48,18,20,47,7,--,--,--,--,0,1,7,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Boonah State High School,Boonah,76,61,--,44,16,43,--,1,96%,88%,61,32,12,23,29,1,--,--,4,1,15,12,4,8,4,--,--,--,--,1,,,,,,,43,35,13,5,6,9,--,--,--,4,1,33,26,31,11,25,24,1,--,--,--,1,9,12,8,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowen State High School,Bowen,70,56,1,57,13,22,--,5,93%,93%,56,48,11,44,11,2,--,--,--,1,13,8,2,8,2,--,--,--,--,--,1,1,--,1,--,--,22,21,21,1,21,1,1,--,--,--,--,47,35,35,12,31,12,1,--,--,--,1,6,6,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracken Ridge State High School,Bracken Ridge,98,65,--,90,28,30,--,5,94%,96%,65,63,23,62,27,25,--,--,--,4,33,27,5,26,5,2,--,--,--,3,,,,,,,30,27,27,6,26,4,7,--,--,--,3,68,38,63,22,62,28,20,--,--,--,4,6,8,8,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Bray Park State High School,Bray Park,129,85,--,122,19,71,--,1,98%,91%,85,80,10,76,59,11,--,--,--,5,44,42,9,41,25,1,--,--,--,2,,,,,,,71,62,65,9,61,46,6,--,--,--,3,58,23,57,10,56,38,6,--,--,--,4,10,11,25,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Bremer State High School,Ipswich,194,119,--,154,23,81,--,14,89%,88%,119,101,16,88,62,8,--,--,1,3,75,53,7,43,21,1,--,--,--,2,,,,,,,81,70,58,12,55,36,5,--,--,1,3,113,49,96,11,76,47,4,--,--,--,2,11,19,23,21,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Bribie Island State High School,Bribie Island,159,107,4,92,40,66,--,19,84%,84%,107,65,31,41,26,7,1,--,--,7,48,26,8,19,6,--,--,--,--,4,4,1,1,--,1,--,66,57,30,13,20,11,1,--,--,--,4,89,50,61,26,40,21,6,1,--,--,7,8,22,17,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Brigidine College,Indooroopilly,108,94,--,32,6,87,--,4,93%,95%,94,26,4,4,20,4,--,--,1,10,14,6,2,2,1,2,--,--,--,4,,,,,,,87,83,20,4,1,18,--,--,--,1,7,21,11,12,2,5,3,6,--,--,--,7,15,29,23,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Adventist College,Wishart,53,42,--,11,1,38,--,4,87%,89%,42,7,1,2,3,3,--,--,--,7,11,4,--,3,1,--,--,--,--,--,,,,,,,38,35,4,1,--,3,2,--,--,--,6,15,7,7,--,5,1,1,--,--,--,1,4,14,9,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Bayside State College,Wynnum West,108,77,--,91,21,58,--,0,93%,79%,77,68,15,41,54,11,--,--,2,9,31,23,6,20,19,2,--,--,--,--,,,,,,,58,45,42,4,15,31,4,--,--,2,5,50,32,49,17,46,42,9,--,--,--,4,2,9,12,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Boys' College,Toowong,214,199,--,21,13,161,--,7,94%,94%,199,18,12,--,11,5,--,--,5,8,15,3,1,--,2,--,--,--,--,--,,,,,,,161,155,10,3,--,8,2,--,--,5,2,53,44,11,10,--,5,3,--,--,--,6,66,56,34,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Christian College,Salisbury,27,19,--,12,3,26,--,0,74%,90%,19,11,2,--,11,1,--,--,--,1,8,1,1,--,--,--,--,--,--,--,,,,,,,26,18,11,2,--,10,--,--,--,--,1,1,1,1,1,--,1,1,--,--,--,--,1,6,9,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Girls Grammar School,Brisbane,231,229,--,31,4,230,--,1,99%,99%,229,31,4,--,27,--,--,--,8,7,,,,,,,,,,,,,,,,,230,229,31,4,--,27,--,--,--,8,7,,,,,,,,,,,,96,78,44,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Grammar School,Brisbane,244,237,--,2,--,243,--,1,97%,100%,237,2,--,1,1,--,--,--,--,2,7,--,--,--,--,--,--,--,--,1,,,,,,,243,237,2,--,1,1,--,--,--,--,3,,,,,,,,,,,,112,81,36,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane School of Distance Education,Coorparoo,125,68,5,71,19,36,--,25,75%,88%,68,45,10,30,25,10,4,1,2,7,52,25,8,12,13,4,1,--,--,3,5,1,1,--,--,--,36,32,15,1,12,4,1,--,--,1,2,84,36,55,17,30,34,13,5,1,1,8,5,10,15,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane State High School,South Brisbane,395,364,--,85,25,357,--,2,94%,93%,364,76,22,6,54,25,--,--,49,11,31,9,3,1,7,2,--,--,--,4,,,,,,,357,334,62,16,1,46,18,--,--,49,12,38,30,23,9,6,15,9,--,--,--,3,124,100,62,52,19,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns Plains State High School,Browns Plains,182,165,--,164,27,43,--,0,100%,93%,165,147,25,80,115,19,--,--,1,18,17,17,2,10,13,--,1,--,--,--,,,,,,,43,43,29,1,7,25,3,--,--,1,5,139,122,135,26,83,103,16,1,--,--,13,7,8,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundaberg Christian College,Bundaberg,37,28,--,19,4,34,--,1,92%,100%,28,13,2,--,12,1,--,--,--,2,9,6,2,--,5,--,--,--,--,2,,,,,,,34,27,17,4,--,15,1,--,--,--,4,3,1,2,--,--,2,--,--,--,--,--,5,7,11,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundaberg North State High School,Bundaberg North,166,119,--,123,18,71,--,8,95%,82%,119,85,13,52,61,2,--,--,1,1,47,38,5,24,19,1,--,--,--,2,,,,,,,71,65,38,4,21,25,--,--,--,1,1,95,54,85,14,55,55,3,--,--,--,2,8,20,22,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundaberg Special School,Bundaberg,11,--,11,1,--,--,--,0,9%,--,,,,,,,,,,,,,,,,,,,,,11,1,--,1,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundaberg State High School,Bundaberg,200,135,10,171,16,105,--,10,90%,98%,135,127,9,127,48,12,1,--,4,6,55,41,7,40,9,2,--,--,1,1,10,3,--,2,1,--,105,90,95,6,95,26,5,1,--,5,4,85,45,73,10,72,31,9,--,--,--,3,15,28,25,33,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundamba State Secondary College,Bundamba,98,50,11,81,25,32,--,6,87%,85%,50,46,17,44,33,4,--,--,--,4,37,27,8,22,15,1,--,--,--,1,11,8,--,8,--,--,32,21,25,5,25,16,--,--,--,--,3,55,29,48,20,41,32,5,--,--,--,2,4,4,4,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Burdekin Catholic High School,Ayr,48,46,1,24,5,37,--,1,96%,97%,46,24,5,6,24,--,--,--,--,1,,,,,,,,,,,,,,,,,37,37,17,4,1,17,--,--,--,--,1,10,9,7,1,5,7,--,--,--,--,--,6,8,12,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Burdekin School,Ayr,1,--,1,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burnett State College,Gayndah,31,22,3,21,3,14,--,1,94%,82%,22,14,3,8,12,1,--,--,--,--,6,5,--,1,4,--,--,--,--,--,3,2,--,1,2,--,14,13,6,1,6,3,--,--,--,--,--,14,9,13,2,3,13,1,--,--,--,--,1,4,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Burnett Youth Learning Centre,Bundaberg South,4,--,4,1,--,--,--,0,25%,--,,,,,,,,,,,,,,,,,,,,,4,1,--,1,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burnside State High School,Nambour,63,57,--,63,13,33,--,0,100%,100%,57,57,13,57,25,8,--,--,--,2,6,6,--,6,--,2,--,--,--,--,,,,,,,33,31,33,9,33,17,6,--,--,--,--,30,26,30,4,30,8,4,--,--,--,2,5,9,6,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Caboolture Special School,Morayfield,11,--,11,4,--,--,--,0,36%,--,,,,,,,,,,,,,,,,,,,,,11,4,--,4,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caboolture State High School,Caboolture,194,147,--,162,31,92,--,10,92%,87%,147,130,28,52,111,33,--,--,3,6,47,32,3,26,12,--,--,--,--,2,,,,,,,92,84,71,10,15,67,25,--,--,3,5,102,63,91,21,63,56,8,--,--,--,3,7,31,24,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Cairns School of Distance Education,Manunda Cairns,21,15,2,17,4,2,--,0,90%,75%,15,13,3,9,7,6,1,--,--,--,4,4,1,3,2,--,--,--,--,--,,,,,,,,,,,,,,,,,,17,13,17,4,12,9,6,1,--,--,--,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cairns State High School,Cairns,236,172,5,101,19,153,--,14,88%,94%,172,65,13,36,29,16,--,1,1,5,59,33,6,21,13,2,--,--,--,1,5,3,--,3,--,--,153,133,44,8,25,17,5,--,--,1,3,78,39,54,11,32,25,13,--,1,--,3,33,45,34,27,14,,,,,,,,,,,,,,,,,,,,,,,,,,
Calamvale Community College,Calamvale,159,115,--,158,16,69,--,0,100%,91%,115,114,12,114,53,12,--,--,5,17,44,44,4,43,18,4,--,--,1,3,,,,,,,69,60,69,3,69,33,3,--,--,5,7,90,55,89,13,88,38,13,--,--,1,13,6,18,18,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Calamvale State Special School,Calamvale,5,--,5,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calen District State College,Calen,20,20,--,20,5,10,--,0,100%,100%,20,20,5,20,17,--,--,--,3,2,,,,,,,,,,,,,,,,,10,10,10,1,10,9,--,--,--,2,--,10,10,10,4,10,8,--,--,--,1,2,3,2,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Caloundra Christian College,Caloundra,40,34,--,39,4,30,--,0,98%,85%,34,34,4,29,11,1,--,--,2,1,6,5,--,4,2,--,--,--,--,--,,,,,,,30,28,29,2,24,11,1,--,--,2,1,10,6,10,2,9,2,--,--,--,--,--,1,9,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Caloundra City Private School,Pelican Waters,11,11,--,7,3,11,--,0,100%,90%,11,7,3,--,7,2,--,--,2,--,,,,,,,,,,,,,,,,,11,11,7,3,--,7,2,--,--,2,--,,,,,,,,,,,,0,5,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Caloundra State High School,Caloundra,190,145,--,103,20,104,--,8,88%,86%,145,80,16,48,34,11,--,--,1,3,45,23,4,17,5,3,1,--,--,3,,,,,,,104,89,30,11,1,20,8,--,--,1,1,86,56,73,9,64,19,6,1,--,--,5,10,24,41,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvary Christian College,Carbrook,82,66,--,30,19,66,--,6,88%,96%,66,24,16,--,12,10,--,--,7,7,16,6,3,--,3,--,--,--,--,2,,,,,,,66,59,21,12,--,11,5,--,--,7,4,16,7,9,7,--,4,5,--,--,--,5,12,23,16,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvary Christian College,Mount Louisa,44,33,1,15,6,29,--,5,82%,100%,33,12,5,2,9,2,1,--,--,1,10,2,1,1,--,--,--,--,--,--,1,1,--,1,1,--,29,26,7,2,--,6,1,--,--,--,--,14,7,7,4,3,3,1,1,--,--,1,3,11,9,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannon Hill Anglican College,Cannon Hill,137,130,--,53,9,128,--,0,98%,95%,130,49,7,21,34,2,--,--,3,8,7,4,2,1,2,--,--,--,--,--,,,,,,,128,123,45,5,20,30,1,--,--,3,4,9,7,8,4,2,6,1,--,--,--,4,42,34,33,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,
