School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Calvary Christian College,Carbrook,94,81,--,26,15,73,--,7,90%,92%,81,22,12,1,5,15,--,--,11,--,13,4,3,1,1,1,--,--,--,--,,,,,,,73,70,15,9,--,4,9,--,--,11,--,21,11,11,6,2,2,7,--,--,--,--,13,21,23,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvary Christian College,Mount Louisa,44,36,1,13,2,23,--,3,91%,100%,36,9,--,--,7,2,--,--,--,5,7,3,1,1,1,--,--,--,--,--,1,1,1,--,1,--,23,22,2,--,--,1,1,--,--,--,1,20,14,10,1,1,7,1,--,--,--,4,2,7,8,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannon Hill Anglican College,Cannon Hill,129,124,--,22,9,121,--,0,98%,99%,124,20,8,1,5,11,1,--,2,--,5,2,1,--,1,--,--,--,--,--,,,,,,,121,118,14,5,--,1,11,1,--,2,--,8,6,8,4,1,5,--,--,--,--,--,38,45,29,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Canterbury College,Waterford,146,143,--,63,13,104,--,1,99%,98%,143,61,13,14,26,40,2,2,25,7,3,2,--,2,2,--,--,--,--,--,,,,,,,104,104,25,2,4,8,11,2,--,23,4,42,39,38,11,12,20,29,--,2,2,3,21,39,26,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Capalaba State College,Capalaba,80,79,1,80,13,19,--,0,100%,100%,79,79,13,43,77,14,--,--,1,--,,,,,,,,,,,1,1,--,--,1,--,19,19,19,--,11,18,--,--,--,1,--,60,60,60,13,32,59,14,--,--,--,--,2,6,9,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Capella State High School,Capella,19,17,1,19,2,9,--,0,100%,100%,17,17,1,16,17,--,--,--,--,--,1,1,1,1,1,--,--,--,--,--,1,1,--,1,1,--,9,9,9,--,8,9,--,--,--,--,--,9,8,9,2,9,9,--,--,--,--,--,1,3,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Capricornia (Emerald Campus) School of Distance Education,Emerald,20,9,--,16,1,--,--,4,80%,--,9,9,--,7,9,7,--,--,--,--,11,7,1,3,3,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carinity Education - Glendyne,Nikenbah,24,3,--,23,2,--,--,1,96%,--,3,3,1,3,3,--,--,--,--,--,21,20,1,19,17,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carinity Education - Southside,Sunnybank,21,10,--,17,7,--,--,4,81%,--,10,10,5,2,9,3,--,--,--,--,11,7,2,3,3,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmel College,Thornlands,168,159,--,103,17,93,--,4,97%,97%,159,99,17,46,50,58,1,--,--,1,9,4,--,1,2,1,--,--,--,--,,,,,,,93,92,33,3,5,15,14,--,--,--,--,75,67,70,14,42,37,45,1,--,--,1,12,31,32,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Cavendish Road State High School,Holland Park,223,221,2,124,31,131,--,0,100%,99%,221,122,30,43,93,36,--,--,29,2,,,,,,,,,,,2,2,1,2,--,--,131,131,34,8,6,21,8,--,--,29,--,90,90,88,22,37,72,28,--,--,--,2,35,43,38,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenary Heights State High School,Toowoomba,217,184,--,113,39,114,--,6,94%,94%,184,93,34,59,68,22,--,--,8,--,33,20,5,11,11,--,--,--,--,--,,,,,,,114,107,18,5,8,11,2,--,--,8,--,103,77,95,34,62,68,20,--,--,--,--,30,33,36,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenary State High School,Jindalee,192,186,1,184,16,108,--,1,99%,100%,186,180,16,168,45,69,11,--,5,--,5,3,--,3,2,--,--,--,--,--,1,1,--,1,1,--,108,106,101,7,96,5,23,3,--,4,--,83,80,82,9,75,42,46,8,--,1,--,19,35,33,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Queensland Christian College,Berserker,2,2,--,--,--,2,--,0,100%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancellor State College,Sippy Downs,214,209,--,214,69,98,--,0,100%,100%,209,209,68,203,88,114,20,1,19,2,5,5,1,4,2,3,--,--,--,--,,,,,,,98,98,98,15,98,20,26,1,--,17,--,116,111,116,54,109,70,91,19,1,2,2,19,40,30,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chanel College,Gladstone,80,72,--,41,2,62,--,1,94%,100%,72,38,1,11,17,25,--,--,--,--,8,3,1,1,1,--,--,--,--,--,,,,,,,62,57,24,--,3,12,14,--,--,--,--,18,15,17,2,9,6,11,--,--,--,--,14,18,17,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleville State High School,Charleville,34,29,1,31,10,13,--,0,97%,89%,29,27,8,27,6,4,--,--,--,--,4,4,2,4,1,--,--,--,--,--,,,,,,,13,13,12,3,12,2,1,--,--,--,--,20,16,19,7,19,5,3,--,--,--,--,0,4,6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Towers School of Distance Education,Charters Towers,21,6,--,10,2,1,--,11,48%,50%,6,6,1,6,6,--,--,--,--,1,15,4,1,4,3,--,--,--,--,--,,,,,,,1,1,1,--,1,1,--,--,--,--,--,20,5,9,2,9,8,--,--,--,--,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Towers State High School,Charters Towers,44,40,2,38,5,7,--,1,95%,100%,40,36,5,19,34,2,--,--,1,19,2,1,--,1,--,--,--,--,--,--,2,1,--,1,--,--,7,7,5,--,1,5,--,--,--,1,1,35,33,32,5,19,29,2,--,--,--,18,0,4,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinchilla State High School,Chinchilla,76,68,3,71,11,38,--,0,96%,96%,68,66,11,65,4,3,--,--,--,2,5,5,--,5,--,--,--,--,--,1,,,,,,,38,37,36,2,35,1,2,--,--,--,2,35,31,35,9,35,3,1,--,--,--,1,6,9,15,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chisholm Catholic College,Cornubia,123,113,--,96,26,71,--,3,96%,95%,113,91,24,56,51,51,--,--,--,--,10,5,2,3,1,1,--,--,--,--,,,,,,,71,66,48,11,37,10,16,--,--,--,--,52,47,48,15,22,42,36,--,--,--,--,8,13,23,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Outreach College Toowoomba,Toowoomba,48,43,--,16,8,41,--,2,92%,100%,43,15,8,--,6,9,--,--,1,--,5,1,--,--,--,1,--,--,--,--,,,,,,,41,39,12,6,--,4,8,--,--,1,--,7,4,4,2,--,2,2,--,--,--,--,7,13,12,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Citipointe Christian College,Carindale,117,117,--,35,15,109,--,0,100%,97%,117,35,15,1,14,15,--,11,4,13,,,,,,,,,,,,,,,,,109,109,27,13,1,9,12,--,9,4,9,8,8,8,2,--,5,3,--,2,--,4,34,39,21,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Clairvaux MacKillop College,Upper Mount Gravatt,217,188,5,86,26,143,--,11,88%,92%,188,82,25,18,23,53,4,--,5,4,,,,,,,,,,,5,4,1,1,2,--,143,130,34,13,5,6,19,--,--,5,--,69,58,48,12,13,17,34,4,--,--,4,13,35,41,38,16,,,,,,,,,,,,,,,,,,,,,,,,,,
Claremont Special School,Ipswich,11,--,11,4,--,--,--,0,36%,--,,,,,,,,,,,,,,,,,,,,,11,4,--,3,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayfield College,Clayfield,90,87,--,32,--,66,--,1,98%,99%,87,31,--,1,1,29,13,2,--,5,3,1,--,--,--,1,--,--,--,--,,,,,,,66,65,9,--,--,--,9,2,--,--,1,24,22,23,--,1,1,21,11,2,--,4,28,20,10,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Clermont State High School,Clermont,21,21,--,20,8,9,--,0,100%,100%,21,20,8,18,12,2,--,--,--,--,,,,,,,,,,,,,,,,,9,9,8,3,7,2,1,--,--,--,--,12,12,12,5,11,10,1,--,--,--,--,0,3,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland District State High School,Cleveland,200,186,2,152,25,120,--,2,98%,98%,186,142,23,109,93,35,--,--,3,2,12,8,1,6,5,--,--,--,1,--,2,2,1,--,1,1,120,114,74,7,59,30,8,--,--,4,--,78,72,76,17,56,68,27,--,--,--,2,12,39,27,34,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland Education and Training Centre,Belgian Gardens,1,--,--,--,--,--,--,1,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifford Park Special School,Toowoomba,26,--,25,7,--,--,--,1,27%,--,,,,,,,,,,,,,,,,,,,,,25,7,--,7,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifton State High School,Clifton,43,40,2,43,11,14,--,0,100%,100%,40,40,11,38,11,19,--,1,--,1,1,1,--,1,--,--,--,--,--,--,2,2,--,2,1,--,14,14,14,2,14,3,3,--,--,--,--,27,26,27,9,25,8,16,--,1,--,1,1,2,7,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloncurry State School,Cloncurry,12,12,--,12,1,3,--,0,100%,100%,12,12,1,11,4,--,--,--,--,--,,,,,,,,,,,,,,,,,3,3,3,--,3,--,--,--,--,--,--,9,9,9,1,8,4,--,--,--,--,--,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Clontarf Beach State High School,Clontarf Beach,143,143,--,137,45,30,--,0,100%,100%,143,137,45,127,35,52,--,--,13,--,,,,,,,,,,,,,,,,,30,30,27,2,27,1,2,--,--,2,--,113,113,110,43,100,34,50,--,--,11,--,3,12,14,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Collinsville State High School,Collinsville,10,10,--,9,5,2,--,0,100%,80%,10,9,5,--,8,3,--,--,--,--,,,,,,,,,,,,,,,,,2,2,2,2,--,1,1,--,--,--,--,8,8,7,3,--,7,2,--,--,--,--,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Columba Catholic College,Charters Towers,46,41,--,18,2,18,--,2,96%,100%,41,15,1,1,15,1,--,--,--,11,5,3,1,2,--,--,--,--,--,2,,,,,,,18,17,2,--,1,1,--,--,--,--,4,28,24,16,2,2,14,1,--,--,--,9,5,5,5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concordia Lutheran College,Toowoomba,89,84,1,31,12,69,--,1,99%,98%,84,27,11,17,17,9,--,--,1,2,4,3,1,2,1,--,--,--,--,--,1,1,--,1,--,--,69,69,14,6,7,8,6,--,--,1,1,19,15,16,6,12,10,3,--,--,--,1,9,22,25,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooktown State School,Cooktown,14,12,2,12,6,4,--,0,86%,0%,12,12,6,11,10,5,--,--,--,--,,,,,,,,,,,,,,,,,4,4,4,2,4,3,1,--,--,--,--,8,8,8,4,7,7,4,--,--,--,--,0,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooloola Christian College,Gympie,16,13,--,12,6,7,--,0,100%,100%,13,9,6,--,6,2,--,--,--,--,3,3,--,--,3,--,--,--,--,--,,,,,,,7,6,5,4,--,3,2,--,--,--,--,9,7,7,2,--,6,--,--,--,--,--,3,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coolum Beach Christian College,Yandina Creek,13,12,--,2,1,12,--,1,92%,78%,12,2,1,--,--,2,--,--,--,--,,,,,,,,,,,,,,,,,12,12,2,1,--,--,2,--,--,--,--,,,,,,,,,,,,0,2,8,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coolum State High School,Coolum Beach,120,119,--,93,23,70,--,0,100%,90%,119,92,23,62,50,22,7,--,--,--,1,1,--,--,1,--,--,--,--,--,,,,,,,70,70,43,13,21,12,13,7,--,--,--,50,49,50,10,41,39,9,--,--,--,--,6,15,22,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Coombabah State High School,Coombabah,187,160,--,139,44,50,--,6,96%,89%,160,120,41,92,73,62,5,1,16,3,27,19,3,17,4,--,--,--,1,--,,,,,,,50,48,10,1,6,1,2,1,--,16,--,137,112,129,43,103,76,60,4,1,1,3,6,7,18,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Coomera Anglican College,Coomera,105,102,--,25,5,88,--,1,97%,99%,102,25,5,10,12,13,--,--,8,--,,,,,,,,,,,,,,,,,88,86,14,1,5,7,6,--,--,8,--,17,16,11,4,5,5,7,--,--,--,--,26,29,22,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Coorparoo Secondary College,Coorparoo,50,50,--,41,10,7,--,0,100%,97%,50,41,10,40,16,9,2,--,1,1,,,,,,,,,,,,,,,,,7,7,3,--,3,--,--,--,--,--,--,43,43,38,10,37,16,9,2,--,1,1,2,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Corinda State High School,Corinda,271,269,2,270,35,127,--,0,100%,95%,269,268,35,153,266,77,20,--,10,6,,,,,,,,,,,2,2,--,2,2,--,127,127,126,6,41,125,16,--,--,9,--,142,142,142,29,112,141,61,20,--,1,6,24,35,42,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Craigslea State High School,Chermside West,169,143,--,85,18,102,--,7,93%,98%,143,70,14,57,22,14,2,--,4,--,26,15,4,9,7,2,--,--,--,--,,,,,,,102,97,32,4,24,4,6,2,--,4,--,67,46,53,14,42,25,10,--,--,--,--,16,26,37,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Cunnamulla State School,Cunnamulla,8,4,--,2,--,--,--,4,50%,--,4,2,--,2,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currimundi Special School,Currimundi,24,--,24,4,--,--,--,0,17%,--,,,,,,,,,,,,,,,,,,,,,24,4,--,--,4,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currumbin Community Special School,Currumbin Waters,4,--,4,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakabin State High School,Dakabin,157,143,--,121,11,67,--,1,99%,92%,143,108,10,98,41,17,--,--,--,1,14,13,1,12,3,--,--,--,--,--,,,,,,,67,67,36,3,32,2,9,--,--,--,--,90,76,85,8,78,42,8,--,--,--,1,9,16,15,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalby Christian College,Dalby,10,10,--,7,2,6,--,0,100%,100%,10,7,2,--,6,4,--,--,--,1,,,,,,,,,,,,,,,,,6,6,3,--,--,2,1,--,--,--,--,4,4,4,2,--,4,3,--,--,--,1,3,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalby State High School,Dalby,149,101,2,97,26,62,--,11,89%,87%,101,66,16,43,31,13,--,--,--,1,46,31,10,20,15,2,--,--,--,--,,,,,,,62,56,28,2,20,5,4,--,--,--,1,85,45,69,24,43,41,11,--,--,--,--,9,10,25,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Downs Christian School,Toowoomba,12,7,1,7,2,5,--,0,100%,71%,7,2,--,--,--,2,--,--,--,--,4,4,2,--,1,1,--,--,--,--,1,1,--,--,--,1,5,4,2,--,--,--,2,--,--,--,--,6,3,4,2,--,1,1,--,--,--,--,1,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Point Special School,Manly,11,--,11,2,--,--,--,0,18%,--,,,,,,,,,,,,,,,,,,,,,11,2,--,2,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Bay Flexible Learning Centre,Deception Bay,23,5,--,13,4,--,--,10,57%,--,5,5,2,4,2,2,--,--,2,--,18,8,2,6,--,2,--,--,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Bay State High School,Deception Bay,131,129,--,129,27,25,--,0,100%,97%,129,127,26,97,94,74,1,--,--,1,2,2,1,--,--,1,--,--,--,--,,,,,,,25,25,23,3,21,10,12,1,--,--,--,106,104,106,24,76,84,63,--,--,--,1,2,6,11,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Djarragun College,Gordonvale,23,16,--,23,4,--,--,0,100%,100%,16,16,4,13,16,--,--,--,--,--,7,7,--,7,7,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downlands Sacred Heart College,Toowoomba,135,125,--,54,20,99,--,1,99%,84%,125,46,15,33,19,10,--,1,2,2,10,8,5,6,3,--,--,--,--,--,,,,,,,99,98,19,4,10,5,5,--,1,2,1,36,27,35,16,29,17,5,--,--,--,1,20,23,23,23,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysart State High School,Dysart,24,22,1,24,4,4,--,0,100%,100%,22,22,4,19,22,3,--,--,--,--,1,1,--,1,1,--,--,--,--,--,1,1,--,1,1,--,4,4,4,1,2,4,2,--,--,--,--,19,18,19,3,18,19,1,--,--,--,--,0,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagleby Learning College,Eagleby,88,15,--,34,10,--,--,54,39%,100%,15,15,4,7,8,8,--,--,--,1,73,19,6,8,7,2,--,--,--,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnshaw State College,Banyo,41,36,3,37,1,18,--,1,93%,90%,36,35,1,29,26,4,--,--,2,--,2,1,--,1,--,--,--,--,--,--,3,1,--,1,--,--,18,17,17,--,16,8,--,--,--,2,--,20,19,19,1,14,18,4,--,--,--,--,1,4,5,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Eidsvold State School,Eidsvold,5,5,--,3,1,--,--,0,100%,--,5,3,1,3,--,1,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elanora State High School,Elanora,132,115,2,76,23,76,--,5,93%,100%,115,68,21,30,36,35,--,--,30,2,15,7,1,5,3,--,--,--,1,--,2,1,1,--,--,--,76,72,28,11,7,7,13,--,--,30,1,54,43,47,11,28,32,22,--,--,1,1,5,23,23,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald Christian College,Emerald,5,3,1,--,--,2,--,0,60%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald State High School,Emerald,98,95,1,96,18,37,--,0,99%,88%,95,94,18,56,92,6,--,--,--,--,2,2,--,--,2,--,--,--,--,--,,,,,,,37,37,36,2,22,34,--,--,--,--,--,60,58,60,16,34,60,6,--,--,--,--,7,9,8,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmanuel College  Carrara,Carrara,151,150,--,27,22,136,--,0,100%,100%,150,26,21,2,5,18,3,5,13,6,1,1,1,--,--,1,--,1,--,1,,,,,,,136,136,15,11,2,4,9,2,--,13,--,15,14,12,11,--,1,10,1,6,--,7,44,41,36,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmaus College,Jimboomba,83,80,--,75,29,50,--,0,100%,98%,80,72,28,52,21,22,--,--,1,1,3,3,1,3,2,--,--,--,--,--,,,,,,,50,50,44,12,36,10,11,--,--,1,1,33,30,31,17,19,13,11,--,--,--,--,5,5,24,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmaus College,North Rockhampton,211,192,1,101,20,119,--,4,96%,98%,192,91,19,16,17,85,--,--,--,--,18,9,1,2,3,6,--,--,--,--,1,1,--,1,--,--,119,114,20,2,3,3,16,--,--,--,--,91,78,80,18,15,17,75,--,--,--,--,10,26,46,33,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Everton Park State High School,Everton Park,47,45,1,42,10,14,--,1,98%,80%,45,41,10,10,37,15,--,--,--,1,,,,,,,,,,,1,1,--,1,--,--,14,14,13,3,1,11,4,--,--,--,--,32,31,28,7,9,26,11,--,--,--,1,1,1,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairholme College,Toowoomba,105,100,1,39,34,84,--,1,98%,97%,100,36,32,--,2,31,--,--,7,4,4,2,2,--,--,--,--,--,--,1,1,1,--,--,--,1,84,83,21,20,--,2,16,--,--,6,1,20,17,17,14,--,--,15,--,--,1,4,22,31,26,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Baptist Christian School (Gladstone),Burua,1,--,--,1,1,--,--,0,100%,--,,,,,,,,,,,1,1,1,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Christian School of Distance Education,Karawatha,15,1,--,6,2,--,--,9,40%,67%,1,1,--,--,1,1,--,--,--,1,14,5,2,1,2,2,--,--,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran College,Plainland,113,95,--,65,26,78,--,3,94%,85%,95,54,20,23,29,25,1,--,--,1,18,11,6,4,6,2,--,--,--,--,,,,,,,78,73,35,13,11,16,15,1,--,--,1,35,22,30,13,16,19,12,--,--,--,--,9,14,25,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran College - Redlands,Victoria Point,85,77,--,28,6,63,--,2,95%,95%,77,24,5,13,7,13,--,--,--,1,8,4,1,3,2,1,--,--,--,1,,,,,,,63,60,12,3,6,2,6,--,--,--,1,22,17,16,3,10,7,8,--,--,--,1,6,16,16,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferny Grove State High School,Ferny Grove,242,226,--,125,69,149,--,10,95%,96%,226,121,66,3,41,85,1,--,2,1,16,4,3,1,--,1,--,--,1,--,,,,,,,149,146,52,31,--,3,45,1,--,3,1,93,80,73,38,4,38,41,--,--,--,--,25,53,47,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Flagstone State Community College,Flagstone,162,147,3,132,29,56,--,0,99%,100%,147,118,29,103,103,19,--,--,8,--,12,12,--,11,10,--,--,--,--,--,3,2,--,2,--,--,56,56,27,7,19,17,4,--,--,8,--,103,91,103,22,95,96,15,--,--,--,--,8,2,23,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Lake State High School,Forest Lake,208,204,--,147,35,66,--,1,100%,98%,204,144,34,60,98,35,2,6,3,25,4,3,1,1,1,--,--,--,--,1,,,,,,,66,66,24,10,15,4,10,1,1,3,1,142,138,123,25,46,95,25,1,5,--,25,15,18,19,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraser Coast Anglican College,Hervey Bay,64,58,--,11,5,52,--,3,92%,96%,58,10,5,1,1,6,--,--,--,--,6,1,--,--,--,1,--,--,--,--,,,,,,,52,50,4,2,1,1,2,--,--,--,--,12,8,7,3,--,--,5,--,--,--,--,14,18,17,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Freshwater Christian College,Brinsmead,21,15,--,19,2,16,--,0,100%,94%,15,13,1,13,--,5,--,--,--,--,6,6,1,5,--,--,--,--,--,--,,,,,,,16,11,14,1,14,--,1,--,--,--,--,5,4,5,1,4,--,4,--,--,--,--,1,4,7,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Genesis Christian College,Bray Park,83,81,--,30,8,66,--,1,99%,99%,81,29,8,1,18,12,--,--,1,--,2,1,--,--,1,--,--,--,--,--,,,,,,,66,66,14,3,1,7,5,--,--,1,--,17,15,16,5,--,12,7,--,--,--,--,15,20,16,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilroy Santa Maria College,Ingham,51,51,--,42,12,27,--,0,100%,100%,51,42,12,21,11,32,1,--,--,11,,,,,,,,,,,,,,,,,27,27,19,4,4,6,15,--,--,--,7,24,24,23,8,17,5,17,1,--,--,4,4,9,9,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Gin Gin State High School,Gin Gin,56,49,--,45,5,25,--,3,95%,100%,49,41,4,29,34,3,--,--,1,--,7,4,1,3,3,--,--,--,--,--,,,,,,,25,25,17,--,6,14,--,--,--,1,--,31,24,28,5,26,23,3,--,--,--,--,4,9,10,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gladstone State High School,Gladstone,240,233,5,146,27,98,--,0,98%,96%,233,143,27,89,131,13,--,--,--,2,2,2,--,1,2,--,--,--,--,--,5,1,--,1,--,--,98,98,12,2,4,8,2,--,--,--,--,137,135,133,25,86,125,11,--,--,--,2,18,28,29,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Glasshouse Christian College,Beerwah,39,34,--,39,8,19,--,0,100%,100%,34,34,8,34,13,11,--,--,6,--,5,5,--,4,1,1,--,--,--,--,,,,,,,19,18,19,4,19,8,5,--,--,5,--,20,16,20,4,19,6,7,--,--,1,--,5,5,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
