School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Anglican Church Grammar School,East Brisbane,220,215,--,26,9,192,--,2,99%,99%,215,23,8,2,6,5,--,8,1,8,5,3,1,--,--,--,--,2,--,2,,,,,,,192,192,6,2,1,3,1,--,--,1,--,28,23,20,7,1,3,4,--,10,--,10,75,63,43,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Annandale Christian College,Annandale,27,26,--,10,1,14,--,0,100%,94%,26,9,1,--,7,2,--,--,--,1,1,1,--,--,--,1,--,--,--,--,,,,,,,,,,,,,,,,,,13,12,10,1,--,7,3,--,--,--,1,3,3,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquinas College,Southport,171,150,1,115,32,121,--,7,94%,92%,150,105,28,76,27,27,11,1,39,3,20,10,4,8,2,--,2,--,--,1,,,,,,,121,113,78,19,61,12,10,10,--,39,2,49,37,37,13,23,17,17,3,1,--,2,10,33,37,36,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcadia College,Varsity Lakes,29,1,--,13,8,--,--,16,45%,--,1,1,--,1,1,1,--,--,--,--,28,12,8,3,6,4,--,--,--,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arethusa College,Deception Bay,53,6,--,25,11,--,--,28,47%,100%,6,6,3,2,4,3,--,--,--,--,47,19,8,4,9,5,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspley Special School,Aspley,13,--,13,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspley State High School,Aspley,118,114,2,88,15,45,--,0,98%,93%,114,86,15,50,72,22,--,--,--,--,2,2,--,--,2,--,--,--,--,--,,,,,,,45,45,19,1,12,7,--,--,--,--,--,71,69,69,14,38,67,22,--,--,--,--,11,14,7,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Assisi Catholic College,Upper Coomera,120,109,--,37,17,83,--,7,93%,98%,109,34,17,9,5,19,3,--,26,--,11,3,--,1,1,2,--,--,1,--,,,,,,,83,82,18,10,3,3,8,2,--,27,--,37,27,19,7,7,3,13,1,--,--,--,13,11,36,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Assumption College,Warwick,44,39,--,22,14,20,--,1,91%,100%,39,21,14,--,10,11,--,--,--,--,5,1,--,1,--,--,--,--,--,--,,,,,,,20,16,3,1,1,--,2,--,--,--,--,24,23,19,13,--,10,9,--,--,--,--,1,5,5,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Atherton State High School,Atherton,135,114,4,81,41,68,--,4,93%,96%,114,69,33,17,26,36,--,--,--,3,17,10,6,3,4,1,--,--,--,--,4,2,2,--,--,--,68,65,28,13,4,9,12,--,--,--,3,63,49,51,26,16,21,25,--,--,--,--,12,15,19,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Christian College - Moreton,Caboolture,10,9,--,3,2,9,--,0,90%,71%,9,3,2,1,1,--,--,--,--,--,,,,,,,,,,,,,,,,,9,8,2,2,--,--,--,--,--,--,--,1,1,1,--,1,1,--,--,--,--,--,0,2,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Industry Trade College,Robina,136,129,--,136,110,--,--,0,100%,100%,129,129,107,122,129,19,2,4,--,4,7,7,3,3,7,--,--,--,--,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian International Islamic College,Durack,11,6,--,1,1,11,--,0,55%,89%,6,1,1,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,11,6,1,1,--,--,--,--,--,--,--,,,,,,,,,,,,3,2,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Trade College North Brisbane,Scarborough,74,60,--,71,32,--,--,3,96%,0%,60,60,28,18,60,3,--,--,--,--,14,11,4,2,10,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aviation High School,Clayfield,61,60,--,41,6,38,--,0,100%,94%,60,40,6,20,23,6,--,--,1,--,1,1,--,--,1,--,--,--,--,--,,,,,,,38,38,22,3,14,8,3,--,--,1,--,23,22,19,3,6,16,3,--,--,--,--,4,9,17,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayr State High School,Ayr,82,75,--,67,7,34,--,2,95%,100%,75,64,6,52,33,4,--,--,--,16,7,3,1,3,--,--,--,--,--,--,,,,,,,34,32,25,1,22,2,2,--,--,--,1,48,43,42,6,33,31,2,--,--,--,15,5,18,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Babinda State School,Babinda,19,19,--,18,2,7,--,0,100%,100%,19,18,2,14,6,8,--,--,--,--,,,,,,,,,,,,,,,,,7,7,6,--,6,--,--,--,--,--,--,12,12,12,2,8,6,8,--,--,--,--,3,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Balmoral State High School,Morningside,67,67,--,67,25,22,--,0,100%,93%,67,67,25,67,44,20,1,--,1,2,,,,,,,,,,,,,,,,,22,22,22,8,22,3,5,1,--,1,1,45,45,45,17,45,41,15,--,--,--,1,7,3,9,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Barcaldine Prep-12 State School,Barcaldine,21,18,3,17,11,9,--,0,90%,78%,18,16,10,7,11,1,--,--,--,--,,,,,,,,,,,3,1,1,1,--,1,9,9,7,3,1,5,1,--,--,--,--,9,9,9,7,6,6,--,--,--,--,--,1,2,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaudesert State High School,Beaudesert,230,206,3,169,32,111,--,1,99%,92%,206,148,28,123,57,39,--,--,3,--,21,19,4,15,7,--,--,--,--,--,3,2,--,2,1,--,111,103,53,6,35,7,14,--,--,3,--,116,103,114,26,103,57,25,--,--,--,--,15,24,22,35,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Beenleigh Special School,Mount Warren Park,5,--,5,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beenleigh State High School,Beenleigh,127,113,--,69,29,53,--,7,94%,96%,113,63,28,13,34,27,--,--,3,2,14,6,1,3,3,1,--,--,--,--,,,,,,,53,51,20,10,1,12,8,--,--,3,--,74,62,49,19,15,25,20,--,--,--,2,2,5,13,19,14,,,,,,,,,,,,,,,,,,,,,,,,,,
Beerwah State High School,Beerwah,155,148,--,127,25,49,--,6,96%,94%,148,126,25,89,43,36,--,--,6,1,7,1,--,1,--,--,--,--,--,--,,,,,,,49,49,40,4,34,6,9,--,--,5,--,106,99,87,21,56,37,27,--,--,1,1,6,14,17,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bell State School,Bell,1,--,1,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benowa State High School,Benowa,310,295,--,250,50,76,--,0,100%,96%,295,235,47,219,77,70,10,9,21,17,15,15,3,14,1,1,1,1,--,1,,,,,,,76,75,16,1,1,10,7,1,--,16,--,234,220,234,49,232,68,64,10,10,5,18,20,33,18,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bentley Park College,Edmonton,119,97,6,111,10,36,--,1,95%,96%,97,95,8,88,31,14,6,--,--,--,16,15,2,14,2,--,--,--,--,--,6,1,--,1,--,--,36,35,35,--,33,14,2,4,--,--,--,77,62,75,10,69,19,12,2,--,--,--,2,4,8,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Biloela State High School,Biloela,85,78,--,76,20,38,--,1,98%,97%,78,71,18,61,20,9,--,--,1,1,7,5,2,5,1,--,--,--,--,--,,,,,,,38,37,32,1,29,3,3,--,--,1,1,47,41,44,19,37,18,6,--,--,--,--,4,14,14,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackall State School,Blackall,9,8,1,6,3,2,--,0,89%,100%,8,6,3,5,3,--,--,--,--,--,,,,,,,,,,,,,,,,,2,2,2,--,1,2,--,--,--,--,--,6,6,4,3,4,1,--,--,--,--,--,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackheath and Thornburgh College,Charters Towers,18,14,--,11,6,5,--,1,83%,100%,14,10,5,1,6,7,--,--,--,11,4,1,1,--,--,--,--,--,--,1,,,,,,,5,3,2,--,--,--,2,--,--,--,3,13,11,9,6,1,6,5,--,--,--,9,0,0,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackwater State High School,Blackwater,49,49,--,49,12,16,--,0,100%,81%,49,49,12,35,49,7,--,--,1,--,,,,,,,,,,,,,,,,,16,16,16,3,9,16,--,--,--,1,--,33,33,33,9,26,33,7,--,--,--,--,1,5,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Boonah State High School,Boonah,101,92,--,55,13,54,--,0,100%,96%,92,46,12,32,30,5,--,--,5,--,9,9,1,7,2,--,--,--,--,--,,,,,,,54,51,10,--,7,6,--,--,--,5,--,47,41,45,13,32,26,5,--,--,--,--,2,21,16,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowen State High School,Bowen,87,86,1,61,12,28,--,0,100%,100%,86,60,12,10,39,22,--,--,--,30,,,,,,,,,,,1,1,--,--,1,--,28,28,5,2,--,2,3,--,--,--,11,58,58,55,10,10,37,19,--,--,--,19,6,14,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracken Ridge State High School,Bracken Ridge,73,68,1,73,22,29,--,0,100%,96%,68,68,21,65,44,30,--,1,2,1,4,4,1,4,2,1,--,--,--,--,1,1,--,1,--,--,29,27,29,7,29,5,7,--,--,1,--,43,41,43,15,40,41,24,--,1,1,1,4,10,6,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Bray Park State High School,Bray Park,123,120,--,123,16,45,--,0,100%,98%,120,120,16,120,78,15,--,--,14,--,3,3,--,3,2,--,--,--,1,--,,,,,,,45,45,45,3,45,5,4,--,--,13,--,78,75,78,13,78,75,11,--,--,2,--,6,5,20,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bremer State High School,Ipswich,241,228,7,231,28,66,--,0,99%,96%,228,220,27,185,175,40,3,1,2,2,6,6,--,4,6,--,--,--,--,--,7,5,1,4,4,2,66,66,63,3,56,36,6,3,--,2,--,168,162,163,24,133,145,34,--,1,--,2,11,9,26,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Bribie Island State High School,Bribie Island,162,147,--,117,28,74,--,1,99%,90%,147,104,26,43,80,50,--,--,1,--,15,13,2,4,7,1,--,--,--,--,,,,,,,74,73,36,2,23,24,14,--,--,1,--,88,74,81,26,24,63,37,--,--,--,--,10,19,23,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Brigidine College,Indooroopilly,119,118,--,112,5,98,--,0,100%,98%,118,111,5,96,10,94,--,--,3,2,1,1,--,--,1,1,--,--,--,--,,,,,,,98,98,91,3,77,2,74,--,--,3,--,21,20,21,2,19,9,21,--,--,--,2,16,35,32,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Adventist College,Wishart,37,33,--,9,1,35,--,1,92%,89%,33,8,1,--,3,5,--,--,1,--,4,1,--,--,--,1,--,--,--,--,,,,,,,35,32,8,1,--,3,5,--,--,1,--,2,1,1,--,--,--,1,--,--,--,--,2,9,7,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Bayside State College,Wynnum West,181,172,1,99,21,84,--,1,98%,93%,172,93,21,32,66,28,1,--,4,2,8,6,--,6,2,--,--,--,--,--,,,,,,,84,83,15,3,1,8,4,1,--,4,1,96,89,84,18,37,60,24,--,--,--,1,9,20,29,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Boys' College,Toowong,194,178,--,35,3,143,--,10,93%,98%,178,32,3,1,3,5,--,24,3,24,16,3,--,--,--,2,--,2,--,2,,,,,,,143,140,10,--,1,--,--,--,9,3,9,51,38,25,3,--,3,7,--,17,--,17,61,41,35,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Christian College,Salisbury,26,25,--,5,4,22,--,1,96%,90%,25,5,4,--,3,--,--,--,1,--,,,,,,,,,,,,,,,,,22,22,2,2,--,--,--,--,--,1,--,4,3,3,2,--,3,--,--,--,--,--,3,6,7,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Girls Grammar School,Brisbane,231,231,--,2,--,231,--,0,100%,100%,231,2,--,--,2,--,--,--,6,--,,,,,,,,,,,,,,,,,231,231,2,--,--,2,--,--,--,6,--,,,,,,,,,,,,108,82,30,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Grammar School,Brisbane,247,245,--,5,2,247,--,0,99%,100%,245,5,2,1,1,2,--,--,--,--,,,,,,,,,,,,,,,,,247,245,5,2,1,1,2,--,--,--,--,,,,,,,,,,,,152,54,31,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane School of Distance Education,Coorparoo,181,140,20,111,18,52,--,6,85%,89%,140,97,15,59,39,44,7,5,11,9,21,12,3,9,3,2,--,--,1,--,20,2,--,1,--,1,52,49,14,2,12,--,4,--,--,12,--,109,91,95,16,56,42,42,7,5,--,9,12,14,17,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane State High School,South Brisbane,453,447,1,196,18,383,--,3,99%,99%,447,194,17,14,120,68,23,--,48,2,5,1,1,--,--,--,--,--,--,--,1,1,--,--,--,1,383,382,137,8,4,107,27,14,--,48,2,69,65,58,10,10,13,41,9,--,--,--,178,113,63,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Brisbane Youth Education Training Centre,Wacol,6,1,--,5,--,1,--,1,83%,100%,1,1,--,1,--,--,--,--,1,--,5,4,--,4,1,--,--,--,--,--,,,,,,,1,1,1,--,1,--,--,--,--,1,--,5,0,4,--,4,1,--,--,--,--,--,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns Plains State High School,Browns Plains,180,176,3,150,17,37,--,0,100%,96%,176,146,16,62,129,43,2,--,1,--,1,1,--,--,1,--,--,--,--,--,3,3,1,3,2,--,37,37,10,--,8,3,2,--,--,1,--,140,139,137,16,54,127,41,2,--,--,--,5,10,12,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundaberg Christian College,Bundaberg,67,60,--,30,9,42,--,2,93%,80%,60,28,8,1,14,15,--,--,--,1,7,2,1,--,1,--,--,--,--,--,,,,,,,42,38,10,2,--,4,5,--,--,--,--,25,22,20,7,1,11,10,--,--,--,1,6,10,9,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundaberg North State High School,Bundaberg North,143,112,--,89,8,50,--,8,92%,95%,112,70,4,59,35,12,--,--,--,--,31,19,4,14,6,--,--,--,--,--,,,,,,,50,46,9,1,3,6,2,--,--,--,--,93,66,80,7,70,35,10,--,--,--,--,3,18,23,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundaberg Special School,Bundaberg,10,--,10,6,--,--,--,0,60%,--,,,,,,,,,,,,,,,,,,,,,10,6,--,6,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundaberg State High School,Bundaberg,211,178,9,205,12,84,--,1,98%,96%,178,177,10,176,104,26,--,--,2,--,24,23,2,22,10,1,--,--,--,--,9,5,--,5,--,--,84,77,83,3,83,12,6,--,--,2,--,118,101,117,9,115,102,21,--,--,--,--,9,20,28,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundamba State Secondary College,Bundamba,125,121,--,97,49,37,--,0,99%,88%,121,94,49,51,68,36,1,--,--,--,4,3,--,1,1,1,--,--,--,--,,,,,,,37,35,14,6,7,1,7,--,--,--,--,88,86,83,43,45,68,30,1,--,--,--,4,10,10,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Burdekin Catholic High School,Ayr,94,91,--,45,6,62,--,0,97%,98%,91,45,6,14,22,15,--,--,--,--,,,,,,,,,,,,,,,,,62,59,17,1,1,7,8,--,--,--,--,32,32,28,5,13,15,7,--,--,--,--,12,24,18,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Burnett State College,Gayndah,34,30,--,28,3,17,--,0,100%,100%,30,24,1,10,18,9,--,--,--,--,4,4,2,1,3,1,--,--,--,--,,,,,,,17,17,11,--,8,6,--,--,--,--,--,17,13,17,3,3,15,10,--,--,--,--,2,9,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Burnett Youth Learning Centre,Bundaberg South,5,--,5,2,--,--,--,0,40%,--,,,,,,,,,,,,,,,,,,,,,5,2,--,1,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burnside State High School,Nambour,52,52,--,52,9,26,--,0,100%,94%,52,52,9,51,12,14,--,--,2,--,,,,,,,,,,,,,,,,,26,26,26,2,25,2,7,--,--,2,--,26,26,26,7,26,10,7,--,--,--,--,0,8,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwgcolman Community School,Palm Island,8,5,--,3,--,--,--,3,63%,--,5,3,--,--,3,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caboolture Special School,Morayfield,19,--,19,2,--,--,--,0,11%,--,,,,,,,,,,,,,,,,,,,,,19,2,--,2,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caboolture State High School,Caboolture,172,158,--,134,8,82,--,5,97%,95%,158,126,8,50,102,36,--,--,10,--,14,8,--,4,5,2,--,--,1,--,,,,,,,82,81,53,--,12,39,21,--,--,11,--,90,77,81,8,42,68,17,--,--,--,--,5,28,23,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Cairns School of Distance Education,Manunda Cairns,31,22,4,17,6,6,--,1,84%,100%,22,13,4,7,4,6,1,3,--,4,5,4,2,2,2,--,--,--,--,--,,,,,,,6,6,2,1,1,--,--,--,--,--,--,21,16,15,5,8,6,6,1,3,--,4,1,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cairns State High School,Cairns,251,221,2,101,15,134,8,16,91%,94%,221,93,14,44,44,37,--,2,--,3,28,8,1,4,4,--,--,--,--,--,,,,,,,134,128,29,4,18,6,5,--,--,--,--,98,84,71,10,30,42,31,--,2,--,3,24,37,38,24,11,,,,,,,,,,,,9,1,1,1,--,--,1,--,--,--,--,0,1,2,5
Calamvale Community College,Calamvale,191,182,--,132,33,67,--,4,97%,97%,182,128,32,47,109,43,8,--,9,3,9,4,1,--,3,--,--,--,--,--,,,,,,,67,66,21,7,8,7,12,2,--,9,--,124,116,111,26,39,105,31,6,--,--,3,7,12,25,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Calamvale State Special School,Calamvale,7,--,7,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calen District State College,Calen,16,15,1,15,1,8,--,0,94%,100%,15,15,1,13,10,--,--,--,4,--,,,,,,,,,,,,,,,,,8,8,8,1,6,8,--,--,--,4,--,7,7,7,--,7,2,--,--,--,--,--,2,4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Caloundra Christian College,Caloundra,12,11,--,10,7,6,--,0,100%,80%,11,9,6,8,6,6,--,--,--,--,1,1,1,1,1,--,--,--,--,--,,,,,,,6,6,4,3,4,2,3,--,--,--,--,6,5,6,4,5,5,3,--,--,--,--,1,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Caloundra City Private School,Pelican Waters,13,13,--,13,1,13,--,0,100%,100%,13,13,1,--,12,2,3,--,2,--,,,,,,,,,,,,,,,,,13,13,13,1,--,12,2,3,--,2,--,,,,,,,,,,,,2,7,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Caloundra State High School,Caloundra,199,197,1,197,35,73,--,0,99%,91%,197,196,35,181,81,22,30,--,4,1,1,1,--,1,1,--,--,--,--,--,,,,,,,73,73,72,8,69,6,7,13,--,3,--,125,124,125,27,113,76,15,17,--,1,1,11,20,23,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,
