School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Glenmore State High School,North Rockhampton,85,80,5,70,19,13,--,0,94%,93%,80,70,19,31,55,22,1,--,3,--,,,,,,,,,,,,,,,,,13,13,10,1,5,8,5,--,--,1,--,67,67,60,18,26,47,17,1,--,2,--,1,3,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold Coast Christian College,Reedy Creek,11,10,--,3,1,8,--,1,91%,86%,10,3,1,--,--,2,--,--,--,--,,,,,,,,,,,,,,,,,8,8,3,1,--,--,2,--,--,--,--,,,,,,,,,,,,1,2,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Counsel College,Innisfail,99,93,--,56,15,55,--,1,98%,98%,93,52,13,31,30,37,2,--,--,5,6,4,2,3,--,--,--,--,--,--,,,,,,,55,54,14,3,7,4,6,--,--,--,--,44,39,42,12,27,26,31,2,--,--,5,14,15,16,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Shepherd Catholic College,Mount Isa,51,50,--,37,6,17,--,0,100%,100%,50,36,6,25,19,1,--,--,--,16,1,1,--,--,1,--,--,--,--,--,,,,,,,17,17,11,2,9,2,1,--,--,--,7,34,33,26,4,16,18,--,--,--,--,9,1,5,6,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Shepherd Christian School,Albany Creek,2,1,--,--,--,1,--,1,50%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Shepherd Lutheran College,Noosaville,54,53,--,19,8,45,--,0,98%,97%,53,19,8,1,5,12,--,--,1,--,,,,,,,,,,,,,,,,,45,44,12,3,1,4,7,--,--,1,--,9,9,7,5,--,1,5,--,--,--,--,16,9,17,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodna Special School,Goodna,8,--,8,5,--,--,--,0,63%,--,,,,,,,,,,,,,,,,,,,,,8,5,--,5,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goondiwindi State High School,Goondiwindi,89,86,1,87,11,38,--,1,99%,93%,86,85,11,83,43,2,--,--,5,5,2,1,--,1,--,--,--,--,--,--,1,1,--,1,--,--,38,38,38,--,38,5,--,--,--,5,1,50,48,48,11,46,38,2,--,--,--,4,3,16,9,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordonvale State High School,Gordonvale,107,99,1,98,14,40,--,1,99%,92%,99,91,13,79,47,8,--,1,--,2,7,6,1,3,3,--,--,--,--,--,1,1,--,1,--,--,40,39,38,3,33,13,2,--,--,--,1,66,60,59,11,49,37,6,--,1,--,1,1,16,5,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Grace Lutheran College,Rothwell,282,273,--,133,27,213,--,1,99%,97%,273,127,26,82,77,60,--,--,5,1,9,6,1,4,4,1,--,--,--,--,,,,,,,213,210,67,3,38,24,26,--,--,5,--,69,63,66,24,48,57,35,--,--,--,1,36,74,59,37,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Groves Christian College,Kingston,84,73,3,41,8,28,--,3,94%,85%,73,35,5,4,27,7,--,--,--,1,8,5,3,--,2,2,1,--,--,--,3,1,--,--,1,--,,,,,,,,,,,,53,45,40,8,4,29,9,1,--,--,1,5,3,9,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Gympie Flexible Learning Centre,Gympie,22,3,1,9,--,--,--,12,41%,--,3,3,--,1,3,1,--,--,--,--,18,6,--,2,5,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gympie Special School,Gympie,6,--,6,1,--,--,--,0,17%,--,,,,,,,,,,,,,,,,,,,,,6,1,--,1,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gympie State High School,Gympie,213,184,5,139,38,86,--,8,95%,97%,184,121,34,61,83,41,13,--,4,1,24,16,3,7,6,3,--,--,--,--,5,2,1,1,--,--,86,85,36,10,11,18,15,2,--,4,--,122,99,101,27,57,71,29,11,--,--,1,12,23,39,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Harristown State High School,Toowoomba,240,224,1,149,46,100,--,2,99%,95%,224,135,40,96,65,47,--,--,9,4,15,13,6,9,6,1,--,--,--,1,1,1,--,1,1,--,100,100,28,6,15,8,12,--,--,9,--,139,124,120,40,90,63,36,--,--,--,5,13,26,33,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Heatley Secondary College,Heatley,61,53,6,43,9,17,--,0,98%,100%,53,36,8,10,34,2,--,--,--,9,2,2,1,--,1,--,--,--,--,--,6,5,--,4,1,--,17,15,7,2,1,5,1,--,--,--,3,38,38,31,7,9,30,1,--,--,--,6,0,3,4,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Heights College,North Rockhampton,70,63,--,25,6,47,--,3,96%,91%,63,21,3,5,3,17,--,--,4,--,7,4,3,1,1,--,--,--,--,--,,,,,,,47,47,10,--,--,2,8,--,--,4,--,23,16,15,6,6,2,9,--,--,--,--,10,16,13,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Helensvale State High School,Helensvale,359,353,1,275,75,136,--,0,100%,94%,353,270,75,96,191,138,18,2,62,4,5,5,--,5,3,--,--,--,--,--,,,,,,,136,136,53,1,22,22,11,3,--,56,1,222,217,222,74,79,172,127,15,2,6,3,21,55,37,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Hemmant Flexible Learning Centre,Hemmant,4,--,--,3,--,--,--,1,75%,--,,,,,,,,,,,4,3,--,2,2,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hervey Bay Christian Academy,Urraween,2,--,--,--,--,--,--,2,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hervey Bay Special School,Hervey Bay,3,--,2,--,--,--,--,1,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hervey Bay State High School,Pialba,135,121,3,122,11,52,--,2,99%,83%,121,110,7,95,64,3,--,--,--,--,11,9,1,5,8,--,--,--,--,--,3,3,3,--,3,--,52,52,44,2,44,11,1,--,--,--,--,80,69,75,6,56,61,2,--,--,--,--,4,7,17,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillbrook Anglican School,Enoggera,120,117,--,2,--,120,--,0,98%,99%,117,2,--,--,--,1,--,1,2,1,,,,,,,,,,,,,,,,,120,117,2,--,--,--,1,--,1,2,1,,,,,,,,,,,,37,38,36,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillcrest Christian College,Reedy Creek,63,57,--,11,9,51,--,2,94%,92%,57,9,7,1,1,6,--,1,12,1,6,2,2,--,--,2,--,--,--,--,,,,,,,51,49,7,5,1,1,5,--,1,10,1,12,8,4,4,--,--,3,--,--,2,--,14,16,13,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hills International College,Jimboomba,28,28,--,25,2,21,--,0,100%,96%,28,25,2,20,7,1,--,6,--,6,,,,,,,,,,,,,,,,,21,21,18,--,15,5,--,--,2,--,2,7,7,7,2,5,2,1,--,4,--,4,2,5,8,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Holland Park State High School,Holland Park,83,80,--,32,3,39,--,0,98%,95%,80,31,3,5,14,10,3,--,1,--,3,1,--,--,1,--,--,--,--,--,,,,,,,39,36,4,--,1,2,1,--,--,1,--,44,44,28,3,4,13,9,3,--,--,--,4,12,16,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy Spirit College,North Mackay,166,159,--,92,9,94,--,1,98%,98%,159,89,9,44,30,77,--,--,1,11,7,3,--,2,--,2,--,--,--,--,,,,,,,94,90,22,--,6,7,11,--,--,1,3,72,69,70,9,40,23,68,--,--,--,8,20,32,31,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Home Hill State High School,Home Hill,47,47,--,31,5,26,--,0,100%,100%,47,31,5,20,11,2,--,--,--,--,,,,,,,,,,,,,,,,,26,26,13,1,12,1,--,--,--,--,--,21,21,18,4,8,10,2,--,--,--,--,8,9,6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hughenden State School,Hughenden,5,5,--,1,--,--,--,0,100%,--,5,1,--,1,1,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymba Yumba Community Hub,Springfield,5,3,1,4,2,--,--,0,100%,100%,3,2,1,1,--,1,--,--,--,--,1,1,1,--,--,--,--,--,--,--,1,1,--,1,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ignatius Park College,Cranbrook,177,160,--,52,8,122,--,2,95%,92%,160,43,7,41,13,1,--,--,--,30,17,9,1,9,--,1,--,--,--,3,,,,,,,122,116,1,1,--,--,--,--,--,--,21,55,44,51,7,50,13,2,--,--,--,12,21,33,41,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Immanuel Lutheran College,Buderim,69,67,--,18,6,56,--,0,100%,94%,67,16,4,4,9,7,2,--,--,--,2,2,2,1,2,--,--,--,--,--,,,,,,,56,56,6,--,--,4,2,--,--,--,--,13,11,12,6,5,7,5,2,--,--,--,20,21,10,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Inala Flexible Learning Centre,Inala,2,--,--,1,--,--,--,1,50%,--,,,,,,,,,,,2,1,--,--,1,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indooroopilly State High School,Indooroopilly,175,155,--,58,6,138,5,5,89%,97%,155,57,6,32,21,18,--,--,14,13,20,1,--,--,1,--,--,--,2,--,,,,,,,138,124,33,2,19,8,7,--,--,14,6,31,26,24,3,13,14,10,--,--,1,7,33,46,29,23,7,5,5,1,1,--,--,1,--,--,1,--,1,--,--,--,--,--,--,--,--,--,--,1,0,2,2
Ingham State High School,Ingham,92,88,--,91,24,35,--,0,100%,94%,88,87,24,67,55,43,3,5,2,5,4,4,--,2,3,--,--,--,--,--,,,,,,,35,34,35,4,33,6,18,--,--,1,--,57,54,56,20,36,52,25,3,5,1,5,6,11,7,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Innisfail State College,Innisfail,128,113,8,64,16,39,--,1,94%,86%,113,57,13,2,53,14,--,--,--,5,7,4,--,--,4,--,--,--,--,--,8,3,3,--,--,--,39,37,4,1,--,2,2,--,--,--,--,81,76,57,12,2,55,12,--,--,--,5,5,9,12,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Iona College,Lindum,181,179,--,88,4,127,--,0,99%,99%,179,88,4,4,13,77,--,11,--,11,,,,,,,,,,,,,,,,,127,125,35,--,1,2,25,--,8,--,8,54,54,53,4,3,11,52,--,3,--,3,27,36,46,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Girls' Grammar School,East Ipswich,87,84,--,35,6,69,--,1,98%,99%,84,34,6,19,14,7,1,7,1,7,3,1,--,1,--,--,--,--,--,--,,,,,,,69,67,20,4,14,5,2,--,5,1,5,18,17,15,2,6,9,5,1,2,--,2,20,24,19,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Grammar School,Ipswich,156,156,--,67,8,81,--,0,100%,98%,156,67,8,9,8,50,16,20,6,20,,,,,,,,,,,,,,,,,81,81,3,--,--,--,--,--,3,6,3,75,75,64,8,9,8,50,16,17,--,17,30,39,9,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich Special School,Ipswich,8,--,8,3,--,--,--,0,38%,--,,,,,,,,,,,,,,,,,,,,,8,3,--,3,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipswich State High School,Brassall,187,186,1,184,23,44,--,0,99%,94%,186,184,23,150,178,34,1,--,--,--,,,,,,,,,,,,,,,,,44,44,44,1,40,43,4,1,--,--,--,142,142,140,22,110,135,30,--,--,--,--,3,9,20,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Isis District State High School,Childers,67,64,--,53,11,34,--,0,100%,100%,64,50,10,28,32,2,--,--,1,--,3,3,1,1,2,--,--,--,--,--,,,,,,,34,34,25,4,16,10,--,--,--,1,--,33,30,28,7,13,24,2,--,--,--,--,3,5,18,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Islamic College of Brisbane,Karawatha,39,33,--,1,--,35,--,3,85%,84%,33,1,--,--,--,--,--,1,--,1,,,,,,,,,,,,,,,,,35,32,1,--,--,--,--,--,1,--,1,,,,,,,,,,,,7,6,9,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Jabiru Community College,Bracken Ridge,14,--,--,6,2,--,--,8,43%,--,,,,,,,,,,,14,6,2,3,2,2,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Nash State High School,Gympie,163,161,2,111,15,79,--,0,99%,94%,161,110,15,48,96,10,--,1,6,1,,,,,,,,,,,2,1,--,1,--,--,79,79,29,7,15,15,4,--,1,6,1,82,82,81,8,33,81,6,--,--,--,--,12,23,20,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,
John Paul College,Daisy Hill,141,131,--,65,14,98,4,1,98%,98%,131,59,12,2,23,49,36,16,1,16,10,6,2,--,2,5,2,2,--,2,,,,,,,98,96,27,--,--,10,20,14,--,1,--,37,33,35,14,2,14,32,24,18,--,18,25,34,26,13,0,4,2,1,--,--,1,--,--,--,--,--,2,--,2,--,--,--,2,--,--,--,--,0,0,1,2
Jubilee Christian College (Atherton),Atherton,26,5,--,13,6,--,--,12,54%,100%,5,4,3,--,1,4,1,--,2,--,21,9,3,1,3,4,--,--,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kairos Community College,Deception Bay,3,--,--,1,--,--,--,2,33%,--,,,,,,,,,,,3,1,--,1,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawana Waters State College,Bokarina,135,135,--,135,21,55,--,0,100%,93%,135,135,21,92,131,16,--,--,1,--,,,,,,,,,,,,,,,,,55,55,55,4,28,53,4,--,--,1,--,80,80,80,17,64,78,12,--,--,--,--,6,14,22,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Kedron State High School,Wooloowin,223,212,--,120,19,150,--,1,98%,92%,212,113,17,45,83,13,--,1,--,4,11,7,2,3,3,--,--,--,--,--,,,,,,,150,147,53,8,18,33,7,--,--,--,2,73,65,67,11,30,53,6,--,1,--,2,32,38,42,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Keebra Park State High School,Southport,100,100,--,90,28,20,--,0,100%,96%,100,90,28,72,65,25,1,1,1,2,,,,,,,,,,,,,,,,,20,20,11,7,5,6,3,1,--,1,--,80,80,79,21,67,59,22,--,1,--,2,2,4,9,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelvin Grove State College,Kelvin Grove,249,233,--,103,39,177,--,5,98%,92%,233,93,36,5,26,65,11,--,34,18,16,10,3,2,4,5,--,--,--,1,,,,,,,177,175,43,20,2,5,33,7,--,33,12,72,58,60,19,5,25,37,4,--,1,7,39,60,42,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenmore State High School,Kenmore,282,270,--,281,21,256,--,0,100%,97%,270,269,21,267,47,20,--,--,22,--,12,12,--,11,5,--,--,--,--,--,,,,,,,256,248,255,13,253,33,14,--,--,22,--,26,22,26,8,25,19,6,--,--,--,--,55,75,67,47,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Kepnock State High School,Bundaberg,203,196,2,167,28,74,--,1,99%,98%,196,163,25,64,133,28,--,--,3,--,5,4,3,2,3,1,--,--,--,--,,,,,,,74,74,52,5,2,45,7,--,--,3,--,127,122,115,23,64,91,22,--,--,--,--,6,13,26,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Kilcoy State High School,Kilcoy,64,64,--,58,5,17,--,0,100%,85%,64,58,5,50,26,2,--,--,--,--,,,,,,,,,,,,,,,,,17,17,15,1,15,1,--,--,--,--,--,47,47,43,4,35,25,2,--,--,--,--,4,6,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kimberley College,Carbrook,113,105,1,37,3,38,--,6,94%,95%,105,36,3,2,13,28,--,--,1,--,7,1,--,1,--,--,--,--,--,--,,,,,,,38,38,5,1,1,--,3,--,--,1,--,74,67,32,2,2,13,25,--,--,--,--,10,16,9,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Christian College,Reedy Creek,152,121,--,95,28,77,--,11,92%,96%,121,76,20,4,4,69,1,3,22,6,31,19,8,6,3,8,--,1,--,3,,,,,,,77,75,44,9,2,3,40,--,2,20,3,75,46,51,19,8,4,37,1,2,2,6,19,23,23,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingaroy State High School,Kingaroy,169,151,7,108,22,77,--,2,98%,95%,151,93,19,61,74,11,--,--,--,--,11,8,1,4,6,--,--,--,--,--,7,7,2,6,1,--,77,76,25,5,13,16,3,--,--,--,--,85,75,76,15,52,64,8,--,--,--,--,9,29,27,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingston College,Kingston,87,84,3,85,7,27,--,0,98%,100%,84,84,7,83,57,16,--,--,3,--,,,,,,,,,,,3,1,--,1,--,--,27,27,27,--,27,8,3,--,--,3,--,57,57,57,7,56,49,13,--,--,--,--,4,3,8,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingston Learning Centre,Kingston,72,7,--,39,7,--,--,33,54%,100%,7,7,3,4,3,4,--,1,--,1,65,32,4,26,3,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirwan State High School,Kirwan,328,324,4,238,36,125,--,0,100%,98%,324,235,36,117,199,121,1,56,11,104,,,,,,,,,,,4,3,--,3,2,--,125,125,37,4,4,7,3,--,29,11,29,199,199,198,32,113,192,118,1,27,--,75,17,27,33,42,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuraby Special School,Kuraby,6,--,6,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuranda District State College,Myola,22,20,2,18,2,12,--,0,91%,89%,20,18,2,15,6,1,--,--,--,--,,,,,,,,,,,,,,,,,12,12,12,--,10,1,1,--,--,--,--,8,8,6,2,5,5,--,--,--,--,--,3,0,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Laidley State High School,Laidley,93,90,1,62,13,37,--,0,100%,96%,90,59,12,29,30,33,1,--,--,1,2,2,1,--,2,--,--,--,--,--,1,1,--,--,1,1,37,37,13,2,10,1,3,--,--,--,--,55,53,48,11,19,31,30,1,--,--,1,4,9,17,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lighthouse Christian School,Norman Gardens,14,12,1,--,--,12,--,1,86%,100%,12,--,--,--,--,--,--,--,1,--,,,,,,,,,,,,,,,,,12,12,--,--,--,--,--,--,--,1,--,,,,,,,,,,,,0,5,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Livingstone Christian College,Ormeau,49,39,--,14,3,32,--,3,86%,74%,39,11,3,--,5,5,--,1,2,1,10,3,--,--,1,2,--,--,--,1,,,,,,,32,27,3,--,--,2,1,--,--,2,1,17,12,11,3,--,4,6,--,1,--,1,2,8,8,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Lockyer District State High School,Gatton,153,145,7,98,12,51,--,1,97%,89%,145,95,12,73,58,11,--,--,--,--,,,,,,,,,,,7,3,--,3,--,--,51,51,25,3,17,9,4,--,--,--,--,95,94,70,9,56,49,7,--,--,--,--,8,13,23,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan City Special School,Logan Central,8,--,8,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loganlea State High School,Loganlea,89,88,1,89,21,10,--,0,100%,88%,88,88,21,82,73,22,--,--,--,--,,,,,,,,,,,1,1,--,--,1,--,10,10,10,3,9,4,3,--,--,--,--,78,78,78,18,73,69,19,--,--,--,--,1,1,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Longreach State High School,Longreach,32,32,--,32,10,14,--,0,100%,88%,32,32,10,10,32,--,--,--,1,--,,,,,,,,,,,,,,,,,14,14,14,1,1,14,--,--,--,1,--,18,18,18,9,9,18,--,--,--,--,--,2,2,4,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Loreto College Coorparoo,Coorparoo,132,129,1,22,3,114,--,0,98%,97%,129,22,3,--,4,17,--,--,2,--,,,,,,,,,,,,,,,,,114,112,10,1,--,3,6,--,--,2,--,17,17,12,2,--,1,11,--,--,--,--,37,35,29,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Lourdes Hill College,Hawthorne,183,178,--,30,11,150,--,1,97%,98%,178,30,11,3,7,21,--,1,1,4,,,,,,,,,,,,,,,,,150,146,11,5,1,3,6,--,--,1,--,33,32,19,6,2,4,15,--,1,--,4,28,52,44,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowood State High School,Lowood,98,98,--,98,8,24,--,0,100%,100%,98,98,8,88,72,30,--,--,2,1,,,,,,,,,,,,,,,,,24,24,24,--,24,1,--,--,--,2,1,74,74,74,8,64,71,30,--,--,--,--,5,7,7,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Mabel Park State High School,Slacks Creek,61,58,3,60,27,10,--,0,98%,100%,58,58,27,49,43,32,--,--,--,--,,,,,,,,,,,3,2,--,2,1,--,10,10,10,8,9,1,7,--,--,--,--,48,48,48,19,40,42,25,--,--,--,--,0,2,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MacGregor State High School,Macgregor,229,227,--,197,36,75,--,1,100%,96%,227,196,35,185,47,21,1,--,18,--,2,1,1,--,1,--,--,--,--,--,,,,,,,75,75,61,3,61,1,3,--,--,13,--,154,152,136,33,124,47,18,1,--,5,--,8,35,21,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay Christian College,North Mackay,58,50,--,25,10,27,--,1,95%,94%,50,20,9,8,4,6,--,--,--,--,8,5,1,5,--,--,--,--,--,--,,,,,,,27,24,6,2,1,2,3,--,--,--,--,31,26,19,8,12,2,3,--,--,--,--,2,2,13,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay District Special School,Mackay,3,--,3,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay North State High School,North Mackay,275,262,2,165,25,125,--,1,99%,93%,262,155,23,122,103,16,--,--,--,14,11,10,2,6,6,--,--,--,--,--,,,,,,,125,125,32,4,15,19,2,--,--,--,2,148,137,133,21,113,90,14,--,--,--,12,23,38,32,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackay State High School,Mackay,128,121,4,121,21,46,--,1,96%,94%,121,119,20,46,116,3,--,--,--,--,3,2,1,1,2,--,--,--,--,--,,,,,,,46,46,46,3,6,46,1,--,--,--,--,78,75,75,18,41,72,2,--,--,--,--,3,11,14,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Mackenzie State Primary and Special School,Mackenzie,8,--,8,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malanda State High School,Malanda,46,44,2,43,4,23,--,0,98%,94%,44,42,4,42,5,2,--,--,--,--,,,,,,,,,,,2,1,--,1,--,--,23,23,21,1,21,1,--,--,--,--,--,21,21,21,3,21,4,2,--,--,--,--,10,5,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Maleny State High School,Maleny,101,78,1,85,9,52,--,5,92%,93%,78,70,5,55,35,10,--,9,1,9,22,15,4,6,10,--,--,1,--,1,,,,,,,52,50,43,3,38,11,6,--,5,1,5,48,28,42,6,23,34,4,--,5,--,5,6,21,15,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mansfield State High School,Mansfield,304,294,1,51,7,255,--,6,97%,98%,294,50,6,24,19,12,--,--,10,--,9,1,1,--,1,--,--,--,--,--,,,,,,,255,253,30,2,15,12,3,--,--,10,--,48,41,21,5,9,8,9,--,--,--,--,80,91,50,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Mareeba State High School,Mareeba,113,101,1,103,21,42,--,2,97%,95%,101,94,18,83,32,9,--,--,1,8,11,9,3,4,4,1,--,--,--,1,,,,,,,42,41,41,2,41,5,1,--,--,1,4,70,60,62,19,46,31,9,--,--,--,5,7,20,10,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
