School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Marsden State High School,Waterford West,193,90,5,158,22,60,--,5,91%,99%,90,72,12,44,54,5,--,--,1,14,98,83,10,64,41,2,--,--,--,12,5,3,--,3,1,--,60,39,32,3,15,21,--,--,--,1,7,128,51,123,19,93,74,7,--,--,--,19,5,7,11,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Mary MacKillop College,Nundah,94,75,--,35,5,81,--,2,82%,93%,75,33,4,1,23,9,--,--,--,6,19,2,1,--,1,1,--,--,--,2,,,,,,,81,65,26,1,--,23,3,--,--,--,7,13,10,9,4,1,1,7,--,--,--,1,9,15,23,22,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryborough Special School,Maryborough,3,--,3,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryborough State High School,Maryborough,105,89,1,101,7,51,--,1,99%,81%,89,86,7,85,66,--,--,--,--,3,15,14,--,13,12,--,--,--,--,--,1,1,--,1,--,--,51,48,48,4,48,26,--,--,--,--,2,53,41,52,3,50,52,--,--,--,--,1,4,14,12,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Marymount College,Burleigh Waters,193,186,--,139,26,111,--,3,98%,94%,186,136,25,93,87,13,--,--,3,22,7,3,1,2,--,--,--,--,--,2,,,,,,,111,110,72,7,53,46,4,--,--,3,7,82,76,67,19,42,41,9,--,--,--,17,15,29,35,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Flinders Anglican College,Buderim,141,137,--,28,1,132,--,2,97%,99%,137,28,1,--,27,1,--,--,4,2,,,,,,,,,,,,,,,,,132,130,26,1,--,25,1,--,--,4,1,9,7,2,--,--,2,--,--,--,--,1,48,43,30,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Merrimac State High School,Mermaid Waters,176,129,3,166,25,87,--,0,98%,90%,129,123,23,114,82,30,1,--,8,9,44,41,2,39,12,2,--,--,--,5,3,2,--,2,--,--,87,73,78,3,72,33,13,1,--,8,6,86,56,86,22,81,61,19,--,--,--,8,11,12,30,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami State High School,Miami,115,75,--,81,22,46,--,2,98%,98%,75,43,13,20,32,15,--,--,4,10,40,38,9,25,15,5,--,--,--,4,,,,,,,46,44,15,5,5,6,5,--,--,4,3,69,31,66,17,40,41,15,--,--,--,11,4,12,17,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Middlemount Community School,Middlemount,16,11,--,14,4,9,--,1,88%,100%,11,11,2,11,4,1,--,--,1,--,5,3,2,2,1,--,--,--,--,--,,,,,,,9,7,8,--,8,4,1,--,--,1,--,7,4,6,4,5,1,--,--,--,--,--,0,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles State High School,Miles,30,20,1,28,12,17,--,0,100%,75%,20,18,7,12,13,1,--,--,--,--,9,9,5,7,2,--,--,--,--,--,1,1,--,1,--,--,17,14,15,7,9,9,1,--,--,--,--,12,6,12,5,10,6,--,--,--,--,--,3,2,6,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirani State High School,Mirani,96,64,1,92,10,43,--,1,98%,97%,64,62,6,62,12,6,--,--,2,1,31,30,4,30,1,1,--,--,--,--,,,,,,,43,41,41,2,41,7,2,--,--,2,--,52,23,51,8,51,6,5,--,--,--,1,7,14,14,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchelton Special School,Mitchelton,5,--,5,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchelton State High School,Mitchelton,79,46,1,49,10,37,--,9,84%,84%,46,29,4,14,21,9,--,4,--,8,32,20,6,11,8,2,--,--,--,2,,,,,,,37,30,18,2,3,10,7,--,4,--,6,41,16,31,8,22,19,4,--,--,--,4,4,11,11,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Monto State High School,Monto,20,18,--,18,10,6,--,0,100%,100%,18,16,9,2,15,3,--,--,--,1,2,2,1,2,--,--,--,--,--,--,,,,,,,6,6,5,4,--,5,--,--,--,--,--,14,12,13,6,4,10,3,--,--,--,1,1,0,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Moranbah State High School,Moranbah,80,72,2,79,23,30,--,0,100%,95%,72,71,22,56,68,6,--,--,2,--,6,6,1,5,3,--,--,--,--,--,2,2,--,2,--,--,30,29,29,9,13,25,4,--,--,2,--,48,43,48,14,48,46,2,--,--,--,--,3,8,7,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Morayfield State High School,Morayfield,136,123,--,104,16,52,--,4,96%,95%,123,97,16,47,79,13,--,--,--,6,13,7,--,4,6,--,--,--,--,--,,,,,,,52,49,26,6,2,22,2,--,--,--,1,84,74,78,10,49,63,11,--,--,--,5,6,10,20,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Moreton Bay College,Wynnum West,129,128,--,36,7,111,--,1,99%,96%,128,36,7,1,30,6,--,--,5,5,,,,,,,,,,,,,,,,,111,111,28,--,1,26,4,--,--,5,2,18,17,8,7,--,4,2,--,--,--,3,33,34,28,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Mossman State High School,Mossman,86,66,1,62,17,45,--,11,85%,87%,66,55,13,16,49,3,--,--,--,--,19,7,4,--,3,--,--,--,--,--,,,,,,,45,42,39,6,9,36,2,--,--,--,--,40,24,23,11,7,16,1,--,--,--,--,9,14,11,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Alvernia College,Kedron,125,114,1,55,9,61,--,8,92%,95%,114,54,9,4,42,20,1,--,--,11,10,1,--,--,1,--,--,--,--,1,,,,,,,61,60,19,1,--,19,1,1,--,--,3,63,54,36,8,4,24,19,--,--,--,9,11,21,23,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Gravatt State High School,Mount Gravatt,102,82,3,101,3,72,--,0,99%,83%,82,82,3,82,37,1,--,--,1,6,17,17,--,17,5,1,--,--,--,2,3,2,--,2,1,--,72,63,72,1,72,34,1,--,--,1,7,27,19,27,2,27,8,1,--,--,--,1,9,16,20,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Morgan State High School,Mount Morgan,16,5,--,10,2,4,--,6,63%,75%,5,5,1,2,3,2,--,--,--,--,11,5,1,4,1,--,--,--,--,1,,,,,,,4,3,4,1,--,4,2,--,--,--,--,12,2,6,1,6,--,--,--,--,--,1,0,0,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount St Bernard College,Herberton,29,20,--,12,3,13,--,5,72%,92%,20,11,3,--,8,5,--,--,--,--,9,1,--,--,1,--,--,--,--,1,,,,,,,13,10,4,1,--,4,1,--,--,--,1,16,10,8,2,--,5,4,--,--,--,--,0,4,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountain Creek State High School,Mountain Creek,359,286,5,195,48,227,10,12,92%,86%,286,152,43,74,105,9,1,1,8,9,68,42,5,36,14,1,--,--,1,1,5,1,--,--,1,--,227,209,92,20,12,74,2,--,--,7,7,109,67,102,28,98,45,8,1,1,2,3,27,56,67,61,16,10,9,--,--,--,--,--,--,--,--,--,8,1,--,--,--,--,--,--,--,--,--,1,2,3,4
Moura State High School,Moura,36,20,2,21,6,16,--,5,81%,100%,20,12,3,8,8,2,--,--,1,--,14,8,3,7,1,1,--,--,--,--,2,1,--,1,--,--,16,15,7,2,4,4,1,--,--,1,--,18,5,13,4,11,5,2,--,--,--,--,1,6,7,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Isa State Special School,Mount Isa,2,--,2,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Maria College,Mitchelton,86,72,--,42,10,49,--,4,94%,84%,72,33,9,17,31,2,--,--,--,6,14,9,1,6,5,--,--,--,--,--,,,,,,,49,47,10,1,1,10,--,--,--,--,4,37,25,32,9,22,26,2,--,--,--,2,8,15,16,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Maria College - Petrie,Petrie,16,16,--,16,4,--,--,0,100%,--,16,16,4,16,16,3,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Ommaney Special School,Mount Ommaney,2,--,2,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt St Michael's College,Ashgrove,146,143,--,53,10,95,--,2,98%,96%,143,53,10,14,35,13,--,--,1,10,,,,,,,,,,,,,,,,,95,94,22,--,8,17,1,--,--,1,1,51,49,31,10,6,18,12,--,--,--,9,24,40,27,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mudgeeraba Special School,Mudgeeraba,8,--,8,1,--,--,--,0,13%,--,,,,,,,,,,,,,,,,,,,,,8,1,--,--,1,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mueller College,Rothwell,91,79,--,45,9,64,--,1,95%,89%,79,38,6,7,25,14,--,--,--,5,12,7,3,2,3,2,--,--,--,1,,,,,,,64,59,22,1,4,13,7,--,--,--,6,27,20,23,8,5,15,9,--,--,--,--,12,18,15,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Murgon State High School,Murgon,46,24,2,33,14,15,--,5,85%,86%,24,18,6,9,8,6,1,--,--,2,20,15,8,8,5,4,--,--,--,--,,,,,,,15,13,10,4,5,5,3,--,--,--,1,29,11,23,10,12,8,7,1,--,--,1,0,4,6,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Nambour Christian College,Woombye,104,79,--,42,21,81,--,2,88%,96%,79,30,15,4,20,2,--,--,8,3,25,12,6,7,4,--,--,--,1,1,,,,,,,81,69,22,9,2,16,2,--,--,8,4,23,10,20,12,9,8,--,--,--,1,--,12,25,24,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Nambour Special School,Nambour,7,--,7,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nambour State College,Nambour,208,135,1,140,74,103,--,19,85%,89%,135,98,58,53,67,19,--,1,6,8,72,42,16,19,19,1,--,--,--,1,,,,,,,103,85,59,39,23,40,17,--,--,6,2,104,50,81,35,49,46,3,--,1,--,7,11,28,22,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanango State High School,Nanango,92,59,2,65,20,40,--,7,88%,100%,59,43,13,17,34,--,--,--,--,--,31,22,7,13,14,1,--,--,--,1,,,,,,,40,35,24,5,7,18,--,--,--,--,--,50,24,41,15,23,30,1,--,--,--,1,6,7,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Narangba Valley State High School,Narangba,242,229,2,213,27,120,--,4,97%,96%,229,207,26,199,68,35,--,--,--,24,11,6,1,5,2,--,--,--,--,--,,,,,,,120,119,112,13,108,44,11,--,--,--,12,120,110,101,14,96,26,24,--,--,--,12,29,18,42,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Narbethong State Special School,Buranda,3,--,3,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nerang State High School,Nerang,116,77,6,102,15,51,--,5,92%,89%,77,72,8,59,47,8,--,--,3,5,33,26,7,17,17,2,--,--,--,5,6,4,--,4,--,--,51,44,45,4,38,22,4,--,--,3,4,59,33,53,11,38,42,6,--,--,--,6,5,9,21,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Noosa District State High School,Cooroy,216,151,1,142,33,127,--,10,89%,91%,151,101,29,59,80,12,--,--,--,9,64,41,4,36,24,3,--,--,--,3,,,,,,,127,107,67,16,22,52,8,--,--,--,4,88,44,75,17,73,52,7,--,--,--,8,15,42,29,37,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Noosa Flexible Learning Centre,Sunshine Beach,8,5,--,7,--,--,--,1,88%,--,5,5,--,5,--,--,--,--,--,--,3,2,--,2,1,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Lakes State College,North Lakes,128,109,--,115,15,69,--,2,98%,93%,109,99,13,70,73,10,--,--,4,7,19,16,2,13,5,--,--,--,--,1,,,,,,,69,64,58,3,35,38,5,--,--,4,1,59,45,57,12,48,40,5,--,--,--,7,7,26,19,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,
North Rockhampton State High School,Rockhampton North,120,58,2,74,8,57,--,19,78%,94%,58,39,3,5,37,13,--,--,--,2,60,35,5,15,24,2,--,--,--,2,,,,,,,57,39,34,1,2,32,7,--,--,--,1,61,19,40,7,18,29,8,--,--,--,3,10,13,19,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Beaches State High School,Deeragun,58,43,--,38,3,22,--,3,91%,88%,43,28,2,19,26,2,--,--,--,1,15,10,1,1,9,--,--,--,--,--,,,,,,,22,19,7,1,1,5,1,--,--,--,1,36,24,31,2,19,30,1,--,--,--,--,0,4,7,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Peninsula Area State College,Bamaga,31,6,--,9,--,--,--,22,29%,--,6,6,--,1,5,1,--,--,--,--,25,3,--,2,1,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northpine Christian College,Dakabin,41,33,--,13,6,27,--,5,85%,88%,33,11,4,--,9,--,--,--,--,1,8,2,2,--,1,--,--,--,--,--,,,,,,,27,26,6,--,--,6,--,--,--,--,--,14,7,7,6,--,4,--,--,--,--,1,6,10,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Northside Christian College,Everton Park,106,96,--,43,3,87,--,1,95%,93%,96,38,3,5,27,15,--,--,4,7,10,5,--,4,3,1,--,--,--,--,,,,,,,87,82,26,1,--,18,10,--,--,4,6,19,14,17,2,9,12,6,--,--,--,1,22,22,23,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Nursery Road State Special School,Holland Park,4,--,2,--,--,--,--,2,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyanda State High School,Salisbury,59,42,--,54,8,25,--,4,93%,89%,42,41,5,40,17,1,--,--,--,6,17,13,3,10,7,--,--,1,--,4,,,,,,,25,20,24,3,22,15,--,--,1,--,5,34,22,30,5,28,9,1,--,--,--,5,2,3,1,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakey State High School,Oakey,87,44,--,64,30,26,--,11,84%,90%,44,35,15,18,27,4,--,--,--,--,43,29,15,17,10,--,--,--,--,1,,,,,,,26,22,14,5,4,12,1,--,--,--,1,61,22,50,25,31,25,3,--,--,--,--,2,7,10,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Ormiston College,Ormiston,125,115,--,4,1,125,--,0,92%,97%,115,4,1,--,3,1,--,--,--,4,10,--,--,--,--,--,--,--,--,2,,,,,,,125,115,4,1,--,3,1,--,--,--,6,,,,,,,,,,,,40,34,36,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Lady of the Southern Cross College,Dalby,36,31,--,4,4,33,--,0,89%,96%,31,3,3,--,1,1,--,--,--,--,5,1,1,1,--,--,--,--,--,--,,,,,,,33,29,2,2,--,--,1,--,--,--,--,3,2,2,2,1,1,--,--,--,--,--,4,8,10,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Lady's College,Annerley,77,72,--,30,3,60,--,2,97%,87%,72,27,2,2,16,13,--,--,--,10,5,3,1,--,2,--,--,--,--,2,,,,,,,60,60,18,2,1,9,8,--,--,--,6,17,12,12,1,1,9,5,--,--,--,6,10,16,12,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Lutheran College,Meridan Plains,63,56,--,21,5,54,--,1,95%,98%,56,17,2,6,9,1,1,--,3,3,7,4,3,1,2,--,--,--,--,--,,,,,,,54,49,14,5,3,7,1,1,--,3,2,9,7,7,--,4,4,--,--,--,--,1,9,16,14,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Pines State High School,Pacific Pines,186,183,--,167,62,57,--,0,99%,88%,183,165,62,141,110,26,--,--,10,16,3,2,--,2,1,--,--,--,--,1,,,,,,,57,56,38,11,31,21,8,--,--,9,6,129,127,129,51,112,90,18,--,--,1,11,4,11,25,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Padua College,Kedron,138,135,--,34,21,83,--,1,99%,94%,135,33,20,3,14,3,--,--,--,12,3,1,1,--,--,--,--,--,--,--,,,,,,,83,82,3,1,--,2,1,--,--,--,7,55,53,31,20,3,12,2,--,--,--,5,18,29,21,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Palm Beach-Currumbin State High School,Palm Beach,304,280,--,237,44,93,--,2,99%,91%,280,217,41,103,170,31,2,1,17,16,24,20,3,6,15,--,--,--,--,1,,,,,,,93,91,40,5,4,38,1,1,--,14,--,211,189,197,39,105,147,30,1,1,3,17,20,36,29,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Park Ridge State High School,Park Ridge,154,117,--,144,13,64,--,6,96%,92%,117,113,10,108,92,1,--,--,8,12,37,31,3,30,13,--,--,--,--,2,,,,,,,64,62,63,3,60,52,1,--,--,8,9,90,55,81,10,78,53,--,--,--,--,5,8,9,20,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Parklands Christian College,Park Ridge,14,7,--,4,3,6,--,3,71%,83%,7,1,1,--,--,--,--,--,--,1,7,3,2,1,--,--,--,--,--,--,,,,,,,6,5,--,--,--,--,--,--,--,--,1,8,2,4,3,1,--,--,--,--,--,--,1,0,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Peace Lutheran College,Kamerunga,31,20,1,8,--,15,--,6,68%,100%,20,7,--,5,1,1,--,--,--,--,10,1,--,1,--,--,--,--,--,--,,,,,,,15,12,2,--,--,1,1,--,--,--,--,15,8,6,--,6,--,--,--,--,--,--,2,5,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Pimlico State High School,Pimlico,217,187,--,116,20,168,--,0,96%,95%,187,95,17,48,81,8,--,--,--,5,30,21,3,14,11,1,--,--,--,1,,,,,,,168,150,69,12,20,53,9,--,--,--,2,49,37,47,8,42,39,--,--,--,--,4,27,62,40,25,14,,,,,,,,,,,,,,,,,,,,,,,,,,
Pine Rivers Special School,Lawnton,8,--,7,2,--,--,--,0,25%,--,,,,,,,,,,,1,1,--,1,--,--,--,--,--,--,7,1,--,1,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pine Rivers State High School,Strathpine,205,150,--,156,24,119,--,7,92%,91%,150,117,18,86,93,5,--,--,--,16,55,39,6,31,28,--,--,--,--,4,,,,,,,119,100,79,8,55,56,4,--,--,--,11,86,50,77,16,62,65,1,--,--,--,9,15,27,40,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer State High School,Andergrove Mackay,117,67,--,47,7,60,--,26,73%,82%,67,29,5,17,17,1,--,--,2,4,50,18,2,17,5,--,--,--,--,1,,,,,,,60,49,22,1,15,15,1,--,--,2,3,57,18,25,6,19,7,--,--,--,--,2,6,7,16,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsworth State High School,Pittsworth,61,44,--,37,19,28,--,3,92%,96%,44,25,12,17,5,2,1,--,1,3,17,12,7,5,--,--,--,--,--,1,,,,,,,28,26,9,3,7,2,2,--,--,1,1,33,18,28,16,15,3,--,1,--,--,3,6,9,10,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Proserpine State High School,Proserpine,119,79,4,66,20,59,--,11,84%,94%,79,45,10,18,21,14,--,--,--,1,36,18,9,8,3,5,--,--,--,2,4,3,1,3,--,--,59,52,22,2,5,16,4,--,--,--,2,56,27,41,17,21,8,15,--,--,--,1,7,18,19,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Qld Academy for Science Mathematics and Technology,Toowong,71,69,--,--,--,--,62,1,99%,100%,69,--,--,--,--,--,--,--,3,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,61,--,--,--,--,--,--,--,3,--,3,2,--,--,--,--,--,--,--,--,--,2,19,28,11
Queensland Academy for Creative Industries,Kelvin Grove,34,26,--,--,--,--,22,4,88%,86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,18,--,--,--,--,--,--,--,--,--,3,--,--,--,--,--,--,--,--,--,--,0,7,3,9
Queensland Academy for Health Sciences,Southport,72,60,--,1,--,--,52,12,83%,95%,60,1,--,1,--,--,--,--,15,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,52,1,--,1,--,--,--,--,15,--,2,1,--,--,--,--,--,--,--,--,--,1,17,14,20
Ravenshoe State School,Ravenshoe,19,9,1,12,2,5,--,2,79%,100%,9,6,1,5,5,--,--,--,--,1,9,6,1,2,4,--,--,--,--,--,,,,,,,5,3,2,--,1,2,--,--,--,--,--,13,6,10,2,6,7,--,--,--,--,1,0,0,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Hill Special School,Red Hill,4,--,4,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redbank Plains State High School,Redbank Plains,182,109,--,126,12,57,--,20,83%,80%,109,84,9,59,52,10,--,--,--,6,73,42,3,31,20,1,--,--,--,4,,,,,,,57,38,29,2,22,10,1,--,--,--,6,125,71,97,10,68,62,10,--,--,--,4,0,10,9,23,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Redcliffe Special School,Redcliffe,12,--,12,2,--,--,--,0,17%,--,,,,,,,,,,,,,,,,,,,,,12,2,--,2,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redcliffe State High School,Redcliffe,141,123,--,130,24,67,--,0,99%,96%,123,114,24,105,69,40,--,--,--,13,18,16,--,11,9,1,--,--,1,--,,,,,,,67,63,57,7,53,31,11,--,--,1,8,74,60,73,17,63,47,30,--,--,--,5,8,17,18,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Redeemer Lutheran College,Rochedale,142,128,--,83,10,111,--,1,96%,97%,128,74,9,10,66,20,--,--,2,10,14,9,1,2,7,1,--,--,--,4,,,,,,,111,101,56,1,--,55,7,--,--,2,11,31,27,27,9,12,18,14,--,--,--,3,29,35,26,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Redland District Special School,Thornlands,3,--,3,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redlands College,Wellington Point,127,127,--,82,13,92,--,0,100%,97%,127,82,13,28,81,34,--,--,1,14,,,,,,,,,,,,,,,,,92,92,47,--,21,47,--,--,--,1,6,35,35,35,13,7,34,34,--,--,--,8,29,29,20,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Rivermount College - Yatala,Yatala,53,44,--,10,8,42,--,4,87%,92%,44,8,6,2,2,3,--,--,4,7,9,2,2,1,--,--,--,--,--,1,,,,,,,42,39,5,4,1,2,2,--,--,4,8,11,5,5,4,2,--,1,--,--,--,--,6,13,12,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside Christian College,Maryborough West,10,7,--,5,1,3,--,1,90%,100%,7,3,1,--,3,--,--,--,--,--,3,2,--,--,2,1,--,--,--,--,,,,,,,3,3,2,--,--,2,--,--,--,--,--,7,4,3,1,--,3,1,--,--,--,--,0,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Robina State High School,Robina,233,177,1,154,41,120,--,4,95%,90%,177,110,32,57,51,26,--,--,15,7,55,43,8,40,5,3,--,1,--,5,1,1,1,--,1,--,120,109,48,19,10,28,8,--,--,15,6,112,68,105,21,87,28,21,--,1,--,6,13,29,42,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Rochedale State High School,Rochedale,117,96,4,96,12,62,--,0,97%,87%,96,78,8,63,33,5,1,--,1,17,17,17,4,17,2,--,--,--,--,--,4,1,--,--,1,--,62,57,45,2,36,19,3,--,--,1,9,51,39,50,10,44,16,2,1,--,--,8,6,11,15,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockhampton Girls' Grammar School,Rockhampton,49,45,--,39,5,36,--,0,98%,76%,45,36,4,20,28,3,--,--,1,2,4,3,1,3,1,--,--,--,1,--,,,,,,,36,34,27,3,13,23,2,--,--,2,1,13,11,12,2,10,6,1,--,--,--,1,5,7,11,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockhampton North Special School,Rockhampton North,6,--,6,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
