School,Locality,SEP,QCE,QCIA,VET,SAT,OP,IBD,Senior_Statement_only,PCT_with_QCE_VET_SAT_IBD,PCT_QTAC_applicants_with_tertiary_offer,QCE_N,QCE_VET,QCE_SAT,QCE_CertI,QCE_CertII,QCE_CertIII,QCE_CertIV,QCE_VET_Dip_or_Adv_Dip,QCE_uni_subject_at_school,QCE_VET_Dip_or_Adv_Dip_unit_at_school,not_yet_QCE_N,not_yet_QCE_VET,not_yet_QCE_SAT,not_yet_QCE_CertI,not_yet_QCE_CertII,not_yet_QCE_CertIII,not_yet_QCE_CertIV,not_yet_QCE_VET_Dip_or_AdvDip,not_yet_QCE_uni_subject_at_school,not_yet_QCE_VET_Dip_or_AdvDip_unit_at_school,QCIA_N,QCIA_VET,QCIA_SAT,QCIA_CertI,QCIA_CertII,QCIA_CertIII,OP_N,OP_QCE,OP_VET,OP_SAT,OP_CertI,OP_CertII,OP_CertIII,OP_CertIV,OP_VET_Dip_or_AdvDip,OP_uni_subject_at_school,OP_VET_Dip_or_AdvDip_unit_at_school,OPinelig_N,OPinelig_QCE,OPinelig_VET,OPinelig_SAT,OPinelig_CertI,OPinelig_CertII,OPinelig_CertIII,OPinelig_CertIV,OPinelig_VET_Dip_or_AdvDip,OPinelig_uni_subject_at_school,OPinelig_VET_Dip_or_AdvDip_unit_at_school,OP1_5,OP6_10,OP11_15,OP16_20,OP21_25,IBD_N,IBD_QCE,IBD_VET,IBD_SAT,IBD_CertI,IBD_CertII,IBD_CertIII,IBD_CertIV,IBD_VET_Dip_or_AdvDip,IBD_uni_subject_at_school,IBD_VET_Dip_or_AdvDip_unit_at_school,notIBD_N,notIBD_QCE,notIBD_VET,notIBD_SAT,notIBD_CertI,notIBD_CertII,notIBD_CertIII,notIBD_CertIV,notIBD_VET_Dip_or_AdvDip,notIBD_uni_subject_at_school,notIBD_VET_Dip_or_AdvDip_unit_at_school,IBD45_41,IBD40_36,IBD35_31,IBD30_24
Caboolture State High School,Caboolture,157,110,--,111,17,87,--,16,86%,91%,110,86,12,35,58,14,1,--,--,8,47,25,5,20,8,--,--,--,--,1,,,,,,,87,78,59,4,18,35,10,1,--,--,5,70,32,52,13,37,31,4,--,--,--,4,7,21,28,22,9,,,,,,,,,,,,,,,,,,,,,,,,,,
Cairns School of Distance Education,Manunda Cairns,15,10,--,8,4,4,--,2,87%,100%,10,5,2,2,5,2,--,--,--,--,5,3,2,2,2,1,--,--,--,--,,,,,,,4,4,1,--,--,1,--,--,--,--,--,11,6,7,4,4,6,3,--,--,--,--,1,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cairns State High School,Cairns,250,198,5,89,31,149,--,18,85%,90%,198,75,25,17,39,23,--,--,--,4,47,14,6,3,3,4,--,--,--,1,,,,,,,149,134,28,10,2,12,9,--,--,--,2,96,64,61,21,18,30,18,--,--,--,3,29,40,44,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Calamvale Community College,Calamvale,160,107,--,160,19,63,--,0,100%,80%,107,107,13,107,48,8,2,--,1,12,53,53,6,53,16,--,--,5,--,20,,,,,,,63,50,63,4,63,16,1,--,--,1,10,97,57,97,15,97,48,7,2,5,--,22,4,13,19,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Calamvale State Special School,Calamvale,9,--,9,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calen District State College,Calen,12,10,--,6,--,6,--,2,83%,100%,10,6,--,--,6,--,--,--,2,1,,,,,,,,,,,,,,,,,6,6,6,--,--,6,--,--,--,2,1,,,,,,,,,,,,1,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Caloundra Christian College,Caloundra,39,35,--,34,5,35,--,1,97%,85%,35,31,5,28,16,2,--,--,--,4,4,3,--,2,1,--,--,--,--,--,,,,,,,35,33,31,5,27,17,2,--,--,--,4,4,2,3,--,3,--,--,--,--,--,--,2,9,14,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Caloundra State High School,Caloundra,219,155,--,127,44,107,--,14,89%,92%,155,87,31,57,32,10,--,--,1,10,64,40,13,29,9,1,--,--,--,7,,,,,,,107,92,35,14,11,13,5,--,--,1,6,112,63,92,30,75,28,6,--,--,--,11,11,16,24,35,21,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvary Christian College,Carbrook,85,57,--,21,15,66,--,6,79%,96%,57,11,7,--,2,7,--,--,6,3,28,10,8,1,3,1,--,--,--,7,,,,,,,66,51,11,7,--,1,5,--,--,6,7,19,6,10,8,1,4,3,--,--,--,3,13,13,20,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvary Christian College,Mount Louisa,22,19,1,6,2,13,--,0,86%,88%,19,6,2,--,2,3,--,--,--,--,,,,,,,,,,,,,,,,,13,11,3,1,--,1,1,--,--,--,--,8,8,3,1,--,1,2,--,--,--,--,2,4,4,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannon Hill Anglican College,Cannon Hill,142,129,--,39,5,126,--,0,96%,97%,129,32,4,4,30,5,--,1,1,15,13,7,1,4,4,1,--,--,--,3,,,,,,,126,119,23,1,1,22,3,--,--,1,13,16,10,16,4,7,12,3,--,1,--,5,31,42,30,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Canterbury College,Waterford,121,110,--,26,13,106,--,1,95%,95%,110,21,10,1,20,2,--,--,--,7,11,5,3,--,2,2,--,--,--,4,,,,,,,106,101,15,4,--,15,--,--,--,--,7,15,9,11,9,1,7,4,--,--,--,4,24,24,34,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Capalaba State College,Capalaba,63,49,3,58,5,17,--,1,94%,79%,49,48,5,48,23,1,1,--,--,5,11,10,--,10,3,1,--,--,--,--,,,,,,,17,14,17,1,17,12,--,--,--,--,--,43,35,41,4,41,14,2,1,--,--,5,2,3,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Capella State High School,Capella,15,12,--,14,7,6,--,1,93%,100%,12,12,6,12,7,1,--,--,--,--,3,2,1,2,1,--,--,--,--,--,,,,,,,6,5,6,2,6,3,1,--,--,--,--,9,7,8,5,8,5,--,--,--,--,--,0,1,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Carinity Education - Glendyne,Nikenbah,8,--,--,6,1,--,--,2,75%,--,,,,,,,,,,,8,6,1,6,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carinity Education - Southside,Sunnybank,17,12,--,16,3,--,--,1,94%,33%,12,12,3,7,12,2,--,--,--,--,5,4,--,2,4,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carmel College,Thornlands,138,136,--,73,6,86,--,2,99%,95%,136,73,6,17,56,7,--,--,1,10,,,,,,,,,,,,,,,,,86,86,28,2,2,26,3,--,--,1,4,52,50,45,4,15,30,4,--,--,--,6,13,23,29,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Cavendish Road State High School,Holland Park,227,187,4,166,29,145,0,1,97%,95%,187,133,22,86,86,7,--,--,25,22,36,31,7,25,18,1,--,--,--,4,4,2,--,2,--,--,144,135,87,7,42,64,2,--,--,25,16,78,52,77,22,69,40,6,--,--,--,10,25,35,37,34,14,0,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0
Centenary Heights State High School,Toowoomba,179,136,3,71,48,95,--,19,86%,94%,136,53,34,3,35,14,--,--,12,6,40,17,14,3,9,2,--,--,1,1,3,1,--,1,--,--,95,90,21,8,--,13,6,--,--,13,4,81,46,49,40,6,31,10,--,--,--,3,26,22,34,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenary State High School,Jindalee,198,158,1,98,15,155,--,6,87%,92%,158,83,13,49,52,10,--,--,4,12,39,15,2,8,6,--,--,--,--,3,,,,,,,155,128,68,7,35,41,8,--,--,4,11,42,30,30,8,22,17,2,--,--,--,4,25,40,39,32,19,,,,,,,,,,,,,,,,,,,,,,,,,,
Chancellor State College,Sippy Downs,128,94,--,93,15,87,--,1,95%,96%,94,65,12,20,52,16,--,--,9,7,34,28,3,20,9,--,--,--,--,2,,,,,,,87,72,53,8,10,45,8,--,--,9,9,41,22,40,7,30,16,8,--,--,--,--,13,21,22,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Chanel College,Gladstone,64,60,--,62,3,58,--,0,98%,89%,60,59,3,59,31,2,--,--,1,--,4,3,--,3,--,--,--,--,--,--,,,,,,,58,55,56,1,56,27,2,--,--,1,--,6,5,6,2,6,4,--,--,--,--,--,8,9,23,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Charleville State High School,Charleville,34,33,--,34,12,14,--,0,100%,85%,33,33,12,33,21,5,--,--,--,--,1,1,--,1,1,--,--,--,--,--,,,,,,,14,14,14,4,14,4,4,--,--,--,--,20,19,20,8,20,18,1,--,--,--,--,1,6,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Towers School of Distance Education,Charters Towers,8,4,--,6,--,2,--,0,88%,50%,4,3,--,3,3,1,--,--,--,--,4,3,--,3,--,--,--,--,--,--,,,,,,,2,0,1,--,1,--,--,--,--,--,--,6,4,5,--,5,3,1,--,--,--,--,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Charters Towers State High School,Charters Towers,33,20,1,26,6,15,--,1,88%,86%,20,17,3,14,7,1,--,--,--,--,12,9,3,5,2,--,--,--,--,--,,,,,,,15,10,10,2,4,7,1,--,--,--,--,17,10,16,4,15,2,--,--,--,--,--,0,5,4,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinchilla State High School,Chinchilla,78,59,3,28,8,44,--,11,79%,94%,59,25,7,19,5,1,--,--,1,--,16,3,1,3,--,--,--,--,--,--,,,,,,,44,42,11,2,8,2,1,--,--,--,--,31,17,17,6,14,3,--,--,--,1,--,9,15,13,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Chisholm Catholic College,Cornubia,114,101,--,67,16,75,--,5,93%,93%,101,62,13,5,51,16,--,--,--,5,13,5,3,--,2,--,--,--,--,3,,,,,,,75,72,38,2,3,36,5,--,--,--,3,39,29,29,14,2,17,11,--,--,--,5,11,17,18,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Outreach College Toowoomba,Toowoomba,53,41,--,28,13,46,--,1,92%,90%,41,20,8,3,15,4,--,--,4,2,12,8,5,1,2,1,--,--,--,--,,,,,,,46,40,22,8,4,16,3,--,--,4,2,7,1,6,5,--,1,2,--,--,--,--,11,16,9,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Citipointe Christian College,Carindale,130,120,1,70,30,110,--,1,98%,94%,120,63,27,8,50,23,5,--,5,9,9,6,2,1,5,1,--,--,--,--,1,1,1,--,--,--,110,105,52,17,6,40,14,4,--,5,8,19,15,17,12,3,15,10,1,--,--,1,25,31,32,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Clairvaux MacKillop College,Upper Mount Gravatt,219,198,1,75,25,110,--,10,94%,96%,198,67,22,43,42,20,--,--,1,24,20,8,3,3,2,1,--,--,--,5,,,,,,,110,108,3,1,--,--,2,--,--,1,15,108,90,72,24,46,44,19,--,--,--,14,16,27,37,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Claremont Special School,Ipswich,1,--,1,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayfield College,Clayfield,110,107,--,53,2,106,--,1,98%,96%,107,52,2,--,51,5,--,--,--,8,3,1,--,--,1,1,--,--,--,--,,,,,,,106,105,51,2,--,50,4,--,--,--,8,4,2,2,--,--,2,2,--,--,--,--,32,28,23,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Clermont State High School,Clermont,33,18,--,28,13,10,--,3,91%,100%,18,16,8,14,12,1,--,--,--,--,15,12,5,8,4,--,--,--,--,--,,,,,,,10,10,8,3,8,4,1,--,--,--,--,23,8,20,10,14,12,--,--,--,--,--,0,3,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland District State High School,Cleveland,170,144,8,151,18,112,--,0,94%,85%,144,135,14,116,90,3,--,--,1,14,18,15,3,10,8,--,--,--,1,--,8,1,1,--,--,--,112,103,101,6,88,59,--,--,--,2,8,50,41,49,11,38,39,3,--,--,--,6,9,32,33,30,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifford Park Special School,Toowoomba,11,--,11,--,--,--,--,0,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifton State High School,Clifton,42,26,--,38,20,20,--,4,90%,91%,26,26,17,26,16,8,--,--,--,--,16,12,3,9,6,--,--,--,--,--,,,,,,,20,16,20,9,20,10,4,--,--,--,--,22,10,18,11,15,12,4,--,--,--,--,1,3,10,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloncurry State School,Cloncurry,17,6,--,11,3,4,--,4,76%,100%,6,4,--,2,3,--,--,--,--,--,11,7,3,5,2,--,--,--,--,--,,,,,,,4,4,3,--,1,2,--,--,--,--,--,13,2,8,3,6,3,--,--,--,--,--,0,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Clontarf Beach State High School,Clontarf,163,117,1,90,26,78,--,20,83%,88%,117,71,21,1,58,20,--,--,1,10,45,18,5,1,13,2,--,--,--,2,1,1,--,--,1,--,78,64,34,8,2,27,3,--,--,1,5,84,53,55,18,--,44,19,--,--,--,7,10,11,21,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,
Collinsville State High School,Collinsville,16,11,--,13,9,3,--,1,81%,--,11,11,7,4,10,--,--,--,--,--,5,2,2,1,1,--,--,--,--,--,,,,,,,3,1,1,--,--,1,--,--,--,--,--,13,10,12,9,5,10,--,--,--,--,--,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Columba Catholic College,Charters Towers,34,26,--,14,8,12,--,5,85%,92%,26,11,6,--,11,--,--,--,--,--,8,3,2,--,3,--,--,--,--,--,,,,,,,12,12,5,1,--,5,--,--,--,--,--,22,14,9,7,--,9,--,--,--,--,--,0,5,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Concordia Lutheran College,Toowoomba,76,64,--,29,8,59,--,5,91%,89%,64,24,6,9,19,3,--,--,3,3,12,5,2,3,1,--,--,--,--,1,,,,,,,59,56,19,2,9,15,1,--,--,3,4,17,8,10,6,3,5,2,--,--,--,--,11,19,16,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooktown State School,Cooktown,20,7,1,11,3,2,--,4,70%,50%,7,4,1,--,3,3,--,--,--,--,12,7,2,2,5,2,--,--,--,--,,,,,,,,,,,,,,,,,,17,6,11,3,2,8,5,--,--,--,--,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooloola Christian College,Gympie,18,17,--,10,1,13,--,0,100%,91%,17,9,1,1,8,1,--,--,--,--,1,1,--,--,1,--,--,--,--,--,,,,,,,13,13,5,--,--,5,--,--,--,--,--,5,4,5,1,1,4,1,--,--,--,--,1,6,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coolum State High School,Coolum Beach,123,106,1,71,25,78,--,3,92%,85%,106,64,22,50,27,4,--,--,1,3,16,7,3,4,3,--,--,--,--,1,,,,,,,78,70,35,8,23,15,2,--,--,1,4,44,36,36,17,31,15,2,--,--,--,--,6,21,17,21,13,,,,,,,,,,,,,,,,,,,,,,,,,,
Coombabah State High School,Coombabah,161,117,4,139,27,55,--,0,96%,79%,117,101,20,81,92,24,--,--,3,18,40,34,6,31,24,3,--,--,1,5,4,4,1,4,2,--,55,46,33,3,15,26,6,--,--,4,5,102,71,102,23,97,90,21,--,--,--,18,3,12,9,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,
Coomera Anglican College,Coomera,48,45,--,13,2,36,--,0,96%,98%,45,12,2,--,10,2,--,--,3,2,3,1,--,--,1,--,--,--,--,1,,,,,,,36,34,3,1,--,2,1,--,--,3,1,12,11,10,1,--,9,1,--,--,--,2,12,10,11,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Coorparoo Secondary College,Coorparoo,84,68,--,77,10,37,--,2,96%,76%,68,64,9,59,50,2,--,--,--,13,16,13,1,9,9,--,--,--,--,2,,,,,,,37,33,33,5,30,21,--,--,--,--,6,47,35,44,5,38,38,2,--,--,--,9,3,6,7,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,
Corinda State High School,Corinda,231,201,3,148,16,148,--,2,97%,89%,201,125,13,81,99,7,2,1,6,24,27,21,3,17,11,2,--,--,--,7,3,2,--,2,--,--,148,136,69,1,40,54,2,1,--,6,20,80,65,77,15,58,56,7,1,1,--,11,27,27,37,43,14,,,,,,,,,,,,,,,,,,,,,,,,,,
Craigslea State High School,Chermside West,150,116,1,64,12,95,--,5,89%,93%,116,47,6,23,37,8,--,--,--,9,33,17,6,6,11,3,--,--,--,1,,,,,,,95,83,16,--,2,14,2,--,--,--,6,54,33,48,12,27,34,9,--,--,--,4,11,21,32,21,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Cunnamulla State School,Cunnamulla,6,3,--,2,1,1,--,3,50%,60%,3,2,1,--,1,--,--,--,--,1,,,,,,,,,,,,,,,,,1,1,1,1,--,--,--,--,--,--,1,5,2,1,--,--,1,--,--,--,--,--,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Currimundi Special School,Currimundi,7,--,5,--,--,--,--,2,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currumbin Community Special School,Currumbin Waters,16,--,15,--,--,--,--,1,0%,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dakabin State High School,Dakabin,146,114,--,124,13,59,--,0,99%,85%,114,93,11,88,60,4,1,--,--,11,32,31,2,29,9,--,--,--,--,1,,,,,,,59,55,38,4,33,19,2,--,--,--,7,87,59,86,9,84,50,2,1,--,--,5,4,12,21,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalby Christian College,Dalby,9,4,--,5,3,3,--,1,78%,100%,4,2,--,--,--,2,--,--,--,--,5,3,3,--,1,--,--,--,--,--,,,,,,,,,,,,,,,,,,6,2,5,3,--,1,2,--,--,--,--,0,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalby State High School,Dalby,125,92,--,93,25,54,--,14,86%,78%,92,77,17,62,21,3,--,--,1,4,33,16,8,10,2,--,--,--,--,1,,,,,,,54,46,46,3,44,2,--,--,--,1,2,71,46,47,22,28,21,3,--,--,--,3,13,9,18,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Downs Christian School,Toowoomba,9,4,--,6,5,8,--,0,89%,50%,4,2,2,--,--,2,--,--,--,--,5,4,3,1,1,--,--,--,--,1,,,,,,,8,4,5,4,1,--,2,--,--,--,1,1,0,1,1,--,1,--,--,--,--,--,1,1,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Darling Point Special School,Manly,4,--,4,2,--,--,--,0,50%,--,,,,,,,,,,,,,,,,,,,,,4,2,--,2,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Bay Flexible Learning Centre,Deception Bay,3,--,--,2,1,--,--,1,67%,--,,,,,,,,,,,3,2,1,2,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deception Bay State High School,Deception Bay,92,55,--,78,10,31,--,1,90%,82%,55,50,10,46,46,9,--,--,1,5,37,28,--,26,24,1,--,--,1,3,,,,,,,31,18,18,2,13,13,2,--,--,2,5,61,37,60,8,59,57,8,--,--,--,3,2,8,4,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Djarragun College,Gordonvale,65,4,--,49,29,--,--,16,75%,--,4,4,1,3,2,2,--,--,--,--,61,45,28,23,11,2,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downlands College,Toowoomba,160,151,--,84,19,130,--,2,96%,91%,151,82,18,53,40,3,--,--,2,5,9,2,1,2,1,1,--,--,--,1,,,,,,,130,125,57,8,32,32,2,--,--,2,6,30,26,27,11,23,9,2,--,--,--,--,21,41,39,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysart State High School,Dysart,20,17,1,20,7,1,--,0,100%,100%,17,17,7,15,16,13,--,--,--,--,2,2,--,2,1,--,--,--,--,--,1,1,--,1,--,--,1,1,1,1,1,1,1,--,--,--,--,18,16,18,6,16,16,12,--,--,--,--,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnshaw State College,Banyo,31,18,--,25,5,15,--,6,81%,89%,18,18,3,16,4,1,--,--,--,1,13,7,2,6,1,--,--,--,--,--,,,,,,,15,11,15,--,15,2,--,--,--,--,1,16,7,10,5,7,3,1,--,--,--,--,1,2,5,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Eidsvold State School,Eidsvold,4,2,--,3,1,1,--,0,75%,100%,2,2,1,--,2,--,--,--,--,--,2,1,--,--,1,--,--,--,--,--,,,,,,,,,,,,,,,,,,3,2,3,1,--,3,--,--,--,--,--,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Elanora State High School,Elanora,176,139,--,130,22,86,--,4,97%,90%,139,98,20,69,73,27,--,1,6,14,37,32,2,20,16,5,--,--,--,5,,,,,,,86,83,47,6,30,38,8,--,--,6,5,90,56,83,16,59,51,24,--,1,--,14,13,23,28,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerald State High School,Emerald,87,65,5,66,18,25,--,5,86%,86%,65,56,12,17,53,2,--,--,--,1,17,9,5,5,5,--,--,--,--,--,5,1,1,--,--,--,25,22,14,3,--,13,1,--,--,--,--,57,43,51,14,22,45,1,--,--,--,1,3,6,9,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmanuel College  Carrara,Carrara,110,105,1,14,8,86,--,0,96%,94%,105,13,7,6,1,4,--,--,11,7,,,,,,,,,,,1,1,1,--,--,1,86,82,5,1,5,--,1,--,--,11,2,23,23,8,6,1,1,3,--,--,--,5,15,30,31,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmaus College (Rockhampton),North Rockhampton,201,168,--,63,26,123,--,16,88%,96%,168,54,20,3,35,1,--,--,--,3,33,9,6,1,2,--,--,--,--,--,,,,,,,123,113,35,2,2,33,--,--,--,--,2,78,55,28,24,2,4,1,--,--,--,1,19,36,42,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Everton Park State High School,Everton Park,44,34,2,42,3,17,--,0,98%,81%,34,33,3,21,21,--,--,--,--,1,8,8,--,7,6,--,--,--,--,--,2,1,--,--,1,--,17,16,17,1,9,9,--,--,--,--,1,25,18,24,2,19,18,--,--,--,--,--,3,3,5,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairholme College,Toowoomba,103,98,--,41,17,99,--,0,96%,97%,98,40,16,14,31,14,--,--,1,3,5,1,1,--,--,1,--,--,--,--,,,,,,,99,95,37,16,12,28,14,--,--,1,2,4,3,4,1,2,3,1,--,--,--,1,28,28,25,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran College,Plainland,30,23,2,13,4,24,--,1,87%,75%,23,10,3,--,7,4,--,--,--,5,5,2,--,1,2,--,--,--,--,1,2,1,1,1,1,--,24,21,9,2,--,8,3,--,--,--,5,4,2,3,1,1,1,1,--,--,--,1,2,5,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Lutheran College - Redlands,Victoria Point,53,32,--,33,7,38,--,3,81%,83%,32,22,3,9,18,1,--,--,--,3,21,11,4,4,7,--,--,--,--,3,,,,,,,38,26,21,2,7,15,--,--,--,--,6,15,6,12,5,6,10,1,--,--,--,--,4,10,11,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferny Grove State High School,Ferny Grove,243,200,--,124,65,165,--,4,93%,90%,200,99,49,53,66,35,--,--,--,15,43,25,16,15,10,5,--,--,--,2,,,,,,,165,146,53,27,11,23,17,--,--,--,13,78,54,71,38,57,53,23,--,--,--,4,28,45,52,34,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Flagstone State Community College,Flagstone,141,82,3,124,47,50,--,2,96%,83%,82,71,28,56,60,3,1,--,--,4,56,50,17,44,33,1,1,--,--,1,3,3,2,3,2,--,50,41,35,6,23,26,--,--,--,--,2,88,41,86,39,77,67,4,2,--,--,3,5,9,10,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Lake State High School,Forest Lake,197,141,--,165,27,106,--,13,89%,87%,141,130,21,118,55,20,3,--,2,11,56,35,6,31,13,--,--,--,--,6,,,,,,,106,87,88,12,79,45,9,2,--,2,11,91,54,77,15,70,23,11,1,--,--,6,11,23,25,35,12,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraser Coast Anglican College,Hervey Bay,58,50,--,15,3,51,--,2,88%,89%,50,14,2,10,13,--,1,--,--,1,8,1,1,--,1,--,--,--,--,1,,,,,,,51,46,11,2,8,10,--,1,--,--,1,7,4,4,1,2,4,--,--,--,--,1,9,16,15,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Freshwater Christian College,Brinsmead,14,11,--,9,1,9,--,1,86%,92%,11,8,1,6,3,2,--,--,--,--,3,1,--,1,--,--,--,--,--,1,,,,,,,9,8,6,--,4,3,--,--,--,--,--,5,3,3,1,3,--,2,--,--,--,1,3,5,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Genesis Christian College,Bray Park,58,47,--,23,8,45,--,4,90%,98%,47,18,6,--,12,5,--,--,--,2,11,5,2,--,3,1,--,--,--,3,,,,,,,45,42,15,4,--,10,5,--,--,--,1,13,5,8,4,--,5,1,--,--,--,4,5,18,12,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilroy Santa Maria College,Ingham,58,57,--,40,18,39,--,1,98%,100%,57,40,18,17,28,9,--,--,--,2,,,,,,,,,,,,,,,,,39,39,22,12,3,15,6,--,--,--,--,19,18,18,6,14,13,3,--,--,--,2,5,12,7,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Gin Gin State High School,Gin Gin,61,48,--,57,14,30,--,1,97%,92%,48,46,10,44,20,3,--,--,1,--,13,11,4,10,3,--,--,--,--,1,,,,,,,30,29,27,3,26,8,1,--,--,--,--,31,19,30,11,28,15,2,--,--,1,1,8,7,11,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Gladstone State High School,Gladstone,179,117,1,94,42,67,--,18,87%,94%,117,55,33,8,22,4,--,--,4,--,61,38,9,21,15,--,--,--,--,1,1,1,--,1,--,--,67,60,11,1,2,8,1,--,--,4,--,111,57,82,41,27,29,3,--,--,--,1,8,19,24,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,
